,,,,,
Inf,Rec,Club,División,Juega en,Nombre
,- - -,A. Getxo,Segunda División Federación Grupo 2 española,ESP,- -
Juv,- - -,Real San Sebastián,Primera División española,ESP,- -
Les,- - -,Sevilla,Primera División española,ESP,- -
,- - -,Barcelona,Primera División española,ESP,- -
,- - -,Oviedo B,Segunda División Federación Grupo 1 española,ESP,- -
Seg,- - -,Villarreal B,Segunda División española,ESP,- -
,- - -,Ponferrada,Primera División Federación A española,ESP,- -
Seg,- - -,Real San Sebastián C,Segunda División Federación Grupo 2 española,ESP,- -
,- - -,Almería,Primera División española,ESP,- -
Trn,- - -,Lugo,Primera División Federación A española,ESP,- -
,- - -,Córdoba,Primera División Federación B española,ESP,- -
,- - -,Talavera,Segunda División Federación Grupo 5 española,ESP,- -
Juv,- - -,Burgos,Segunda División española,ESP,- -
Juv,- - -,R. Majadahonda,Primera División Federación A española,ESP,- -
,- - -,U. Murcia,Segunda División Federación Grupo 4 española,ESP,- -
,- - -,Egüés,Segunda División Federación Grupo 2 española,ESP,- -
Ret,- - -,Alcorcón,Segunda División española,ESP,- -
Seg,- - -,Alcoyano,Primera División Federación B española,ESP,- -
Les,- - -,Valencia,Primera División española,ESP,- -
Int,- - -,Mallorca,Primera División española,ESP,- -
Seg,- - -,A. Baleares,Primera División Federación B española,ESP,- -
,- - -,Real San Sebastián C,Segunda División Federación Grupo 2 española,ESP,- -
Juv,- - -,Real Irún,Primera División Federación A española,ESP,- -
,- - -,Gernika,Segunda División Federación Grupo 2 española,ESP,- -
,- - -,Levante,Segunda División española,ESP,- -
Juv,- - -,Alavés,Primera División española,ESP,- -
Seg,- - -,Murcia,Primera División Federación B española,ESP,- -
Juv,- - -,Real Irún,Primera División Federación A española,ESP,- -
Seg,- - -,Málaga,Primera División Federación B española,ESP,- -
Juv,- - -,A. Bilbao,Primera División española,ESP,- -
Seg,- - -,Amorebieta,Segunda División española,ESP,- -
,- - -,Getafe,Primera División española,ESP,- -
Juv,- - -,Elche,Segunda División española,ESP,- -
Seg,- - -,Mallorca,Primera División española,ESP,- -
,- - -,Alzira,Segunda División Federación Grupo 3 española,ESP,- -
Fic,- - -,Getafe B,Segunda División Federación Grupo 5 española,ESP,- -
Seg,- - -,Algeciras,Primera División Federación B española,ESP,- -
,- - -,Villanovense,Segunda División Federación Grupo 5 española,ESP,- -
,- - -,Andratx,Segunda División Federación Grupo 3 española,ESP,- -
,- - -,Espanyol,Segunda División española,ESP,- -
Juv,- - -,Granada,Primera División española,ESP,- -
Juv,- - -,Vélez C.F.,Segunda División Federación Grupo 4 española,ESP,- -
Seg,- - -,Real San Sebastián,Primera División española,ESP,- -
,- - -,Ponferrada,Primera División Federación A española,ESP,- -
,- - -,Albacete,Segunda División española,ESP,- -
Juv,- - -,U. Adarve,Segunda División Federación Grupo 5 española,ESP,- -
Seg,- - -,F.C. Andorra,Segunda División española,ESP,- -
Juv,- - -,Valladolid,Segunda División española,ESP,- -
,- - -,Alzira,Segunda División Federación Grupo 3 española,ESP,- -
Seg,- - -,Sestao,Primera División Federación A española,ESP,- -
,- - -,Real San Sebastián C,Segunda División Federación Grupo 2 española,ESP,- -
Juv,- - -,Elche,Segunda División española,ESP,- -
Seg,- - -,Calahorra,Segunda División Federación Grupo 2 española,ESP,- -
,- - -,Zaragoza,Segunda División española,ESP,- -
,- - -,Egüés,Segunda División Federación Grupo 2 española,ESP,- -
Juv,- - -,Ferrol,Segunda División española,ESP,- -
,- - -,Coruña,Primera División Federación A española,ESP,- -
,- - -,Cádiz,Primera División española,ESP,- -
Ctr,- - -,Torrent,Segunda División Federación Grupo 3 española,ESP,- -
,- - -,Córdoba,Primera División Federación B española,ESP,- -
,- - -,A. Getxo,Segunda División Federación Grupo 2 española,ESP,- -
,- - -,Marbella,Segunda División Federación Grupo 4 española,ESP,- -
,- - -,Vallecano,Primera División española,ESP,- -
,- - -,A. Bilbao,Primera División española,ESP,- -
,- - -,A. Madrid,Primera División española,ESP,- -
Trn,- - -,Las Palmas,Primera División española,ESP,- -
Juv,- - -,Málaga,Primera División Federación B española,ESP,- -
,- - -,Almería,Primera División española,ESP,- -
,- - -,Barcelona,Primera División española,ESP,- -
,- - -,Intercity,Primera División Federación B española,ESP,- -
,- - -,La Nucía,Segunda División Federación Grupo 3 española,ESP,- -
,- - -,Marbella,Segunda División Federación Grupo 4 española,ESP,- -
Les,- - -,Tenerife,Segunda División española,ESP,- -
,- - -,La Unión At.,Segunda División Federación Grupo 4 española,ESP,- -
Ret,- - -,Eibar,Segunda División española,ESP,- -
,- - -,Montijo,Segunda División Federación Grupo 5 española,ESP,- -
,- - -,Real San Sebastián C,Segunda División Federación Grupo 2 española,ESP,- -
Int,- - -,Barcelona,Primera División española,ESP,- -
,- - -,Lleida,Segunda División Federación Grupo 3 española,ESP,- -
Trn,- - -,Alcorcón,Segunda División española,ESP,- -
,- - -,Tarazona,Primera División Federación A española,ESP,- -
,- - -,R. Madrid,Primera División española,ESP,- -
,- - -,C.D. Estepona,Segunda División Federación Grupo 4 española,ESP,- -
,- - -,Teruel,Primera División Federación A española,ESP,- -
,- - -,Antoniano,Segunda División Federación Grupo 4 española,ESP,- -
Fic,- - -,San Fernando,Primera División Federación B española,ESP,- -
Ced,- - -,Cartagena B,Segunda División Federación Grupo 4 española,ESP,- -
Seg,- - -,Eldense,Segunda División española,ESP,- -
Juv,- - -,Mallorca,Primera División española,ESP,- -
,- - -,Águilas,Segunda División Federación Grupo 4 española,ESP,- -
,- - -,Badajoz,Segunda División Federación Grupo 5 española,ESP,- -
,- - -,Cartagena,Segunda División española,ESP,- -
Seg,- - -,Mallorca,Primera División española,ESP,- -
Seg,- - -,Andratx,Segunda División Federación Grupo 3 española,ESP,- -
Seg,- - -,Navalcarnero,Segunda División Federación Grupo 5 española,ESP,- -
,- - -,S. Gijón,Segunda División española,ESP,- -
Seg,- - -,Terrassa,Segunda División Federación Grupo 3 española,ESP,- -
Seg,- - -,Ponferrada,Primera División Federación A española,ESP,- -
,- - -,Manresa,Segunda División Federación Grupo 3 española,ESP,- -
Juv,- - -,Formentera,Segunda División Federación Grupo 3 española,ESP,- -
Juv,- - -,Ceuta,Primera División Federación B española,ESP,- -
Juv,- - -,Real Hispalis,Primera División española,ESP,- -
Les,- - -,Segoviana,Segunda División Federación Grupo 5 española,ESP,- -
Juv,- - -,S.D. Logroñés,Primera División Federación A española,ESP,- -
,- - -,A. Madrid,Primera División española,ESP,- -
,- - -,Linares,Primera División Federación B española,ESP,- -
Seg,- - -,Zaragoza,Segunda División española,ESP,- -
,- - -,Cacereño,Segunda División Federación Grupo 5 española,ESP,- -
,- - -,F.C. Andorra,Segunda División española,ESP,- -
,- - -,Las Palmas,Primera División española,ESP,- -
,- - -,Torrent,Segunda División Federación Grupo 3 española,ESP,- -
,- - -,Ceuta,Primera División Federación B española,ESP,- -
Ced,- - -,R. Santander B,Segunda División Federación Grupo 1 española,ESP,- -
Seg,- - -,Huesca,Segunda División española,ESP,- -
,- - -,Ponferrada,Primera División Federación A española,ESP,- -
Juv,- - -,Alavés,Primera División española,ESP,- -
,- - -,Oviedo B,Segunda División Federación Grupo 1 española,ESP,- -
,- - -,Oviedo B,Segunda División Federación Grupo 1 española,ESP,- -
Juv,- - -,Elche,Segunda División española,ESP,- -
Juv,- - -,Alzira,Segunda División Federación Grupo 3 española,ESP,- -
Seg,- - -,Algeciras,Primera División Federación B española,ESP,- -
Juv,- - -,A.D. San Juan,Segunda División Federación Grupo 2 española,ESP,- -
,- - -,Racing Cartagena,Segunda División Federación Grupo 4 española,ESP,- -
Juv,- - -,S. Gijón,Segunda División española,ESP,- -
Juv,- - -,Eibar,Segunda División española,ESP,- -
,- - -,Almería,Primera División española,ESP,- -
,- - -,Marino,Segunda División Federación Grupo 1 española,ESP,- -
,- - -,Marino,Segunda División Federación Grupo 1 española,ESP,- -
Opc,- - -,Melilla,Primera División Federación B española,ESP,- -
,- - -,R. Madrid B,Primera División Federación B española,ESP,- -
Ced,- - -,Almería,Primera División española,ESP,- -
Les,- - -,Málaga,Primera División Federación B española,ESP,- -
,- - -,H. Alicante,Segunda División Federación Grupo 3 española,ESP,- -
,- - -,Atlético Pamplona B,Primera División Federación A española,ESP,- -
Juv,- - -,Real Irún,Primera División Federación A española,ESP,- -
,- - -,Penya Independent,Segunda División Federación Grupo 3 española,ESP,- -
Seg,- - -,Ferrol,Segunda División española,ESP,- -
,- - -,Unionistas,Primera División Federación A española,ESP,- -
,- - -,Mutilvera,Segunda División Federación Grupo 2 española,ESP,- -
,- - -,Atlético Paso,Segunda División Federación Grupo 5 española,ESP,- -
,- - -,Brea,Segunda División Federación Grupo 2 española,ESP,- -
Des,- - -,Lugo,Primera División Federación A española,ESP,- -
,- - -,Talavera,Segunda División Federación Grupo 5 española,ESP,- -
Seg,- - -,Huesca,Segunda División española,ESP,- -
,- - -,Náxara,Segunda División Federación Grupo 2 española,ESP,- -
Les,- - -,S. Gijón,Segunda División española,ESP,- -
Int,- - -,Almería,Primera División española,ESP,- -
,- - -,A. Madrid,Primera División española,ESP,- -
Juv,- - -,Compostela,Segunda División Federación Grupo 1 española,ESP,- -
,- - -,Ponferrada,Primera División Federación A española,ESP,- -
,- - -,Lleida,Segunda División Federación Grupo 3 española,ESP,- -
Fic,- - -,Las Palmas,Primera División española,ESP,- -
Juv,- - -,Mensajero,Segunda División Federación Grupo 5 española,ESP,- -
,- - -,Levante,Segunda División española,ESP,- -
,- - -,Vallecano,Primera División española,ESP,- -
Seg,- - -,Oviedo,Segunda División española,ESP,- -
Pet,- - -,Alcorcón,Segunda División española,ESP,- -
,- - -,Penya Independent,Segunda División Federación Grupo 3 española,ESP,- -
,- - -,Alavés B,Segunda División Federación Grupo 2 española,ESP,- -
,- - -,Valladolid,Segunda División española,ESP,- -
,- - -,C.D. Estepona,Segunda División Federación Grupo 4 española,ESP,- -
,- - -,Coruña,Primera División Federación A española,ESP,- -
Trn,- - -,Valladolid,Segunda División española,ESP,- -
Seg,- - -,Arenteiro,Primera División Federación A española,ESP,- -
Seg,- - -,Terrassa,Segunda División Federación Grupo 3 española,ESP,- -
Juv,- - -,Tarazona,Primera División Federación A española,ESP,- -
,- - -,Montijo,Segunda División Federación Grupo 5 española,ESP,- -
Seg,- - -,Algeciras,Primera División Federación B española,ESP,- -
,- - -,Burgos,Segunda División española,ESP,- -
Juv,- - -,Huesca,Segunda División española,ESP,- -
Seg,- - -,Zamora,Segunda División Federación Grupo 1 española,ESP,- -
,- - -,Oviedo,Segunda División española,ESP,- -
Juv,- - -,Valladolid,Segunda División española,ESP,- -
,- - -,Navalcarnero,Segunda División Federación Grupo 5 española,ESP,- -
Seg,- - -,Mirandés,Segunda División española,ESP,- -
,- - -,Sant Andreu,Segunda División Federación Grupo 3 española,ESP,- -
,- - -,Valladolid,Segunda División española,ESP,- -
,- - -,Langreo,Segunda División Federación Grupo 1 española,ESP,- -
,- - -,Cornellà,Primera División Federación A española,ESP,- -
,- - -,Antequera,Primera División Federación B española,ESP,- -
Les,- - -,Antequera,Primera División Federación B española,ESP,- -
,- - -,Oviedo,Segunda División española,ESP,- -
Juv,- - -,Huesca,Segunda División española,ESP,- -
,- - -,Sevilla B,Segunda División Federación Grupo 4 española,ESP,- -
,- - -,El Palo,Segunda División Federación Grupo 4 española,ESP,- -
,- - -,Atlético Pamplona B,Primera División Federación A española,ESP,- -
Juv,- - -,Burgos,Segunda División española,ESP,- -
,- - -,Mirandés,Segunda División española,ESP,- -
,- - -,Real Irún,Primera División Federación A española,ESP,- -
,- - -,R. Madrid,Primera División española,ESP,- -
,- - -,Numantia,Segunda División Federación Grupo 5 española,ESP,- -
Les,- - -,Sanse,Segunda División Federación Grupo 5 española,ESP,- -
Juv,- - -,Tarazona,Primera División Federación A española,ESP,- -
,- - -,A. Madrid B,Primera División Federación B española,ESP,- -
,- - -,El Palo,Segunda División Federación Grupo 4 española,ESP,- -
,- - -,S.D. Logroñés,Primera División Federación A española,ESP,- -
Int,- - -,Cádiz,Primera División española,ESP,- -
Ret,- - -,Utebo,Segunda División Federación Grupo 2 española,ESP,- -
,- - -,La Unión At.,Segunda División Federación Grupo 4 española,ESP,- -
,- - -,Melilla,Primera División Federación B española,ESP,- -
,- - -,Izarra,Segunda División Federación Grupo 2 española,ESP,- -
,- - -,A. Sagunto,Segunda División Federación Grupo 3 española,ESP,- -
,- - -,Logroñés,Segunda División Federación Grupo 2 española,ESP,- -
,- - -,Sta. Eulalia,Segunda División Federación Grupo 3 española,ESP,- -
Seg,- - -,Sabadell,Primera División Federación A española,ESP,- -
,- - -,Ciudad Real,Segunda División Federación Grupo 4 española,ESP,- -
,- - -,Amorebieta,Segunda División española,ESP,- -
Seg,- - -,Real San Sebastián B,Primera División Federación A española,ESP,- -
Seg,- - -,Mallorca,Primera División española,ESP,- -
,- - -,Izarra,Segunda División Federación Grupo 2 española,ESP,- -
,- - -,Villalbés,Segunda División Federación Grupo 1 española,ESP,- -
,- - -,Vélez C.F.,Segunda División Federación Grupo 4 española,ESP,- -
Int,- - -,Getafe,Primera División española,ESP,- -
,- - -,Europa,Segunda División Federación Grupo 3 española,ESP,- -
Juv,- - -,Villarreal,Primera División española,ESP,- -
,- - -,Mensajero,Segunda División Federación Grupo 5 española,ESP,- -
,- - -,Ursaria,Segunda División Federación Grupo 5 española,ESP,- -
,- - -,Valladolid,Segunda División española,ESP,- -
Juv,- - -,Las Palmas,Primera División española,ESP,- -
,- - -,Valencia,Primera División española,ESP,- -
,- - -,Zamora,Segunda División Federación Grupo 1 española,ESP,- -
Juv,- - -,Sanse,Segunda División Federación Grupo 5 española,ESP,- -
,- - -,S. Gijón,Segunda División española,ESP,- -
,- - -,Linense,Segunda División Federación Grupo 4 española,ESP,- -
,- - -,Cerdanyola,Segunda División Federación Grupo 3 española,ESP,- -
,- - -,Villarreal,Primera División española,ESP,- -
Juv,- - -,Real Hispalis,Primera División española,ESP,- -
,- - -,Europa,Segunda División Federación Grupo 3 española,ESP,- -
Juv,- - -,Alcoyano,Primera División Federación B española,ESP,- -
,- - -,Sabadell,Primera División Federación A española,ESP,- -
,- - -,Cerdanyola,Segunda División Federación Grupo 3 española,ESP,- -
,- - -,H. Alicante,Segunda División Federación Grupo 3 española,ESP,- -
,- - -,Ourense C.F.,Segunda División Federación Grupo 1 española,ESP,- -
,- - -,Ponferrada,Primera División Federación A española,ESP,- -
,- - -,Guijuelo,Segunda División Federación Grupo 1 española,ESP,- -
,- - -,S.D. Logroñés,Primera División Federación A española,ESP,- -
,- - -,Villanovense,Segunda División Federación Grupo 5 española,ESP,- -
