,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rec,Inf,Nombre,Posición,Part,Min,Pas I,Pas C,Pases prog,Pas Cl,Asis,xA,OCG,Reg,Pres Int,Pres C,Distancia,Esprints/90,Ent I,Ent C,Ent Cl,FC,FR,Ama,Roj.,Rob,Desp,Pos Gan/90,Pos Perd/90,Gol,xG,Cab Int,Cab,DsR,Rec,Cen.In,Cen.Com,Cen I-Ab,Cen C-Ab
- - -,,Álvaro Salinas,"ME (I), MP (IC)",34,2.800,909,765,69,34,5,"5,06",10,100,325,87,"336,3 km","8,71",70,62,0,38,57,0,0,36,20,"5,37","18,84",4,"6,61",219,41,0,12,152,22,107,16
- - -,,Abraham,DF/CR/ME (D),31,2.566,955,799,98,43,3,"2,61",5,73,322,103,"353,3 km","13,54",84,67,1,23,49,0,0,47,27,"4,49","15,15",1,"2,6",171,72,0,6,161,29,161,29
- - -,,Rubio,DL (C),2 (21),677,164,144,2,2,0,"0,01",0,12,38,5,"78,3 km","4,65",6,6,0,7,20,0,0,7,3,"1,33","21,27",2,"1,61",92,41,0,4,4,1,4,1
- - -,,Carlos Torrado,DF/CR (D),5 (18),803,416,362,54,14,0,"2,08",5,10,58,13,"117,0 km","15,58",20,15,0,5,6,1,0,15,18,"12,44","9,53",0,"0,86",68,46,10,6,33,2,33,2
- - -,,Andrés Castrín,DF (DC),8 (7),874,490,430,47,7,0,"0,34",1,4,45,15,"112,9 km","6,8",17,13,2,11,4,2,0,19,12,"6,9","8,44",0,"0,19",83,57,8,4,19,1,19,1
- - -,,Raúl Marqueta,POR,32,2.837,673,378,0,1,0,0,0,0,0,0,"153,4 km",0,4,2,0,4,7,4,0,0,-,"2,95","7,87",0,0,-,-,-,-,-,-,-,-
- - -,,Dani Martínez,"ME (IC), MP (I)",19 (9),1.382,537,456,71,39,0,"2,7",5,26,182,42,"190,1 km","12,37",37,29,2,15,18,2,0,28,18,"6,25","12,83",1,"0,75",93,39,0,11,54,3,54,3
- - -,Les,Mateo Gandarillas,"CR (D), ME/MP (DI)",12 (16),1.550,673,579,60,16,0,"0,74",1,36,150,37,"208,9 km","11,26",42,29,1,20,24,2,0,35,19,"5,81","16,55",1,"2,9",97,20,3,7,76,5,76,5
- - -,Seg,Pol Tristán,POR,2,180,41,28,0,0,0,0,0,0,0,0,"11,2 km",0,1,0,0,0,1,0,0,0,-,"2,5","10,5",0,0,-,-,-,-,-,-,-,-
- - -,,Luis Aguado,"DF (DC), CR (D)",8 (1),782,421,337,52,11,0,"0,97",1,19,47,24,"96,8 km","9,55",24,19,3,8,5,5,0,12,16,"7,37","16,92",0,0,68,35,3,5,45,6,26,2
- - -,Ret,Lolo Guerrero,DF (C),26,2.257,1.235,1.104,89,9,1,"0,78",1,1,71,29,"255,8 km","3,67",38,23,5,22,3,1,0,31,36,"15,23","2,87",1,"1,01",196,130,12,8,4,0,4,0
- - -,Juv,Juan José Pereda,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Borja Álvarez,"DF (DC), CR (D)",30,2.558,1.351,1.138,158,25,1,"2,37",4,14,201,45,"344,3 km","11,22",63,49,5,30,26,4,1,63,45,"13,05","14,18",2,"4,41",223,143,12,23,109,15,109,15
- - -,,Joel Priego,ME/MP (DI),6 (10),814,343,302,28,15,0,"1,8",1,13,96,22,"108,3 km","8,96",16,15,0,12,15,2,0,13,10,"5,2","17,8",2,"1,36",42,10,0,2,33,3,33,3
- - -,Seg,Adri Díaz,"MC, ME/MP (C)",3 (27),920,455,392,41,12,0,"0,72",1,14,103,25,"128,0 km","8,12",18,16,1,21,7,2,0,13,6,"9,59","16,63",0,"2,59",34,7,0,2,9,3,9,3
- - -,Seg,Pesca,ME/MP (DI),0 (8),204,76,60,7,5,0,0,0,7,28,9,"25,0 km","12,79",7,7,0,2,2,0,0,3,2,"3,53","17,21",0,"0,1",16,2,0,1,9,0,9,0
- - -,,Javi Navarro,"MC, ME (C)",19 (6),1.524,875,782,50,9,3,"1,66",5,2,149,43,"204,8 km","8,33",43,27,1,21,6,0,0,22,29,"12,05","7,85",0,"0,1",74,37,4,13,4,1,4,1
- - -,,Óscar Arroyo,"DF (DC), CR (D)",34,3.060,1.195,1.033,135,49,5,"3,21",2,58,359,94,"419,5 km","10,85",106,85,2,36,24,2,0,81,61,"12,82","17,74",0,"0,03",149,70,44,26,205,30,205,30
- - -,Pet,Pablo Sáenz,"ME (I), MP (DI), DL (C)",7 (7),807,248,212,15,12,0,"0,17",1,21,79,21,"99,8 km","8,25",19,13,0,13,14,0,0,16,8,"2,01","21,64",1,"3,18",73,12,0,1,72,9,32,6
- - -,Seg,Fran Reguera,"MC, ME (C)",1 (16),553,315,274,30,7,0,1,4,3,57,13,"78,6 km","10,42",13,12,0,8,1,0,0,7,5,"12,53","4,56",1,"0,12",26,13,1,3,3,0,3,0
- - -,,Javier Franco Santana,MP (DC),28,2.123,765,657,53,36,3,"2,9",6,56,261,56,"296,1 km","11,53",39,35,0,24,30,1,0,38,20,"5,43","20,01",1,"2,96",146,19,0,9,172,23,70,10
- - -,,José Ángel Ayala,"MC, ME (C)",31,2.790,1.539,1.354,102,15,1,"2,85",4,24,299,84,"385,4 km","10,13",88,61,1,52,28,5,0,32,24,"8,55","8,48",0,"1,21",161,103,9,8,12,3,12,3
- - -,,Garci,"ME (DI), MP (D)",31 (1),2.789,982,805,78,31,3,"3,04",8,100,287,71,"382,3 km","13,23",49,38,1,37,39,4,0,55,42,"3,42","16,3",4,"4,78",181,50,0,18,162,18,162,18
- - -,,Pepo Losfablos,"MC, ME (C)",31,2.535,1.369,1.197,116,38,1,"3,46",5,24,324,72,"344,1 km","8,34",57,43,0,20,13,2,1,42,28,"12,5","14,13",2,"1,79",126,38,0,8,24,4,18,4
- - -,,Christian Jiménez,DF (DI),22 (1),1.788,902,772,103,17,0,"1,2",1,19,131,43,"244,9 km","11,63",60,45,1,30,15,8,1,38,30,"11,12","20,74",0,"0,06",111,62,11,17,52,6,52,6
- - -,,Dani Villa,"MP (DIC), DL (C)",3 (24),653,190,161,8,7,1,"0,19",1,7,49,11,"87,7 km","7,03",6,5,0,9,9,1,0,10,3,"1,38","13,51",2,"3,64",67,10,0,0,12,3,12,3
- - -,Ret,Armiche,"ME (D), MP (DI)",1 (2),169,60,48,3,2,0,"0,2",1,1,15,1,"22,9 km","9,05",1,1,0,1,4,1,0,1,2,"4,79","15,44",0,"0,24",16,3,0,0,3,0,3,0
- - -,,Mikel Carro,DF (C),31,2.711,1.558,1.293,90,5,1,"0,61",5,3,94,32,"325,2 km","3,55",35,24,6,18,6,7,0,33,50,"12,88","3,62",0,"1,59",286,201,25,15,4,0,4,0
- - -,,Javi Fontán,DF/CR (D),28,2.405,1.225,1.058,145,21,0,"4,35",6,25,207,55,"313,2 km","10,55",60,44,3,33,16,15,1,62,31,"12,2","13,1",1,"4,81",177,106,14,20,213,44,145,35
- - -,,Gianni Cassaro,POR,6 (2),676,153,105,0,0,0,0,0,0,0,0,"38,9 km",0,0,-,0,0,1,0,0,0,-,"2,4","8,92",0,0,-,-,-,-,-,-,-,-
- - -,,Gabriel,"MP (DI), DL (C)",32,2.404,616,535,15,16,3,"3,85",4,27,150,49,"301,3 km","5,24",30,28,0,33,75,2,0,21,16,"2,36","18,38",10,"5,51",314,54,0,4,21,4,21,4
- - -,,Luis Fratelli,DF (C),31,2.790,1.634,1.363,101,12,0,"0,05",1,0,97,33,"347,0 km","4,9",37,25,5,16,9,2,0,38,53,"14,32","3,52",0,"1,85",243,149,17,25,3,2,3,2
- - -,,Rodrigo Gui,ME/MP (C),34,2.595,895,764,56,29,0,"1,08",2,30,266,68,"317,8 km","8,6",53,42,0,11,23,0,0,42,25,"11,86","16,44",1,"3,64",191,36,0,11,27,2,27,2
- - -,,Álvaro Naveira,DF/CR (I),32,2.803,1.476,1.261,180,21,4,"2,62",9,42,216,61,"400,5 km","13,45",87,75,3,23,35,4,0,74,36,"14,93","14,87",0,"0,89",164,86,16,27,121,20,121,20
- - -,,Jagoba Zárraga,POR,2 (4),328,80,36,0,0,0,0,0,0,0,0,"19,2 km",0,0,-,0,0,3,0,0,0,-,"1,37","9,88",0,0,-,-,-,-,-,-,-,-
- - -,,Jaime Sancho,"MP (C), DL (C)",0 (29),990,279,236,11,17,0,"0,43",1,8,76,23,"124,3 km","5,36",20,20,1,16,25,4,0,4,3,"1,45","12,91",5,"4,74",126,21,0,0,55,6,11,2
- - -,,Pablo Bernárdez,ME (C),31,2.199,1.086,931,82,41,4,"4,26",8,22,248,64,"304,8 km","7,57",44,38,0,27,23,2,1,41,27,"11,3","16,21",0,"0,26",101,20,0,12,28,7,28,7
- - -,,Marcos Rosa,MP (I),0 (3),66,20,19,1,1,0,"0,04",1,3,6,1,"8,2 km",-,1,0,0,1,0,0,0,2,0,-,-,0,"0,43",4,0,0,0,4,1,4,1
- - -,,Samuel Casais,ME (DC),0 (4),86,35,31,2,2,0,"0,02",0,2,13,4,"12,6 km","15,7",2,2,0,1,1,0,0,1,0,"5,23","15,7",0,"0,01",5,1,0,0,3,0,3,0
- - -,,Antonio Pelegrín,DF (C),34,3.041,1.728,1.529,98,25,2,"2,54",5,10,289,83,"417,0 km","8,82",82,66,5,46,15,11,0,47,39,"9,62","8,97",1,"2,53",127,65,14,13,16,1,16,1
- - -,,Nono Gómez,POR,5 (2),567,139,75,0,0,0,0,0,0,0,0,"32,1 km",0,0,-,0,1,2,1,0,0,-,"3,65","7,46",0,0,-,-,-,-,-,-,-,-
- - -,,Óscar Cantarero,ME/MP (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Carlos Tobar,DL (C),32,2.165,551,470,17,17,1,"2,64",2,21,128,40,"272,9 km","5,2",31,23,0,26,50,1,1,24,17,"1,25","23,53",3,"1,99",308,86,0,8,18,1,18,1
- - -,Ced,Eliott Barrios,"MP (DI), DL (C)",0 (8),233,71,64,4,2,0,0,0,7,24,5,"29,5 km","7,34",4,4,0,4,6,0,0,2,1,"0,39","40,94",2,"0,21",23,9,0,0,7,1,7,1
- - -,,Marc Bombardó,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Xavi Espart,"DF/CR (D), MC, ME (C)",2 (1),170,96,84,8,3,0,"0,2",0,1,17,4,"25,5 km",9,4,4,0,2,2,1,0,3,5,"12,71","5,29",0,"0,2",5,5,0,1,0,0,0,0
- - -,,Javi Eslava,"MP (DI), DL (C)",32,2.668,989,847,71,45,4,"4,02",8,86,281,81,"355,5 km","9,68",76,67,0,36,33,2,0,45,20,"3,17","25,6",4,"6,99",179,51,0,4,167,23,167,23
- - -,,Jon Altamira,POR,26,1.962,483,289,0,2,0,0,0,0,0,0,"123,7 km",0,1,0,0,0,4,0,0,0,-,"3,49","7,2",0,0,-,-,-,-,-,-,-,-
- - -,,Quicala Bari,ME/MP (I),0 (10),289,100,91,12,5,0,"0,29",1,8,36,9,"39,4 km","12,46",9,7,1,7,5,2,0,2,3,"2,8","14,95",1,"0,61",22,0,0,0,10,0,10,0
- - -,Pet,Unai Buján,MP (DI),13 (14),1.243,434,374,40,29,4,"2,03",3,34,139,41,"175,3 km","12,96",37,31,0,14,14,0,0,14,15,"1,95","20,35",2,"1,94",95,33,0,3,67,9,67,9
- - -,,David Pons,DF/CR (I),29,2.426,1.275,1.082,147,32,1,"2,35",1,30,210,53,"332,9 km","13,43",68,57,3,38,26,6,0,64,30,"11,87","15,32",0,"0,46",181,112,22,11,101,17,101,17
- - -,,Rimvydas Kiriejevas,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Juan Parapar,MP (IC),25,1.709,570,480,29,15,2,"1,38",1,25,172,33,"237,4 km","9,22",25,18,0,19,26,1,0,26,12,"7,06","17,54",4,"4,65",164,59,0,7,97,7,14,2
- - -,,Samu Calera,DF/CR (I),0 (2),106,55,43,8,1,0,0,0,1,9,1,"14,6 km","10,19",2,2,0,1,1,0,1,2,2,"11,89","11,89",0,"0,06",7,4,2,1,5,1,5,1
- - -,,Gabri Palmás,ME/MP (D),31,2.258,922,774,62,46,3,"2,87",7,85,267,73,"319,4 km","12,24",58,46,1,26,30,0,0,31,31,"4,78","14,91",10,"6,11",148,42,0,6,130,19,130,19
- - -,,Borja Aizpun,DF/CR (D),19,1.476,744,634,78,16,1,"0,17",1,18,104,26,"210,2 km","14,63",33,27,2,13,26,4,0,32,28,"12,5","15,91",0,"1,13",108,50,6,18,67,11,67,11
- - -,,Steven Prieto,"MP (C), DL (C)",4 (18),849,228,189,12,11,3,"1,44",1,10,69,11,"118,8 km","7,1",11,9,0,8,31,0,0,12,5,"2,12","21,2",6,"4,02",115,55,0,1,8,0,8,0
- - -,,Javier Ablanque,DF (C),31,2.790,1.718,1.460,129,21,3,"1,54",8,3,91,38,"351,6 km","4,81",42,35,9,19,3,2,0,40,47,"15,94","3,94",0,"1,39",227,134,18,16,59,3,9,1
- - -,,Adrián Escudero,DF (IC),23 (1),1.836,1.085,944,75,5,1,"0,67",5,2,64,17,"224,7 km","4,71",22,18,3,19,3,5,0,27,30,"15,25","3,24",0,1,151,112,16,11,8,2,8,2
- - -,Pet,Diego López,DF (C),19,1.696,973,810,62,5,0,"0,27",0,1,59,26,"203,7 km","3,98",30,26,5,18,5,0,0,22,31,"7,64","5,41",0,"0,72",169,123,25,8,3,0,3,0
- - -,,Mario Ramón,DF (DC),1 (17),402,234,205,18,0,0,0,0,0,24,7,"54,4 km","7,16",12,9,0,3,1,2,0,3,5,"9,85","6,94",0,0,38,32,7,2,3,0,3,0
- - -,,Javi Varela,"ME (DC), MP (D)",29 (4),2.695,1.053,905,92,65,2,"4,2",3,83,299,80,"362,1 km","10,55",69,50,0,19,53,2,0,36,40,"4,51","20,47",5,"3,41",207,102,0,7,153,20,153,20
- - -,,Marc Trilles,DF (C),38,3.407,2.168,1.946,163,13,0,"1,55",2,4,120,35,"411,9 km","5,02",52,46,9,42,15,12,1,67,39,"21,03","2,8",1,"1,38",254,173,29,18,4,0,4,0
- - -,,Manex Iradi,ME/MP (I),32,2.438,808,696,53,38,1,"3,32",7,79,281,76,"323,6 km","9,41",69,62,1,39,38,1,1,42,38,"4,98","18,16",6,"2,84",199,44,0,8,164,20,101,12
- - -,,Pablo Monroy,DF/CR (D),6 (10),783,422,367,49,10,0,"1,27",1,8,56,24,"106,0 km","13,33",25,22,1,11,7,3,0,9,14,"8,28","21,26",0,"0,84",61,40,3,2,32,10,32,10
- - -,,Diego Moreno,DF (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Genís Blasco,DF (I),34,2.985,1.520,1.277,165,28,4,"2,39",5,37,233,83,"422,2 km","13,75",110,94,5,32,32,6,1,80,60,"12,36","15,14",0,"0,9",206,132,14,29,90,15,90,15
- - -,,Mini,"DF (D), MC, ME (DC)",25 (4),2.275,1.173,981,129,25,4,"1,85",2,16,192,63,"303,0 km","12,42",74,55,4,31,21,4,0,50,31,"9,53","14,68",0,"2,04",163,81,22,10,90,8,90,8
- - -,,Nando Copete,DL (C),1 (6),348,93,69,1,1,0,"0,13",0,3,16,5,"31,2 km","3,88",7,4,0,4,7,0,0,3,1,"0,78","12,41",1,"1,53",35,12,0,1,1,1,1,1
- - -,,Sergio Montes,DF (DC),30,2.700,1.409,1.179,141,37,1,"0,29",1,5,194,68,"359,4 km","10,9",80,61,8,31,22,8,0,54,53,"8,83","15,83",1,"3,28",176,106,31,22,102,33,102,33
- - -,,Chupo,DF/CR (I),29,2.243,1.150,953,139,18,3,"6,77",13,15,165,47,"298,4 km","13,12",71,57,2,30,18,2,0,56,37,"11,07","10,83",0,"0,58",151,85,11,22,210,24,82,18
- - -,,Yeray Izquierdo,DF (C),29,2.472,1.440,1.246,96,7,2,"1,39",2,3,76,27,"297,7 km","4,77",30,22,3,18,7,2,1,45,41,17,"3,31",0,"0,63",240,157,18,17,2,1,2,1
- - -,,Diego Garzón,DF/CR (D),28,2.480,1.315,1.107,164,32,0,"2,89",6,43,185,61,"334,6 km","10,81",70,55,5,20,20,3,1,65,48,"11,58","18,29",2,"2,38",197,118,19,16,99,13,99,13
- - -,,Willy,"MC, ME (C)",31,2.300,1.132,981,90,44,2,"2,72",6,18,272,82,"305,0 km","8,53",65,52,4,23,14,6,0,31,27,"10,68","12,99",1,"2,96",150,54,0,7,25,4,25,4
- - -,,Hugo Terés,ME (C),34,2.101,1.039,919,85,38,3,"1,44",1,16,256,65,"283,8 km","7,37",57,51,2,26,14,3,0,30,28,"11,18","13,24",0,"0,49",137,40,0,10,27,4,27,4
- - -,Fic,Óscar Gil,"MP (C), DL (C)",0 (4),54,16,14,0,0,0,0,0,0,4,0,"3,5 km",-,0,-,0,0,1,0,0,1,0,-,-,1,"0,22",5,1,0,0,0,0,0,0
- - -,,Manu Berrocal,DF/CR (I),2,180,95,83,12,2,0,"0,12",0,4,18,1,"26,3 km",14,1,1,0,3,0,1,0,6,2,"11,5","22,5",0,0,11,11,0,1,4,0,4,0
- - -,,Lander Olasagasti,POR,34,2.648,634,407,0,0,0,0,0,0,0,0,"145,8 km",0,4,3,0,0,11,0,0,0,-,"2,58","6,53",0,0,-,-,-,-,-,-,-,-
- - -,,Javier Borrego,"ME (I), MP (IC), DL (C)",31 (1),2.793,924,790,119,58,0,"1,71",9,79,292,93,"384,9 km","12,92",88,74,1,29,28,5,0,65,22,"2,48","17,14",2,"2,59",186,44,0,13,150,24,150,24
- - -,,Sergio Montero,ME/MP (C),0 (5),127,63,55,5,2,1,"0,14",1,1,13,5,"14,3 km","4,96",4,3,0,2,0,0,0,0,0,"10,63","10,63",0,"0,2",9,0,0,0,2,0,2,0
- - -,,Vicent Abril,POR,4 (1),383,100,58,0,0,0,0,0,0,0,0,"25,7 km",0,1,0,0,0,4,0,0,0,-,"2,35","6,81",0,0,-,-,-,-,-,-,-,-
- - -,,Leo Vázquez,DF/CR (I),6 (10),734,397,336,54,8,0,0,0,11,51,15,"102,7 km","14,59",20,18,0,11,4,1,0,13,6,"8,34","14,59",0,"0,04",50,26,6,1,32,5,32,5
- - -,Ret,Davo,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Alberto Fernández,"MP (C), DL (C)",35,3.034,754,646,25,26,5,"4,25",2,33,182,36,"380,2 km","6,11",30,24,0,39,91,5,0,25,25,"1,45","20,32",8,"6,61",406,60,0,2,24,1,24,1
- - -,Seg,Alejandro Ibarrondo,ME/MP (D),14 (3),1.290,454,375,32,17,0,"1,87",5,54,142,39,"177,3 km","9,56",34,31,1,17,21,1,0,17,13,"3,28","19,19",3,"5,64",103,34,0,9,68,10,68,10
- - -,,Ato,ME (C),5 (12),864,432,378,41,20,1,"0,72",2,5,117,29,"115,6 km","8,12",24,23,2,4,2,1,0,13,19,"11,04","14,06",0,"1,51",32,8,0,4,3,0,3,0
- - -,Les,Binké Diabaté,DL (C),29 (1),1.954,462,395,7,10,3,"1,97",2,30,114,29,"242,9 km","5,02",21,17,0,41,55,2,0,27,11,"0,97","19,21",9,"8,16",224,32,0,6,16,0,16,0
- - -,,Gorka Marcos,ME (C),31,2.684,1.295,1.136,125,54,8,"8,77",15,17,340,81,"343,5 km","8,48",69,59,3,39,15,5,0,53,33,"14,65","14,96",0,"1,88",150,34,0,7,36,12,29,10
- - -,,Cristian Abreu,"DF (C), MC, ME (C)",36,3.100,1.994,1.733,137,21,2,"2,93",7,1,128,52,"362,8 km","4,15",55,46,7,25,6,9,0,46,59,"22,01","2,87",1,"2,63",314,188,30,23,74,6,3,1
- - -,Ret,Asiel,DF (C),4 (10),785,443,354,26,4,0,"0,52",0,0,30,9,"98,1 km","4,47",9,9,3,4,1,1,0,12,16,"11,46","4,36",0,"0,19",76,55,15,4,2,0,2,0
- - -,,Joselu Guerra,"DF (C), MC, ME (C)",31,2.533,1.491,1.328,109,35,1,"4,7",5,7,262,61,"354,5 km","9,2",62,51,0,20,5,1,0,40,31,"14,39","6,08",0,"1,48",113,37,11,15,11,5,11,5
- - -,Seg,Camilo,ME/MP (C),25 (7),2.388,913,769,40,25,3,"1,81",3,31,245,52,"337,6 km","9,76",42,36,0,19,26,2,0,35,28,"9,91","16,13",5,"5,91",197,48,0,10,17,2,17,2
- - -,,Dani García,"MC, ME (C)",13 (10),1.387,800,676,54,11,2,"1,93",4,13,152,40,"202,9 km","11,49",40,33,1,15,10,0,0,29,12,"12,85","5,58",1,"1,49",52,20,2,6,5,1,5,1
- - -,,Juanmita,"ME (D), MP (DI)",33 (1),2.251,782,676,70,44,3,"2,79",4,76,282,94,"296,4 km","11,31",79,69,1,34,41,1,0,40,36,"4,12","18,51",5,"2,51",175,22,0,7,122,24,122,24
- - -,,Pol Ballesté,POR,12 (1),1.135,255,112,0,0,0,0,0,0,0,0,"64,7 km",0,2,1,0,0,4,0,0,0,-,"2,3","11,74",0,0,-,-,-,-,-,-,-,-
- - -,,Álvaro Coque,DF/CR (I),29,2.610,1.404,1.177,183,36,3,"2,68",4,26,218,76,"349,2 km","12,9",95,83,1,31,29,4,0,70,42,"10,66","15,97",1,"0,47",195,143,27,19,173,26,126,22
- - -,,Adri Peral,"MC, ME (C)",3 (16),509,246,210,16,3,3,"0,61",1,1,45,8,"53,1 km","6,01",10,10,0,5,5,2,0,5,2,"7,6","4,77",0,"0,34",27,6,0,3,1,0,1,0
- - -,,Julen Huidobro,ME (C),24 (8),2.140,1.096,971,82,36,5,"4,79",12,21,244,66,"289,1 km","9,13",49,33,2,22,9,4,0,41,20,"10,72","13,54",2,"1,05",90,27,0,8,24,4,24,4
- - -,,Carlos Cinta,DL (C),0 (23),523,130,117,2,3,1,"0,14",0,5,30,10,"62,8 km","5,51",5,3,0,6,19,0,0,3,3,"0,17","18,41",6,"3,02",64,10,0,1,5,0,5,0
- - -,,Pedro Astray,ME (C),20 (10),1.622,807,693,61,33,5,"4,84",2,15,188,46,"212,3 km","6,88",46,29,1,12,12,0,0,40,15,"15,92","15,98",2,"0,86",94,58,0,7,30,3,20,1
- - -,,Andrés Campos,MP (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Des,Óscar Vacas,"MC, ME (C)",15 (2),1.180,673,601,57,14,2,"1,2",1,6,121,28,"169,1 km","10,45",28,22,0,13,6,2,0,17,18,"12,89","6,18",1,"2,06",74,50,2,6,5,2,5,2
- - -,,Lulú,"DF (DC), CR (D)",34,2.858,1.566,1.376,125,13,1,"3,99",2,10,122,44,"352,2 km","5,76",57,44,7,28,10,7,0,44,40,"14,45","6,17",0,"1,48",273,167,38,13,28,3,28,3
- - -,,Fran Pérez,MP (D),33,2.883,1.096,926,80,53,5,"3,35",16,97,305,88,"395,6 km","11,36",79,66,0,32,44,1,0,42,29,"4,78","19,48",4,"8,24",191,39,0,10,194,31,179,27
- - -,Les,Alberto Fuentes,"ME/MP (C), DL (C)",0 (1),1,0,-,0,0,0,0,0,0,0,0,"0,0 km",-,0,-,0,0,0,0,0,0,0,-,-,0,0,0,-,0,0,0,0,0,0
- - -,,Benito Del Valle,POR,35,2.972,732,428,0,0,0,0,0,0,0,0,"153,0 km",0,5,0,0,1,6,1,0,0,-,"3,82","7,21",0,0,-,-,-,-,-,-,-,-
- - -,,Claudio,DL (C),24 (7),2.250,580,495,22,23,1,"3,91",11,16,147,47,"294,6 km","6,24",46,34,1,27,32,0,0,18,13,"2,8","16,52",10,"5,6",316,148,0,0,15,3,15,3
- - -,Juv,Jon Beitia,MP (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Kike Ríos,"DF (C), MC",8 (5),810,540,479,37,5,0,"0,67",1,0,39,13,"93,5 km","4,44",14,12,4,8,3,1,0,7,20,"13,78","3,33",0,"0,44",85,56,6,3,1,0,1,0
- - -,Ced,Hugo de Llanos,ME/MP (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Javier Marcén,DF/CR (I),28,2.379,1.168,974,162,49,2,"2,2",4,19,216,59,"328,5 km","11,77",80,67,5,14,34,0,0,55,47,"13,01","11,65",0,"0,74",145,95,25,26,221,28,115,13
- - -,Seg,Carlos Calavia,POR,0 (1),85,25,12,0,0,0,0,0,0,0,0,"8,2 km",0,0,-,0,0,0,0,0,0,-,"1,06","14,82",0,0,-,-,-,-,-,-,-,-
- - -,,Job Nguono,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Ángel Jiménez,POR,3,270,59,50,0,0,0,0,0,0,0,0,"15,5 km",0,0,-,0,0,0,0,0,0,-,"1,33","8,33",0,0,-,-,-,-,-,-,-,-
- - -,,Manín Gonzaga,"MP (DI), DL (C)",10,636,191,163,9,7,0,"0,64",1,13,54,17,"76,6 km","6,65",12,11,0,13,18,1,0,8,2,"1,98","17,97",1,"1,12",72,28,0,2,18,4,18,4
- - -,,Javier Boñar,"DF (C), MC",2 (2),203,112,95,3,0,0,"0,38",0,0,15,2,"28,2 km","8,87",2,2,0,0,0,0,0,4,5,"7,98","6,65",0,"0,15",20,3,1,2,0,0,0,0
- - -,,Kepa Vieites,ME/MP (DI),30,2.598,949,779,64,40,3,"6,7",8,94,283,71,"354,2 km","9,77",65,56,0,41,35,4,0,33,32,"5,06","20,4",7,"3,69",167,25,0,13,171,27,171,27
- - -,,Víctor Mingo,DL (C),34,3.060,738,638,22,23,3,"2,43",7,40,176,42,"377,5 km","5,94",33,25,0,38,90,0,0,33,19,"1,35","22,94",13,"9,1",399,97,0,7,15,0,15,0
- - -,,Dani Hernàndez,DF (I),30,2.700,1.356,1.140,154,36,1,"1,86",8,39,237,69,"376,2 km","13,83",84,74,4,29,27,3,0,54,51,"10,93","15,3",1,"0,71",150,82,11,20,75,13,75,13
- - -,,David Crespo,DF/CR (D),1 (3),179,88,77,8,0,0,"0,15",0,2,12,5,"21,7 km","12,57",6,3,0,2,2,0,0,5,1,"6,03","20,11",0,0,10,5,1,2,6,0,6,0
- - -,,Asier Goñi,DF/CR (I),29,2.496,1.265,1.057,153,39,1,"3,24",8,28,200,67,"338,9 km","11,57",83,67,3,40,36,6,2,50,58,"9,95","15,9",0,"0,22",159,100,5,20,227,29,90,8
- - -,,Cristian Díaz,MP (C),3 (18),762,283,253,19,9,2,"1,78",1,11,71,15,"110,5 km","9,69",10,9,0,6,8,0,0,10,2,"13,82","16,42",0,"1,32",57,7,0,1,5,0,5,0
- - -,,Álvaro,DF/CR (I),2 (1),187,85,75,8,5,0,"0,29",0,3,14,1,"24,5 km","13,48",2,1,0,4,0,1,0,5,3,"5,78","16,36",0,"0,06",12,3,0,1,3,0,3,0
- - -,,Álvaro Martín,"DF (IC), CR (I)",30,2.593,1.496,1.205,98,14,1,"1,59",1,2,88,31,"310,4 km","5,03",35,29,8,17,10,10,1,34,56,"16,94","5,17",2,"0,88",212,155,12,22,19,5,19,5
