,,,,,,,,,,,,,,,,,,,,,
Rec,Inf,Nombre,Posición,Part,Min,Enc,xGE,BAt,BDs,Rp %,BRe,Pas I,Pas C,Portería imbatida,Pep %,Paradas/90,Pen. parados,Prop. penaltis parados,Gl Err,Pos Gan/90,Pos Perd/90
- - -,Seg,Pablo Haro,MP (DI),2 (17),610,-,-,-,-,-,-,217,191,-,-,-,-,-,0,"3,54","18,44"
- - -,,Marcos Trabanco,DF/CR/ME/MP (D),31,2.790,-,-,-,-,-,-,1.419,1.237,-,-,-,-,-,0,"11,13","15,55"
- - -,,Arkaitz Mariezkurrena,"MP (DIC), DL (C)",7 (1),526,-,-,-,-,-,-,200,164,-,-,-,-,-,0,"4,62","15,91"
- - -,,Lluis Andreu,POR,32,2.787,50,"-2,26",18,21,67%,61,666,353,4,88%,3,1,33%,2,"2,84","7,69"
- - -,,David Aparicio,"ME (I), MP (IC)",15 (2),1.020,-,-,-,-,-,-,351,295,-,-,-,-,-,0,"4,5","15,53"
- - -,,Javi Alba,"MC, ME/MP (C)",3 (22),650,-,-,-,-,-,-,324,272,-,-,-,-,-,0,"8,72","14,12"
- - -,,Iker Córdoba,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Buru,POR,34,3.060,41,"0,98",17,25,70%,55,670,395,7,87%,2,0,0%,2,"4,71","7,38"
- - -,,Chinedu,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Opc,Álvaro Barbosa,"ME (I), MP (DIC)",27 (9),2.432,-,-,-,-,-,-,822,695,-,-,-,-,-,0,"4,14","22,69"
- - -,Juv,Antonio,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Isaac Amoah,DF (C),2 (3),285,-,-,-,-,-,-,160,135,-,-,-,-,-,0,"13,89","4,74"
- - -,,Kike Vidal,DF (C),7 (1),652,-,-,-,-,-,-,364,315,-,-,-,-,-,0,"12,01","4,42"
- - -,,Josu,MP (DIC),34,2.514,-,-,-,-,-,-,894,740,-,-,-,-,-,0,"5,08","21,66"
- - -,,Josu Ibarbia,"DF (DI), CR (D)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Adrián Fernández,POR,32,2.802,37,"0,21",20,14,69%,48,632,336,8,88%,2,1,33%,1,"3,79","7,45"
- - -,Seg,Jesús Tamayo,"MP (DIC), DL (C)",17,1.513,-,-,-,-,-,-,527,459,-,-,-,-,-,0,"8,33","24,75"
- - -,,Marc Vidal,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Seg,Álex Alemán,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Toni García,ME/MP (I),3,270,-,-,-,-,-,-,60,44,-,-,-,-,-,0,0,0
- - -,,Moi Parra,"MP (DI), DL (C)",9 (15),1.156,-,-,-,-,-,-,372,305,-,-,-,-,-,0,"1,56","15,34"
- - -,,Borja Marchante,DF (C),19 (4),1.761,-,-,-,-,-,-,1.033,926,-,-,-,-,-,0,"17,94","3,27"
- - -,,Ángel Martínez,DF/ME/MP (I),30,2.580,-,-,-,-,-,-,1.266,1.100,-,-,-,-,-,0,"6,87","16,64"
- - -,,Luken Beitia,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Seg,Óscar Fernández,MP (D),28 (1),1.971,-,-,-,-,-,-,789,668,-,-,-,-,-,0,"2,51","22,83"
- - -,,Isra Cano,ME/MP (C),3 (24),912,-,-,-,-,-,-,499,455,-,-,-,-,-,0,"12,93","9,77"
- - -,,Mario Benedet,MP (C),0 (4),61,-,-,-,-,-,-,35,29,-,-,-,-,-,0,-,-
- - -,,Pece,"MP (C), DL (C)",2 (30),1.213,-,-,-,-,-,-,379,310,-,-,-,-,-,0,2,"18,4"
- - -,,Dani Cervera,"MC, ME/MP (C)",12,924,-,-,-,-,-,-,531,461,-,-,-,-,-,0,"9,84","8,67"
- - -,,Kikín,DF (D),17 (8),1.683,-,-,-,-,-,-,818,688,-,-,-,-,-,1,"12,73","13,58"
- - -,,César Llopis,DF (C),31,2.672,-,-,-,-,-,-,1.639,1.371,-,-,-,-,-,0,"19,7","3,1"
- - -,,Marc Manchón,"MC, ME (C)",0 (12),298,-,-,-,-,-,-,159,131,-,-,-,-,-,1,"12,08","8,15"
- - -,,Javi Delgado,"MP (DI), DL (C)",32,2.745,-,-,-,-,-,-,964,800,-,-,-,-,-,0,"3,7","17,28"
- - -,,Fran Ávila,DF/CR (I),19,1.650,-,-,-,-,-,-,784,662,-,-,-,-,-,0,"10,75","13,25"
- - -,,Martín Arruti,"MC, ME (C)",14,1.161,-,-,-,-,-,-,567,500,-,-,-,-,-,0,"12,25","11,63"
- - -,,Txus Ayensa,"MC, ME (C)",0 (17),402,-,-,-,-,-,-,237,210,-,-,-,-,-,0,"13,21","3,81"
- - -,,Gaizka García,POR,0 (1),7,0,"0,13",0,1,100%,0,1,0,1,87%,-,0,-,0,-,-
- - -,Seg,Gonzalo Calçada,"MC, ME (C)",34,2.908,-,-,-,-,-,-,1.679,1.524,-,-,-,-,-,0,"15,88","6,84"
- - -,,Sergio García,MP (IC),17 (2),1.321,-,-,-,-,-,-,454,386,-,-,-,-,-,0,"3,54","15,94"
- - -,,Áron Yaakobishvili,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Ret,Óscar Rubio,DF (D),1 (13),760,-,-,-,-,-,-,430,374,-,-,-,-,-,0,"13,97","7,34"
- - -,,Álex Pérez,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Miguel Goñi,DF (C),26,2.140,-,-,-,-,-,-,1.400,1.154,-,-,-,-,-,1,"19,09","3,24"
- - -,,Víctor Vázquez,"ME (D), MP (DIC)",1 (25),802,-,-,-,-,-,-,303,239,-,-,-,-,-,0,"7,18","10,1"
- - -,Seg,Marouan Sannadi,"DF (C), DL (C)",33,2.875,-,-,-,-,-,-,1.633,1.396,-,-,-,-,-,0,"11,93","8,11"
- - -,Juv,Rafael,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Ced,Manu Garrido,DL (C),6 (26),1.035,-,-,-,-,-,-,265,230,-,-,-,-,-,0,"0,96","23,22"
- - -,,Javi Pedrosa,ME/MP (D),4 (19),759,-,-,-,-,-,-,272,239,-,-,-,-,-,0,"2,73","17,79"
- - -,,Carlos Badal,DF (C),5 (2),546,-,-,-,-,-,-,320,266,-,-,-,-,-,0,"18,3","2,97"
- - -,,Marc Sirera,DF (DC),33,2.747,-,-,-,-,-,-,1.363,1.179,-,-,-,-,-,0,"12,02","13,07"
- - -,,Toni Vicente,ME (C),0 (13),399,-,-,-,-,-,-,116,107,-,-,-,-,-,0,"5,64","18,72"
- - -,,Dani Pereiro,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Les,Luis Pareja,"DF (DC), MC",4 (17),970,-,-,-,-,-,-,555,477,-,-,-,-,-,0,"13,45","3,71"
- - -,,David Marín,ME (C),0 (3),156,-,-,-,-,-,-,75,64,-,-,-,-,-,0,"5,77","15,58"
- - -,,David Momoh,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Òscar Romero,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Álvaro Salinas,"ME (I), MP (IC)",34,2.800,-,-,-,-,-,-,909,765,-,-,-,-,-,0,"5,37","18,84"
- - -,,Abraham,DF/CR/ME (D),31,2.566,-,-,-,-,-,-,955,799,-,-,-,-,-,0,"4,49","15,15"
- - -,,Rubio,DL (C),2 (21),677,-,-,-,-,-,-,164,144,-,-,-,-,-,0,"1,33","21,27"
- - -,,Carlos Torrado,DF/CR (D),5 (18),803,-,-,-,-,-,-,416,362,-,-,-,-,-,0,"12,44","9,53"
- - -,,Andrés Castrín,DF (DC),8 (7),874,-,-,-,-,-,-,490,430,-,-,-,-,-,0,"6,9","8,44"
- - -,,Raúl Marqueta,POR,32,2.837,33,"7,87",19,20,73%,46,673,378,10,88%,2,2,50%,4,"2,95","7,87"
- - -,,Dani Martínez,"ME (IC), MP (I)",19 (9),1.382,-,-,-,-,-,-,537,456,-,-,-,-,-,0,"6,25","12,83"
- - -,Les,Mateo Gandarillas,"CR (D), ME/MP (DI)",12 (16),1.550,-,-,-,-,-,-,673,579,-,-,-,-,-,0,"5,81","16,55"
- - -,Seg,Pol Tristán,POR,2,180,4,"-1,05",2,2,63%,3,41,28,0,90%,3,0,0%,0,"2,5","10,5"
- - -,,Luis Aguado,"DF (DC), CR (D)",8 (1),782,-,-,-,-,-,-,421,337,-,-,-,-,-,0,"7,37","16,92"
- - -,Ret,Lolo Guerrero,DF (C),26,2.257,-,-,-,-,-,-,1.235,1.104,-,-,-,-,-,0,"15,23","2,87"
- - -,Juv,Juan José Pereda,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Borja Álvarez,"DF (DC), CR (D)",30,2.558,-,-,-,-,-,-,1.351,1.138,-,-,-,-,-,0,"13,05","14,18"
- - -,,Joel Priego,ME/MP (DI),6 (10),814,-,-,-,-,-,-,343,302,-,-,-,-,-,0,"5,2","17,8"
- - -,Seg,Adri Díaz,"MC, ME/MP (C)",3 (27),920,-,-,-,-,-,-,455,392,-,-,-,-,-,0,"9,59","16,63"
- - -,Seg,Pesca,ME/MP (DI),0 (8),204,-,-,-,-,-,-,76,60,-,-,-,-,-,0,"3,53","17,21"
- - -,,Javi Navarro,"MC, ME (C)",19 (6),1.524,-,-,-,-,-,-,875,782,-,-,-,-,-,0,"12,05","7,85"
- - -,,Óscar Arroyo,"DF (DC), CR (D)",34,3.060,-,-,-,-,-,-,1.195,1.033,-,-,-,-,-,0,"12,82","17,74"
- - -,Pet,Pablo Sáenz,"ME (I), MP (DI), DL (C)",7 (7),807,-,-,-,-,-,-,248,212,-,-,-,-,-,0,"2,01","21,64"
- - -,Seg,Fran Reguera,"MC, ME (C)",1 (16),553,-,-,-,-,-,-,315,274,-,-,-,-,-,0,"12,53","4,56"
- - -,,Javier Franco Santana,MP (DC),28,2.123,-,-,-,-,-,-,765,657,-,-,-,-,-,0,"5,43","20,01"
- - -,,José Ángel Ayala,"MC, ME (C)",31,2.790,-,-,-,-,-,-,1.539,1.354,-,-,-,-,-,0,"8,55","8,48"
- - -,,Garci,"ME (DI), MP (D)",31 (1),2.789,-,-,-,-,-,-,982,805,-,-,-,-,-,0,"3,42","16,3"
- - -,,Pepo Losfablos,"MC, ME (C)",31,2.535,-,-,-,-,-,-,1.369,1.197,-,-,-,-,-,0,"12,5","14,13"
- - -,,Christian Jiménez,DF (DI),22 (1),1.788,-,-,-,-,-,-,902,772,-,-,-,-,-,0,"11,12","20,74"
- - -,,Dani Villa,"MP (DIC), DL (C)",3 (24),653,-,-,-,-,-,-,190,161,-,-,-,-,-,0,"1,38","13,51"
- - -,Ret,Armiche,"ME (D), MP (DI)",1 (2),169,-,-,-,-,-,-,60,48,-,-,-,-,-,0,"4,79","15,44"
- - -,,Mikel Carro,DF (C),31,2.711,-,-,-,-,-,-,1.558,1.293,-,-,-,-,-,0,"12,88","3,62"
- - -,,Javi Fontán,DF/CR (D),28,2.405,-,-,-,-,-,-,1.225,1.058,-,-,-,-,-,0,"12,2","13,1"
- - -,,Gianni Cassaro,POR,6 (2),676,7,"0,03",8,4,73%,7,153,105,4,89%,2,0,-,0,"2,4","8,92"
- - -,,Gabriel,"MP (DI), DL (C)",32,2.404,-,-,-,-,-,-,616,535,-,-,-,-,-,0,"2,36","18,38"
- - -,,Luis Fratelli,DF (C),31,2.790,-,-,-,-,-,-,1.634,1.363,-,-,-,-,-,0,"14,32","3,52"
- - -,,Rodrigo Gui,ME/MP (C),34,2.595,-,-,-,-,-,-,895,764,-,-,-,-,-,0,"11,86","16,44"
- - -,,Álvaro Naveira,DF/CR (I),32,2.803,-,-,-,-,-,-,1.476,1.261,-,-,-,-,-,0,"14,93","14,87"
- - -,,Jagoba Zárraga,POR,2 (4),328,3,"-0,47",1,0,40%,1,80,36,3,97%,0,0,-,0,"1,37","9,88"
- - -,,Jaime Sancho,"MP (C), DL (C)",0 (29),990,-,-,-,-,-,-,279,236,-,-,-,-,-,0,"1,45","12,91"
- - -,,Pablo Bernárdez,ME (C),31,2.199,-,-,-,-,-,-,1.086,931,-,-,-,-,-,0,"11,3","16,21"
- - -,,Marcos Rosa,MP (I),0 (3),66,-,-,-,-,-,-,20,19,-,-,-,-,-,0,-,-
- - -,,Samuel Casais,ME (DC),0 (4),86,-,-,-,-,-,-,35,31,-,-,-,-,-,0,"5,23","15,7"
- - -,,Antonio Pelegrín,DF (C),34,3.041,-,-,-,-,-,-,1.728,1.529,-,-,-,-,-,0,"9,62","8,97"
- - -,,Nono Gómez,POR,5 (2),567,8,"1,46",7,4,75%,14,139,75,2,89%,3,0,-,0,"3,65","7,46"
- - -,,Óscar Cantarero,ME/MP (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Carlos Tobar,DL (C),32,2.165,-,-,-,-,-,-,551,470,-,-,-,-,-,0,"1,25","23,53"
- - -,Ced,Eliott Barrios,"MP (DI), DL (C)",0 (8),233,-,-,-,-,-,-,71,64,-,-,-,-,-,0,"0,39","40,94"
- - -,,Marc Bombardó,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Xavi Espart,"DF/CR (D), MC, ME (C)",2 (1),170,-,-,-,-,-,-,96,84,-,-,-,-,-,0,"12,71","5,29"
- - -,,Javi Eslava,"MP (DI), DL (C)",32,2.668,-,-,-,-,-,-,989,847,-,-,-,-,-,0,"3,17","25,6"
- - -,,Jon Altamira,POR,26,1.962,32,"-1,19",16,18,65%,26,483,289,6,90%,2,0,0%,0,"3,49","7,2"
- - -,,Quicala Bari,ME/MP (I),0 (10),289,-,-,-,-,-,-,100,91,-,-,-,-,-,0,"2,8","14,95"
- - -,Pet,Unai Buján,MP (DI),13 (14),1.243,-,-,-,-,-,-,434,374,-,-,-,-,-,0,"1,95","20,35"
- - -,,David Pons,DF/CR (I),29,2.426,-,-,-,-,-,-,1.275,1.082,-,-,-,-,-,0,"11,87","15,32"
- - -,,Rimvydas Kiriejevas,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Juan Parapar,MP (IC),25,1.709,-,-,-,-,-,-,570,480,-,-,-,-,-,0,"7,06","17,54"
- - -,,Samu Calera,DF/CR (I),0 (2),106,-,-,-,-,-,-,55,43,-,-,-,-,-,0,"11,89","11,89"
- - -,,Gabri Palmás,ME/MP (D),31,2.258,-,-,-,-,-,-,922,774,-,-,-,-,-,0,"4,78","14,91"
- - -,,Borja Aizpun,DF/CR (D),19,1.476,-,-,-,-,-,-,744,634,-,-,-,-,-,0,"12,5","15,91"
- - -,,Steven Prieto,"MP (C), DL (C)",4 (18),849,-,-,-,-,-,-,228,189,-,-,-,-,-,0,"2,12","21,2"
- - -,,Javier Ablanque,DF (C),31,2.790,-,-,-,-,-,-,1.718,1.460,-,-,-,-,-,0,"15,94","3,94"
- - -,,Adrián Escudero,DF (IC),23 (1),1.836,-,-,-,-,-,-,1.085,944,-,-,-,-,-,0,"15,25","3,24"
- - -,Pet,Diego López,DF (C),19,1.696,-,-,-,-,-,-,973,810,-,-,-,-,-,0,"7,64","5,41"
- - -,,Mario Ramón,DF (DC),1 (17),402,-,-,-,-,-,-,234,205,-,-,-,-,-,0,"9,85","6,94"
- - -,,Javi Varela,"ME (DC), MP (D)",29 (4),2.695,-,-,-,-,-,-,1.053,905,-,-,-,-,-,0,"4,51","20,47"
- - -,,Marc Trilles,DF (C),38,3.407,-,-,-,-,-,-,2.168,1.946,-,-,-,-,-,0,"21,03","2,8"
- - -,,Manex Iradi,ME/MP (I),32,2.438,-,-,-,-,-,-,808,696,-,-,-,-,-,0,"4,98","18,16"
- - -,,Pablo Monroy,DF/CR (D),6 (10),783,-,-,-,-,-,-,422,367,-,-,-,-,-,0,"8,28","21,26"
- - -,,Diego Moreno,DF (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Genís Blasco,DF (I),34,2.985,-,-,-,-,-,-,1.520,1.277,-,-,-,-,-,0,"12,36","15,14"
- - -,,Mini,"DF (D), MC, ME (DC)",25 (4),2.275,-,-,-,-,-,-,1.173,981,-,-,-,-,-,0,"9,53","14,68"
- - -,,Nando Copete,DL (C),1 (6),348,-,-,-,-,-,-,93,69,-,-,-,-,-,0,"0,78","12,41"
- - -,,Sergio Montes,DF (DC),30,2.700,-,-,-,-,-,-,1.409,1.179,-,-,-,-,-,0,"8,83","15,83"
- - -,,Chupo,DF/CR (I),29,2.243,-,-,-,-,-,-,1.150,953,-,-,-,-,-,0,"11,07","10,83"
- - -,,Yeray Izquierdo,DF (C),29,2.472,-,-,-,-,-,-,1.440,1.246,-,-,-,-,-,0,17,"3,31"
- - -,,Diego Garzón,DF/CR (D),28,2.480,-,-,-,-,-,-,1.315,1.107,-,-,-,-,-,0,"11,58","18,29"
- - -,,Willy,"MC, ME (C)",31,2.300,-,-,-,-,-,-,1.132,981,-,-,-,-,-,0,"10,68","12,99"
- - -,,Hugo Terés,ME (C),34,2.101,-,-,-,-,-,-,1.039,919,-,-,-,-,-,0,"11,18","13,24"
- - -,Fic,Óscar Gil,"MP (C), DL (C)",0 (4),54,-,-,-,-,-,-,16,14,-,-,-,-,-,0,-,-
- - -,,Manu Berrocal,DF/CR (I),2,180,-,-,-,-,-,-,95,83,-,-,-,-,-,0,"11,5","22,5"
- - -,,Lander Olasagasti,POR,34,2.648,33,"0,41",18,14,69%,36,634,407,11,90%,2,3,75%,0,"2,58","6,53"
- - -,,Javier Borrego,"ME (I), MP (IC), DL (C)",31 (1),2.793,-,-,-,-,-,-,924,790,-,-,-,-,-,0,"2,48","17,14"
- - -,,Sergio Montero,ME/MP (C),0 (5),127,-,-,-,-,-,-,63,55,-,-,-,-,-,0,"10,63","10,63"
- - -,,Vicent Abril,POR,4 (1),383,7,"-3,54",3,0,50%,4,100,58,1,92%,1,0,0%,0,"2,35","6,81"
- - -,,Leo Vázquez,DF/CR (I),6 (10),734,-,-,-,-,-,-,397,336,-,-,-,-,-,0,"8,34","14,59"
- - -,Ret,Davo,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Alberto Fernández,"MP (C), DL (C)",35,3.034,-,-,-,-,-,-,754,646,-,-,-,-,-,0,"1,45","20,32"
- - -,Seg,Alejandro Ibarrondo,ME/MP (D),14 (3),1.290,-,-,-,-,-,-,454,375,-,-,-,-,-,0,"3,28","19,19"
- - -,,Ato,ME (C),5 (12),864,-,-,-,-,-,-,432,378,-,-,-,-,-,0,"11,04","14,06"
- - -,Les,Binké Diabaté,DL (C),29 (1),1.954,-,-,-,-,-,-,462,395,-,-,-,-,-,0,"0,97","19,21"
- - -,,Gorka Marcos,ME (C),31,2.684,-,-,-,-,-,-,1.295,1.136,-,-,-,-,-,0,"14,65","14,96"
- - -,,Cristian Abreu,"DF (C), MC, ME (C)",36,3.100,-,-,-,-,-,-,1.994,1.733,-,-,-,-,-,0,"22,01","2,87"
- - -,Ret,Asiel,DF (C),4 (10),785,-,-,-,-,-,-,443,354,-,-,-,-,-,0,"11,46","4,36"
- - -,,Joselu Guerra,"DF (C), MC, ME (C)",31,2.533,-,-,-,-,-,-,1.491,1.328,-,-,-,-,-,0,"14,39","6,08"
- - -,Seg,Camilo,ME/MP (C),25 (7),2.388,-,-,-,-,-,-,913,769,-,-,-,-,-,0,"9,91","16,13"
- - -,,Dani García,"MC, ME (C)",13 (10),1.387,-,-,-,-,-,-,800,676,-,-,-,-,-,0,"12,85","5,58"
- - -,,Juanmita,"ME (D), MP (DI)",33 (1),2.251,-,-,-,-,-,-,782,676,-,-,-,-,-,0,"4,12","18,51"
- - -,,Pol Ballesté,POR,12 (1),1.135,22,"-4,61",15,8,72%,31,255,112,1,92%,4,1,50%,1,"2,3","11,74"
- - -,,Álvaro Coque,DF/CR (I),29,2.610,-,-,-,-,-,-,1.404,1.177,-,-,-,-,-,1,"10,66","15,97"
- - -,,Adri Peral,"MC, ME (C)",3 (16),509,-,-,-,-,-,-,246,210,-,-,-,-,-,0,"7,6","4,77"
- - -,,Julen Huidobro,ME (C),24 (8),2.140,-,-,-,-,-,-,1.096,971,-,-,-,-,-,0,"10,72","13,54"
- - -,,Carlos Cinta,DL (C),0 (23),523,-,-,-,-,-,-,130,117,-,-,-,-,-,0,"0,17","18,41"
- - -,,Pedro Astray,ME (C),20 (10),1.622,-,-,-,-,-,-,807,693,-,-,-,-,-,0,"15,92","15,98"
- - -,,Andrés Campos,MP (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Des,Óscar Vacas,"MC, ME (C)",15 (2),1.180,-,-,-,-,-,-,673,601,-,-,-,-,-,0,"12,89","6,18"
- - -,,Lulú,"DF (DC), CR (D)",34,2.858,-,-,-,-,-,-,1.566,1.376,-,-,-,-,-,0,"14,45","6,17"
- - -,,Fran Pérez,MP (D),33,2.883,-,-,-,-,-,-,1.096,926,-,-,-,-,-,0,"4,78","19,48"
- - -,Les,Alberto Fuentes,"ME/MP (C), DL (C)",0 (1),1,-,-,-,-,-,-,0,-,-,-,-,-,-,0,-,-
- - -,,Benito Del Valle,POR,35,2.972,40,"4,55",19,17,69%,57,732,428,12,88%,2,0,0%,1,"3,82","7,21"
- - -,,Claudio,DL (C),24 (7),2.250,-,-,-,-,-,-,580,495,-,-,-,-,-,0,"2,8","16,52"
- - -,Juv,Jon Beitia,MP (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Kike Ríos,"DF (C), MC",8 (5),810,-,-,-,-,-,-,540,479,-,-,-,-,-,0,"13,78","3,33"
- - -,Ced,Hugo de Llanos,ME/MP (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Javier Marcén,DF/CR (I),28,2.379,-,-,-,-,-,-,1.168,974,-,-,-,-,-,0,"13,01","11,65"
- - -,Seg,Carlos Calavia,POR,0 (1),85,3,"-1,3",2,0,50%,1,25,12,0,87%,3,0,-,0,"1,06","14,82"
- - -,,Job Nguono,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Ángel Jiménez,POR,3,270,3,"-0,55",2,3,72%,3,59,50,0,89%,2,0,-,0,"1,33","8,33"
- - -,,Manín Gonzaga,"MP (DI), DL (C)",10,636,-,-,-,-,-,-,191,163,-,-,-,-,-,0,"1,98","17,97"
- - -,,Javier Boñar,"DF (C), MC",2 (2),203,-,-,-,-,-,-,112,95,-,-,-,-,-,0,"7,98","6,65"
- - -,,Kepa Vieites,ME/MP (DI),30,2.598,-,-,-,-,-,-,949,779,-,-,-,-,-,0,"5,06","20,4"
- - -,,Víctor Mingo,DL (C),34,3.060,-,-,-,-,-,-,738,638,-,-,-,-,-,0,"1,35","22,94"
- - -,,Dani Hernàndez,DF (I),30,2.700,-,-,-,-,-,-,1.356,1.140,-,-,-,-,-,0,"10,93","15,3"
- - -,,David Crespo,DF/CR (D),1 (3),179,-,-,-,-,-,-,88,77,-,-,-,-,-,0,"6,03","20,11"
- - -,,Asier Goñi,DF/CR (I),29,2.496,-,-,-,-,-,-,1.265,1.057,-,-,-,-,-,0,"9,95","15,9"
- - -,,Cristian Díaz,MP (C),3 (18),762,-,-,-,-,-,-,283,253,-,-,-,-,-,0,"13,82","16,42"
- - -,,Álvaro,DF/CR (I),2 (1),187,-,-,-,-,-,-,85,75,-,-,-,-,-,0,"5,78","16,36"
- - -,,Álvaro Martín,"DF (IC), CR (I)",30,2.593,-,-,-,-,-,-,1.496,1.205,-,-,-,-,-,0,"16,94","5,17"
- - -,,Leo Saca,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,David Hernàndez,DF (D),2 (3),246,-,-,-,-,-,-,120,92,-,-,-,-,-,0,"14,27","10,98"
- - -,,Nino,DF/CR/ME/MP (D),34,3.021,-,-,-,-,-,-,1.581,1.336,-,-,-,-,-,0,"10,93","12,93"
- - -,,Álvaro Cortés,POR,11,901,14,"2,42",5,7,66%,16,231,143,0,85%,2,0,-,0,"2,9","7,79"
- - -,,Nané García,DL (C),0 (6),86,-,-,-,-,-,-,21,17,-,-,-,-,-,0,0,"19,88"
- - -,,Kike Torrent,DF (IC),28,2.416,-,-,-,-,-,-,1.522,1.304,-,-,-,-,-,0,"16,88","3,39"
- - -,,Andriy Chekotun,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Jano Monserrate,MP (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Izan Yurrieta,"ME (D), MP (DC)",25 (1),1.759,-,-,-,-,-,-,709,600,-,-,-,-,-,0,"3,74","17,4"
- - -,,Jon Agirrezabala,DF (D),28,2.350,-,-,-,-,-,-,1.161,932,-,-,-,-,-,0,"9,42","12,64"
- - -,,Samu Araújo,"DF (IC), CR (I)",5 (2),534,-,-,-,-,-,-,302,257,-,-,-,-,-,0,"6,74","12,64"
- - -,,David Ballarín,"MP (I), DL (C)",2 (25),1.104,-,-,-,-,-,-,338,289,-,-,-,-,-,0,"1,55","18,42"
- - -,,Juanpe,ME/MP (I),16 (8),1.589,-,-,-,-,-,-,537,464,-,-,-,-,-,0,"4,19","12,8"
- - -,,Zorro,POR,2 (6),413,5,"0,77",1,2,80%,5,89,62,4,89%,1,0,-,0,"1,96","3,49"
- - -,,Jon Vega,DF (C),30,2.443,-,-,-,-,-,-,1.407,1.206,-,-,-,-,-,0,"13,08","4,64"
- - -,,Marcos Denia,DL (C),3 (9),589,-,-,-,-,-,-,144,120,-,-,-,-,-,0,"0,92","18,95"
- - -,,Adrián Beamonte,DF (C),31,2.708,-,-,-,-,-,-,1.660,1.485,-,-,-,-,-,0,"13,29","3,82"
- - -,,Germán,DF (C),29 (3),2.627,-,-,-,-,-,-,1.487,1.242,-,-,-,-,-,0,"11,92","4,21"
- - -,,Mendi,"DF (C), MC",28 (5),2.235,-,-,-,-,-,-,1.245,1.110,-,-,-,-,-,0,"11,32","6,89"
- - -,Seg,Kako,ME (C),27,2.296,-,-,-,-,-,-,1.115,1.002,-,-,-,-,-,0,"15,21","11,68"
- - -,,Fer Rodríguez,"MC, ME/MP (C)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Dani Hernàndez,"ME (I), MP (IC)",34,3.049,-,-,-,-,-,-,1.094,928,-,-,-,-,-,0,"4,28","16,29"
- - -,,Ignacio Tellechea,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Gaizka Argente,DF (C),30,2.569,-,-,-,-,-,-,1.500,1.289,-,-,-,-,-,1,"13,98","3,96"
- - -,,Juan Carlos Camacho,ME/MP (C),28,2.346,-,-,-,-,-,-,1.116,973,-,-,-,-,-,0,"10,51","13,93"
- - -,,Kike Ferreres,DF/CR (I),29,2.253,-,-,-,-,-,-,1.129,949,-,-,-,-,-,0,"11,7","13,74"
- - -,Ret,Lander Yurrebaso,DL (C),28,2.156,-,-,-,-,-,-,564,468,-,-,-,-,-,0,"1,54","20,58"
- - -,,Josu Gallastegi,"ME (C), MP (I)",24 (2),2.071,-,-,-,-,-,-,741,626,-,-,-,-,-,0,"4,26","18,17"
- - -,,Óscar Poveda,ME/MP (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
