,,,,,,,,,,,
Inf,Rec,Nombre,Final,Sueldo,Sueldo máx.,Mín PS,Representante,Valor de traspaso,Precio Mín,Precio Máx,Cláus. Resc.
,- - -,- -,30/6/2024,1.500 € p/m,N/D,N/D,Iago Menéndez,2m € - 7m €,-,-,180m €
,- - -,- -,30/6/2026,4.600 € p/m,N/D,N/D,José Andrés Domínguez,35m € - 350m €,-,-,225m €
Trn,- - -,- -,30/6/2025,1.700 € p/m,N/D,N/D,-,40m €,-,-,230m €
,- - -,- -,30/6/2025,4.800 € p/m,N/D,N/D,-,85m € - 275m €,-,-,250m €
Seg,- - -,- -,30/6/2024,1.700 € p/m,N/D,N/D,-,0 € - 5m €,-,-,200m €
,- - -,- -,30/6/2024,2.000 € p/m,N/D,N/D,-,7m € - 70m €,-,-,160m €
,- - -,- -,30/6/2025,2.000 € p/m,N/D,N/D,-,24m € - 240m €,-,-,91m €
,- - -,- -,30/6/2025,12.000 € p/m,N/D,N/D,-,22m € - 210m €,-,-,150m €
Ced,- - -,- -,30/6/2025,7.750 € p/m,N/D,N/D,-,"1,5m € - 18m €",-,-,625m €
Seg,- - -,- -,30/6/2024,1.500 € p/m,N/D,N/D,-,0 € - 8m €,-,-,190m €
,- - -,- -,30/6/2024,1.300 € p/m,N/D,N/D,-,4m € - 40m €,-,-,145m €
,- - -,- -,30/6/2025,12.000 € p/m,N/D,N/D,Javier da Silva,20m € - 200m €,-,-,140m €
,- - -,- -,30/6/2025,1.600 € p/m,N/D,N/D,Antonio José Albarrán,40m € - 425m €,-,-,20M €
,- - -,- -,30/6/2024,1.700 € p/m,N/D,N/D,-,0 € - 2m €,-,-,180m €
Seg,- - -,- -,30/6/2024,1.700 € p/m,N/D,N/D,-,0€,-,-,-
,- - -,- -,30/6/2025,14.000 € p/m,N/D,N/D,David Hervás,85m € - 275m €,-,-,185m €
,- - -,- -,30/6/2026,2.700 € p/m,N/D,N/D,Juan Antonio Yubero,Sin datos,-,-,325m €
,- - -,- -,30/6/2027,36.500 € p/m,N/D,N/D,Humberto Guijarro,Sin datos,-,-,"5,25M €"
,- - -,- -,30/6/2024,1.600 € p/m,N/D,N/D,-,0 € - 7m €,-,-,160m €
,- - -,- -,30/6/2026,2.900 € p/m,N/D,N/D,-,No a la venta,-,-,-
,- - -,- -,30/6/2027,1.400 € p/m,N/D,N/D,-,75m € - 230m €,-,-,180m €
,- - -,- -,30/6/2026,8.250 € p/m,N/D,N/D,Julio César Rodríguez,12m € - 120m €,-,-,220m €
,- - -,- -,30/6/2024,1.400 € p/m,N/D,N/D,Santiago Berrocal,18m € - 190m €,-,-,180m €
,- - -,- -,30/6/2024,2.700 € p/m,N/D,N/D,-,7m € - 70m €,-,-,10M €
,- - -,- -,30/6/2025,1.600 € p/m,N/D,N/D,-,10m € - 95m €,-,-,325m €
,- - -,- -,30/6/2024,1.500 € p/m,N/D,N/D,-,24m € - 250m €,-,-,275m €
,- - -,- -,30/6/2024,1.600 € p/m,N/D,N/D,-,0€,-,-,96m €
,- - -,- -,30/6/2026,5.750 € p/m,N/D,N/D,David Hervás,70m € - 230m €,-,-,165m €
,- - -,- -,30/6/2024,1.400 € p/m,N/D,N/D,-,"1,5m € - 4m €",-,-,200m €
,- - -,- -,30/6/2024,1.700 € p/m,N/D,N/D,-,0€,-,-,200m €
,- - -,- -,30/6/2024,1.700 € p/m,N/D,N/D,-,500 € - 3m €,-,-,-
,- - -,- -,30/6/2025,5.000 € p/m,N/D,N/D,-,22m € - 230m €,-,-,190m €
,- - -,- -,30/6/2025,1.500 € p/m,N/D,N/D,-,28m € - 275m €,-,-,300m €
,- - -,- -,30/6/2024,1.400 € p/m,N/D,N/D,Javier Llaneza,0 € - 65m €,-,-,215m €
,- - -,- -,30/6/2024,1.000 € p/m,N/D,N/D,-,0€,-,-,-
Seg,- - -,- -,30/6/2026,6.500 € p/m,N/D,N/D,Julio César Rodríguez,"180m € - 1,8M €",-,-,750m €
,- - -,- -,30/6/2025,4.300 € p/m,N/D,N/D,Juan Antonio Yubero,Sin datos,-,-,50M €
,- - -,- -,30/6/2025,3.700 € p/m,N/D,N/D,Dolores Muñiz,"3,5m € - 35m €",-,-,115m €
Trn,- - -,- -,30/6/2025,6.500 € p/m,N/D,N/D,-,45m €,-,-,275m €
,- - -,- -,30/6/2024,1.300 € p/m,N/D,N/D,-,"1,5m € - 5m €",-,-,-
,- - -,- -,30/6/2024,1.700 € p/m,N/D,N/D,-,"0 € - 1,5m €",-,-,190m €
,- - -,- -,30/6/2025,1.600 € p/m,N/D,N/D,-,110m € - 350m €,-,-,20M €
Fic,- - -,- -,30/6/2024,750 € p/m,N/D,N/D,-,0€,-,-,120m €
,- - -,- -,30/6/2024,1.400 € p/m,N/D,N/D,-,"0 € - 1,5m €",-,-,-
,- - -,- -,30/6/2024,1.500 € p/m,N/D,N/D,Xavi Aguirre,0 € - 2m €,-,-,165m €
Ced,- - -,- -,30/6/2025,2.100 € p/m,N/D,N/D,-,110m € - 375m €,-,-,175m €
,- - -,- -,30/6/2027,17.000 € p/m,N/D,N/D,Julio César Rodríguez,Sin datos,-,-,"5,75M €"
Les,- - -,- -,30/6/2026,11.750 € p/m,N/D,N/D,Julio César Rodríguez,35m € - 375m €,-,-,205m €
,- - -,- -,30/6/2026,1.400 € p/m,N/D,N/D,-,130m € - 425m €,-,-,165m €
,- - -,- -,30/6/2025,5.750 € p/m,N/D,N/D,-,55m € - 170m €,-,-,190m €
Les,- - -,- -,30/6/2025,4.800 € p/m,N/D,N/D,-,65m € - 210m €,-,-,190m €
,- - -,- -,30/6/2024,1.300 € p/m,N/D,N/D,-,0 € - 5m €,-,-,-
,- - -,- -,30/6/2025,3.000 € p/m,N/D,N/D,-,22m € - 220m €,-,-,110m €
,- - -,- -,30/6/2024,1.600 € p/m,N/D,N/D,-,2m € - 18m €,-,-,225m €
Seg,- - -,- -,30/6/2025,3.200 € p/m,N/D,N/D,-,40m € - 130m €,-,-,135m €
,- - -,- -,30/6/2026,7.250 € p/m,N/D,N/D,-,10m € - 110m €,-,-,195m €
Juv,- - -,- -,30/6/2028,275 € p/m,N/D,N/D,Ramón Siles,Sin datos,-,-,-
,- - -,- -,30/6/2024,1.700 € p/m,N/D,N/D,-,0€,-,-,350m €
Seg,- - -,- -,30/6/2026,5.750 € p/m,N/D,N/D,-,28m € - 275m €,-,-,220m €
Ofer,- - -,- -,30/6/2024,4.500 € p/m,N/D,N/D,-,0 € - 12m €,-,-,-
,- - -,- -,30/6/2024,2.100 € p/m,N/D,N/D,-,3m € - 30m €,-,-,235m €
,- - -,- -,30/6/2024,1.300 € p/m,N/D,N/D,-,"0 € - 1,5m €",-,-,190m €
,- - -,- -,30/6/2024,1.500 € p/m,N/D,N/D,Julián Guillén,0 € - 75m €,-,-,250m €
,- - -,- -,30/6/2026,1.300 € p/m,N/D,N/D,-,No a la venta,-,-,160m €
,- - -,- -,30/6/2024,1.300 € p/m,N/D,N/D,-,85m € - 275m €,-,-,375m €
,- - -,- -,30/6/2026,2.400 € p/m,N/D,N/D,-,26m € - 275m €,-,-,-
,- - -,- -,30/6/2025,3.900 € p/m,N/D,N/D,-,85m € - 275m €,-,-,-
Seg,- - -,- -,30/6/2024,1.700 € p/m,N/D,N/D,José Andrés Domínguez,0 € - 45m €,-,-,180m €
Seg,- - -,- -,30/6/2024,1.500 € p/m,N/D,N/D,Antonio José Albarrán,40m € - 140m €,-,-,160m €
,- - -,- -,30/6/2024,1.600 € p/m,N/D,N/D,Dolors Acevedo,0€,-,-,"20,5m €"
,- - -,- -,30/6/2026,9.500 € p/m,N/D,N/D,-,30m € - 325m €,-,-,160m €
,- - -,- -,30/6/2025,1.500 € p/m,N/D,N/D,-,8m € - 80m €,-,-,325m €
,- - -,- -,30/6/2026,4.500 € p/m,N/D,N/D,José Andrés Domínguez,100m € - 325m €,-,-,215m €
Seg,- - -,- -,30/6/2026,1.700 € p/m,N/D,N/D,-,26m €,-,-,425m €
Seg,- - -,- -,30/6/2024,3.200 € p/m,N/D,N/D,-,100m € - 1M €,-,-,550m €
Ret,- - -,- -,30/6/2024,3.400 € p/m,N/D,N/D,Juan Cano,0€,-,-,"26,5m €"
Seg,- - -,- -,30/6/2026,6.500 € p/m,N/D,N/D,-,"120m € - 1,2M €",-,-,475m €
,- - -,- -,30/6/2026,1.600 € p/m,N/D,N/D,Juan Antonio Yubero,35m € - 350m €,-,-,350m €
Pet,- - -,- -,30/6/2024,1.600 € p/m,N/D,N/D,-,0€,-,-,300m €
Seg,- - -,- -,30/6/2025,5.000 € p/m,N/D,N/D,-,50m €,-,-,"1,3M €"
,- - -,- -,30/6/2026,10.250 € p/m,N/D,N/D,-,30m € - 300m €,-,-,220m €
,- - -,- -,30/6/2025,1.600 € p/m,N/D,N/D,-,7m € - 65m €,-,-,175m €
,- - -,- -,30/6/2024,1.700 € p/m,N/D,N/D,-,0 € - 4m €,-,-,190m €
,- - -,- -,30/6/2026,3.800 € p/m,N/D,N/D,-,22m € - 210m €,-,-,180m €
,- - -,- -,30/6/2024,1.700 € p/m,N/D,N/D,-,"0 € - 4,5m €",-,-,170m €
,- - -,- -,30/6/2024,1.700 € p/m,N/D,N/D,-,0 € - 5m €,-,-,-
,- - -,- -,30/6/2025,1.300 € p/m,N/D,N/D,-,7m € - 70m €,-,-,-
,- - -,- -,30/6/2025,3.200 € p/m,N/D,N/D,-,6m € - 60m €,-,-,195m €
,- - -,- -,30/6/2025,1.500 € p/m,N/D,N/D,-,0 € - 85m €,-,-,20M €
,- - -,- -,30/6/2024,1.200 € p/m,N/D,N/D,-,7m € - 65m €,-,-,-
,- - -,- -,30/6/2024,1.400 € p/m,N/D,N/D,-,0 € - 7m €,-,-,190m €
,- - -,- -,30/6/2025,7.750 € p/m,N/D,N/D,Iago Menéndez,"425m € - 1,3M €",-,-,1M €
,- - -,- -,30/6/2025,2.800 € p/m,N/D,N/D,-,28m € - 275m €,-,-,-
,- - -,- -,30/6/2024,1.300 € p/m,N/D,N/D,-,"4,5m € - 45m €",-,-,175m €
,- - -,- -,30/6/2026,5.250 € p/m,N/D,N/D,Marc Montalbán,12m € - 120m €,-,-,170m €
,- - -,- -,30/6/2024,1.300 € p/m,N/D,N/D,David Hervás,16m € - 170m €,-,-,275m €
,- - -,- -,30/6/2024,1.700 € p/m,N/D,N/D,-,0€,-,-,575m €
,- - -,- -,30/6/2026,12.500 € p/m,N/D,N/D,David Hervás,100m € - 325m €,-,-,220m €
,- - -,- -,30/6/2027,6.250 € p/m,N/D,N/D,-,95m € - 300m €,-,-,-
,- - -,- -,30/6/2024,1.400 € p/m,N/D,N/D,-,8m € - 80m €,-,-,210m €
,- - -,- -,30/6/2025,5.750 € p/m,N/D,N/D,-,18m € - 190m €,-,-,-
,- - -,- -,30/6/2026,12.500 € p/m,N/D,N/D,Aina Andreu,24m € - 240m €,-,-,210m €
,- - -,- -,30/6/2026,4.300 € p/m,N/D,N/D,-,3m € - 30m €,-,-,91m €
,- - -,- -,30/6/2026,4.700 € p/m,N/D,N/D,-,110m € - 350m €,-,-,215m €
Ced,- - -,- -,30/6/2025,7.250 € p/m,N/D,N/D,-,0 € - 60m €,-,-,800m €
,- - -,- -,30/6/2025,1.500 € p/m,N/D,N/D,Conor Evans,Sin datos,-,-,500m €
,- - -,- -,30/6/2025,2.600 € p/m,N/D,N/D,-,9m € - 85m €,-,-,250m €
,- - -,- -,30/6/2024,1.500 € p/m,N/D,N/D,Xavi Aguirre,0 € - 6m €,-,-,155m €
,- - -,- -,30/6/2025,2.900 € p/m,N/D,N/D,-,18m € - 180m €,-,-,220m €
,- - -,- -,30/6/2025,2.900 € p/m,N/D,N/D,-,14m € - 140m €,-,-,240m €
Juv,- - -,- -,30/6/2028,275 € p/m,N/D,N/D,Humberto Guijarro,Sin datos,-,-,-
,- - -,- -,30/6/2025,1.400 € p/m,N/D,N/D,Julio César Rodríguez,"140m € - 1,4M €",-,-,"1,8M €"
,- - -,- -,30/6/2026,5.750 € p/m,N/D,N/D,Aina Andreu,75m € - 230m €,-,-,185m €
,- - -,- -,30/6/2026,6.750 € p/m,N/D,N/D,Aina Andreu,26m € - 275m €,-,-,205m €
Seg,- - -,- -,30/6/2024,1.600 € p/m,N/D,N/D,Santiago Berrocal,0 € - 6m €,-,-,175m €
,- - -,- -,30/6/2025,1.300 € p/m,N/D,N/D,-,10m € - 95m €,-,-,96m €
,- - -,- -,30/6/2025,1.300 € p/m,N/D,N/D,-,26m € - 250m €,-,-,140m €
,- - -,- -,30/6/2028,17.750 € p/m,N/D,N/D,Julio César Rodríguez,95m € - 950m €,-,-,"4,3M €"
,- - -,- -,30/6/2026,6.500 € p/m,N/D,N/D,Antonio Valiente,Sin datos,-,-,450m €
,- - -,- -,30/6/2025,9.250 € p/m,N/D,N/D,-,12m € - 120m €,-,-,300m €
,- - -,- -,30/6/2024,1.300 € p/m,N/D,N/D,-,0 € - 45m €,-,-,180m €
,- - -,- -,30/6/2024,1.200 € p/m,N/D,N/D,-,"1,5m € - 5m €",-,-,-
Opc,- - -,- -,30/6/2024,4.500 € p/m,N/D,N/D,Humberto Guijarro,2m € - 7m €,-,-,325m €
Juv,- - -,- -,30/6/2028,275 € p/m,N/D,N/D,Juan Cano,Sin datos,-,-,-
,- - -,- -,30/6/2026,500 € p/m,N/D,N/D,Juan Antonio Yubero,Sin datos,-,-,155m €
,- - -,- -,30/6/2025,2.800 € p/m,N/D,N/D,-,30m € - 300m €,-,-,250m €
Seg,- - -,- -,30/6/2024,1.600 € p/m,N/D,N/D,-,0 € - 8m €,-,-,175m €
,- - -,- -,30/6/2024,1.500 € p/m,N/D,N/D,-,0€,-,-,-
,- - -,- -,30/6/2025,6.000 € p/m,N/D,N/D,-,18m € - 180m €,-,-,175m €
,- - -,- -,30/6/2026,5.500 € p/m,N/D,N/D,-,70m € - 220m €,-,-,165m €
,- - -,- -,30/6/2025,1.300 € p/m,N/D,N/D,-,30m € - 300m €,-,-,145m €
,- - -,- -,30/6/2024,8.000 € p/m,N/D,N/D,-,14m € - 140m €,-,-,575m €
,- - -,- -,30/6/2026,4.300 € p/m,N/D,N/D,Santiago Berrocal,12m € - 120m €,-,-,200m €
Seg,- - -,- -,30/6/2024,1.500 € p/m,N/D,N/D,-,12m € - 120m €,-,-,325m €
,- - -,- -,30/6/2024,1.600 € p/m,N/D,N/D,-,0€,-,-,160m €
,- - -,- -,30/6/2024,1.600 € p/m,N/D,N/D,-,"4,5m € - 45m €",-,-,175m €
,- - -,- -,30/6/2025,3.900 € p/m,N/D,N/D,-,65m € - 210m €,-,-,-
,- - -,- -,30/6/2025,16.750 € p/m,N/D,N/D,Antonio José Albarrán,20m € - 200m €,-,-,450m €
Seg,- - -,- -,30/6/2024,1.700 € p/m,N/D,N/D,-,0€,-,-,-
,- - -,- -,30/6/2027,3.600 € p/m,N/D,N/D,-,28m € - 275m €,-,-,-
,- - -,- -,30/6/2026,5.750 € p/m,N/D,N/D,Antonio Vargas,24m € - 240m €,-,-,165m €
,- - -,- -,30/6/2024,1.300 € p/m,N/D,N/D,-,0 € - 2m €,-,-,-
,- - -,- -,30/6/2026,3.700 € p/m,N/D,N/D,-,35m € - 350m €,-,-,225m €
,- - -,- -,30/6/2025,8.250 € p/m,N/D,N/D,-,100m € - 1M €,-,-,650m €
,- - -,- -,30/6/2027,14.250 € p/m,N/D,N/D,Antonio José Albarrán,"210m € - 2,1M €",-,-,"1,8M €"
,- - -,- -,30/6/2024,1.300 € p/m,N/D,N/D,José Andrés Domínguez,"2,5m € - 8m €",-,-,175m €
,- - -,- -,30/6/2026,5.500 € p/m,N/D,N/D,-,28m € - 300m €,-,-,200m €
,- - -,- -,30/6/2024,1.400 € p/m,N/D,N/D,-,0€,-,-,145m €
,- - -,- -,30/6/2024,1.300 € p/m,N/D,N/D,-,45m € - 425m €,-,-,275m €
,- - -,- -,30/6/2025,2.300 € p/m,N/D,N/D,-,Sin datos,-,-,10M €
,- - -,- -,30/6/2024,1.400 € p/m,N/D,N/D,-,2m € - 7m €,-,-,175m €
,- - -,- -,30/6/2024,1.600 € p/m,N/D,N/D,-,0€,-,-,165m €
,- - -,- -,30/6/2025,1.300 € p/m,N/D,N/D,-,14m € - 140m €,-,-,155m €
Seg,- - -,- -,30/6/2024,1.500 € p/m,N/D,N/D,-,0€,-,-,275m €
Ret,- - -,- -,30/6/2024,1.800 € p/m,N/D,N/D,-,0€,-,-,"19,25m €"
,- - -,- -,30/6/2026,14.000 € p/m,N/D,N/D,Rodrigo Casanova,Sin datos,-,-,3M €
,- - -,- -,30/6/2024,1.300 € p/m,N/D,N/D,Aina Andreu,2m € - 7m €,-,-,160m €
,- - -,- -,30/6/2024,1.300 € p/m,N/D,N/D,-,"1,5m € - 5m €",-,-,-
Seg,- - -,- -,30/6/2024,1.500 € p/m,N/D,N/D,-,0€,-,-,300m €
,- - -,- -,30/6/2024,1.400 € p/m,N/D,N/D,-,0 € - 7m €,-,-,250m €
,- - -,- -,30/6/2026,12.500 € p/m,N/D,N/D,Xavi Aguirre,90m € - 300m €,-,-,170m €
Ced,- - -,- -,30/6/2026,1.500 € p/m,N/D,N/D,-,"2,5m € - 22m €",-,-,350m €
Juv,- - -,- -,30/6/2028,275 € p/m,N/D,N/D,-,Sin datos,-,-,-
,- - -,- -,30/6/2024,1.300 € p/m,N/D,N/D,-,0€,-,-,-
,- - -,- -,30/6/2026,6.250 € p/m,N/D,N/D,Antonio José Albarrán,22m € - 220m €,-,-,195m €
,- - -,- -,30/6/2026,4.600 € p/m,N/D,N/D,Santiago Berrocal,110m € - 350m €,-,-,245m €
,- - -,- -,30/6/2025,2.000 € p/m,N/D,N/D,-,Sin datos,-,-,325m €
,- - -,- -,30/6/2025,1.200 € p/m,N/D,N/D,-,24m € - 240m €,-,-,-
Les,- - -,- -,30/6/2024,1.600 € p/m,N/D,N/D,Javi Barbero,2m € - 6m €,-,-,160m €
,- - -,- -,30/6/2024,1.300 € p/m,N/D,N/D,-,0 € - 8m €,-,-,-
,- - -,- -,30/6/2024,1.200 € p/m,N/D,N/D,-,"0 € - 4,5m €",-,-,-
,- - -,- -,30/6/2025,2.700 € p/m,N/D,N/D,-,60m € - 190m €,-,-,-
,- - -,- -,30/6/2024,1.300 € p/m,N/D,N/D,-,0€,-,-,135m €
,- - -,- -,30/6/2024,1.700 € p/m,N/D,N/D,David Hervás,"2,5m € - 9m €",-,-,275m €
,- - -,- -,30/6/2026,3.500 € p/m,N/D,N/D,-,18m € - 180m €,-,-,325m €
,- - -,- -,30/6/2024,1.300 € p/m,N/D,N/D,-,"0 € - 1,5m €",-,-,120m €
,- - -,- -,30/6/2024,1.500 € p/m,N/D,N/D,-,0€,-,-,-
Les,- - -,- -,30/6/2024,1.400 € p/m,N/D,N/D,-,0€,-,-,225m €
Seg,- - -,- -,30/6/2024,1.500 € p/m,N/D,N/D,-,0€,-,-,375m €
,- - -,- -,30/6/2025,1.500 € p/m,N/D,N/D,Xavi Aguirre,18m € - 180m €,-,-,185m €
Juv,- - -,- -,30/6/2028,275 € p/m,N/D,N/D,Julio César Rodríguez,Sin datos,-,-,-
Ret,- - -,- -,30/6/2024,1.400 € p/m,N/D,N/D,-,0€,-,-,17m €
,- - -,- -,30/6/2024,1.400 € p/m,N/D,N/D,Aina Andreu,0 € - 2m €,-,-,160m €
Seg,- - -,- -,30/6/2026,5.250 € p/m,N/D,N/D,-,8m € - 80m €,-,-,195m €
,- - -,- -,30/6/2025,1.300 € p/m,N/D,N/D,Julián Guillén,95m € - 950m €,-,-,275m €
Seg,- - -,- -,30/6/2026,6.500 € p/m,N/D,N/D,-,26m € - 250m €,-,-,215m €
,- - -,- -,30/6/2024,1.400 € p/m,N/D,N/D,Ernesto Cabrera,0 € - 2m €,-,-,165m €
,- - -,- -,30/6/2026,1.300 € p/m,N/D,N/D,-,60m € - 600m €,-,-,275m €
Pet,- - -,- -,30/6/2024,1.500 € p/m,N/D,N/D,-,0€,-,-,350m €
,- - -,- -,30/6/2026,2.500 € p/m,N/D,N/D,-,7m € - 70m €,-,-,-
Seg,- - -,- -,30/6/2024,1.700 € p/m,N/D,N/D,-,"0 € - 1,5m €",-,-,180m €
,- - -,- -,30/6/2026,4.600 € p/m,N/D,N/D,Antonio Vargas,28m € - 275m €,-,-,200m €
,- - -,- -,30/6/2024,1.300 € p/m,N/D,N/D,-,0 € - 8m €,-,-,165m €
,- - -,- -,30/6/2024,1.200 € p/m,N/D,N/D,-,"0 € - 3,5m €",-,-,-
,- - -,- -,30/6/2024,1.300 € p/m,N/D,N/D,-,0€,-,-,-
,- - -,- -,30/6/2025,5.000 € p/m,N/D,N/D,-,16m € - 150m €,-,-,195m €
Ret,- - -,- -,30/6/2024,1.300 € p/m,N/D,N/D,-,0€,-,-,115m €
,- - -,- -,30/6/2025,4.900 € p/m,N/D,N/D,David Hervás,60m € - 200m €,-,-,170m €
,- - -,- -,30/6/2024,1.500 € p/m,N/D,N/D,-,0 € - 60m €,-,-,210m €
,- - -,- -,30/6/2026,3.300 € p/m,N/D,N/D,-,0 € - 85m €,-,-,75m €
,- - -,- -,30/6/2024,1.300 € p/m,N/D,N/D,Quim Guillén,0 € - 65m €,-,-,475m €
,- - -,- -,30/6/2024,1.500 € p/m,N/D,N/D,Aina Andreu,"0 € - 4,5m €",-,-,160m €
,- - -,- -,30/6/2024,1.100 € p/m,N/D,N/D,-,0 € - 6m €,-,-,-
,- - -,- -,30/6/2026,11.750 € p/m,N/D,N/D,Aina Andreu,24m € - 250m €,-,-,170m €
,- - -,- -,30/6/2026,5.250 € p/m,N/D,N/D,Álvaro Trigo,28m € - 275m €,-,-,225m €
,- - -,- -,30/6/2027,3.700 € p/m,N/D,N/D,-,28m € - 275m €,-,-,-
,- - -,- -,30/6/2024,1.600 € p/m,N/D,N/D,Aina Andreu,"0 € - 1,5m €",-,-,130m €
,- - -,- -,30/6/2026,3.300 € p/m,N/D,N/D,Juan Antonio Yubero,Sin datos,-,-,725m €
,- - -,- -,30/6/2024,1.400 € p/m,N/D,N/D,-,0€,-,-,145m €
,- - -,- -,30/6/2025,1.300 € p/m,N/D,N/D,-,85m € - 850m €,-,-,300m €
,- - -,- -,30/6/2025,1.300 € p/m,N/D,N/D,-,5m € - 55m €,-,-,-
,- - -,- -,30/6/2026,5.500 € p/m,N/D,N/D,José Luis Ramos,8m € - 80m €,-,-,175m €
,- - -,- -,30/6/2024,1.300 € p/m,N/D,N/D,Julio César Rodríguez,0 € - 2m €,-,-,175m €
Ced,- - -,- -,30/6/2025,13.000 € p/m,N/D,N/D,-,250m € - 800m €,-,-,250m €
,- - -,- -,30/6/2025,2.000 € p/m,N/D,N/D,Juan Antonio Yubero,220m € - 700m €,-,-,220m €
,- - -,- -,30/6/2026,2.000 € p/m,N/D,N/D,Juan Antonio Yubero,"190m € - 1,9M €",-,-,10M €
,- - -,- -,30/6/2024,1.300 € p/m,N/D,N/D,-,0 € - 8m €,-,-,165m €
,- - -,- -,30/6/2025,1.400 € p/m,N/D,N/D,Aina Andreu,0 € - 75m €,-,-,120m €
,- - -,- -,30/6/2025,6.500 € p/m,N/D,N/D,Javier Llaneza,210m € - 700m €,-,-,425m €
Pet,- - -,- -,30/6/2026,1.300 € p/m,N/D,N/D,-,0 € - 85m €,-,-,325m €
,- - -,- -,30/6/2026,6.500 € p/m,N/D,N/D,-,18m € - 170m €,-,-,300m €
,- - -,- -,30/6/2024,1.400 € p/m,N/D,N/D,-,0€,-,-,140m €
,- - -,- -,30/6/2024,1.300 € p/m,N/D,N/D,-,0 € - 45m €,-,-,170m €
,- - -,- -,30/6/2025,1.300 € p/m,N/D,N/D,-,28m € - 275m €,-,-,86m €
,- - -,- -,30/6/2024,1.300 € p/m,N/D,N/D,-,0 € - 8m €,-,-,165m €
,- - -,- -,30/6/2026,12.000 € p/m,N/D,N/D,-,20m € - 200m €,-,-,135m €
,- - -,- -,30/6/2024,1.400 € p/m,N/D,N/D,David Hervás,0 € - 2m €,-,-,165m €
,- - -,- -,30/6/2026,6.500 € p/m,N/D,N/D,-,70m € - 230m €,-,-,180m €
,- - -,- -,30/6/2025,6.000 € p/m,N/D,N/D,-,70m € - 220m €,-,-,135m €
Pet,- - -,- -,30/6/2024,1.600 € p/m,N/D,N/D,-,0€,-,-,300m €
,- - -,- -,30/6/2024,850 € p/m,N/D,N/D,-,0€,-,-,-
,- - -,- -,30/6/2026,2.100 € p/m,N/D,N/D,-,20m € - 200m €,-,-,-
,- - -,- -,30/6/2025,3.600 € p/m,N/D,N/D,-,12m € - 110m €,-,-,150m €
,- - -,- -,30/6/2024,1.400 € p/m,N/D,N/D,Antonio Valiente,"3,5m € - 12m €",-,-,165m €
,- - -,- -,30/6/2024,1.500 € p/m,N/D,N/D,-,65m € - 650m €,-,-,275m €
,- - -,- -,30/6/2026,10.500 € p/m,N/D,N/D,Quim Guillén,No a la venta,-,-,525m €
,- - -,- -,30/6/2024,1.300 € p/m,N/D,N/D,-,0 € - 6m €,-,-,-
,- - -,- -,30/6/2024,1.700 € p/m,N/D,N/D,-,0€,-,-,400m €
,- - -,- -,30/6/2026,1.600 € p/m,N/D,N/D,-,8m € - 80m €,-,-,-
,- - -,- -,30/6/2025,1.400 € p/m,N/D,N/D,-,16m € - 170m €,-,-,140m €
,- - -,- -,30/6/2024,1.500 € p/m,N/D,N/D,José Andrés Domínguez,"1,5m € - 6m €",-,-,145m €
,- - -,- -,30/6/2024,1.400 € p/m,N/D,N/D,-,0€,-,-,105m €
,- - -,- -,30/6/2026,13.500 € p/m,N/D,N/D,Marc Montalbán,90m € - 275m €,-,-,195m €
,- - -,- -,30/6/2025,1.600 € p/m,N/D,N/D,-,"3,5m € - 35m €",-,-,160m €
,- - -,- -,30/6/2027,3.600 € p/m,N/D,N/D,-,28m € - 275m €,-,-,-
Fic,- - -,- -,30/6/2024,600 € p/m,N/D,N/D,-,0€,-,-,275m €
,- - -,- -,30/6/2024,1.700 € p/m,N/D,N/D,-,"0 € - 4,5m €",-,-,165m €
,- - -,- -,30/6/2027,3.600 € p/m,N/D,N/D,Julio César Rodríguez,"475m € - 4,8M €",-,-,"2,3M €"
,- - -,- -,30/6/2026,4.300 € p/m,N/D,N/D,-,12m € - 120m €,-,-,230m €
,- - -,- -,30/6/2024,1.300 € p/m,N/D,N/D,-,0 € - 2m €,-,-,165m €
,- - -,- -,30/6/2026,13.000 € p/m,N/D,N/D,Rodrigo Casanova,16m € - 160m €,-,-,350m €
,- - -,- -,30/6/2026,1.400 € p/m,N/D,N/D,-,70m € - 700m €,-,-,235m €
Les,- - -,- -,30/6/2024,1.500 € p/m,N/D,N/D,David Hervás,0 € - 2m €,-,-,165m €
,- - -,- -,30/6/2026,10.000 € p/m,N/D,N/D,Iago Menéndez,30m € - 300m €,-,-,180m €
,- - -,- -,30/6/2024,1.300 € p/m,N/D,N/D,-,"0 € - 4,5m €",-,-,-
Ret,- - -,- -,30/6/2024,1.500 € p/m,N/D,N/D,Aina Andreu,0€,-,-,110m €
Seg,- - -,- -,30/6/2024,1.300 € p/m,N/D,N/D,-,0€,-,-,275m €
,- - -,- -,30/6/2024,1.700 € p/m,N/D,N/D,-,"0 € - 3,5m €",-,-,155m €
Ret,- - -,- -,30/6/2024,1.300 € p/m,N/D,N/D,-,0€,-,-,29m €
,- - -,- -,30/6/2026,11.750 € p/m,N/D,N/D,-,26m € - 250m €,-,-,190m €
,- - -,- -,30/6/2024,1.400 € p/m,N/D,N/D,Marc Montalbán,20m € - 190m €,-,-,155m €
Seg,- - -,- -,30/6/2024,950 € p/m,N/D,N/D,-,2m € - 6m €,-,-,-
