,,,,,,,,,,,,,,,
Rec,Inf,Nombre,Club,Posición,Altura,Peso,Edad,Pierna buena,Personalidad,Conocimientos,Felicidad general,Media,Nac,RM,Estilo
- - -,,Kikín,Cádiz B,DF (D),185 cm,69 kg,21,Solo derecha,,---,,6.70,ESP,Decente,Físico
- - -,,César Llopis,Manresa,DF (C),184 cm,77 kg,24,Izquierda,,---,,6.85,ESP,Decente,Inteligente
- - -,,Marc Manchón,Cerdanyola,"MC, ME (C)",178 cm,71 kg,26,Derecha,,---,,6.44,ESP,Decente,Físico
- - -,,Javi Delgado,G. Torrelavega,"MP (DI), DL (C)",183 cm,64 kg,28,Izquierda,,---,,7.10,ESP,Decente,Técnico
- - -,,Fran Ávila,San Roque de Lepe,DF/CR (I),183 cm,71 kg,32,Izquierda,,---,,6.73,ESP,Decente,Inteligente
- - -,,Martín Arruti,Real San Sebastián C,"MC, ME (C)",190 cm,81 kg,19,Derecha,,---,,6.98,ESP,Decente,Técnico
- - -,,Txus Ayensa,Tudelano,"MC, ME (C)",175 cm,67 kg,27,Solo derecha,,---,,6.55,ESP,Decente,Líder
- - -,,Gaizka García,Alavés B,POR,192 cm,75 kg,19,Derecha,,---,,-,ESP,Decente,Guardameta
- - -,Seg,Gonzalo Calçada,Getafe B,"MC, ME (C)",182 cm,76 kg,22,Derecha,,---,,6.79,ESP,Decente,Inteligente
- - -,,Sergio García,San Roque de Lepe,MP (IC),182 cm,70 kg,27,Izquierda,,---,,6.84,ESP,Decente,Técnico
- - -,,Áron Yaakobishvili,Barcelona,POR,185 cm,73 kg,18,Sin datos,,---,,-,HUN,Decente,Guardameta
- - -,Ret,Óscar Rubio,Lleida,DF (D),172 cm,69 kg,40,Derecha,,---,,6.83,ESP,Decente,Técnico
- - -,,Álex Pérez,Real Hispalis,DF (C),185 cm,73 kg,17,Sin datos,,---,,-,ESP,Decente,Técnico
- - -,,Miguel Goñi,G. Torrelavega,DF (C),177 cm,74 kg,26,Izquierda,,---,,6.72,ESP,Decente,Técnico
- - -,,Víctor Vázquez,El Palo,"ME (D), MP (DIC)",175 cm,62 kg,24,Izquierda,,---,,6.73,ESP,Decente,Inteligente
- - -,Seg,Marouan Sannadi,Alavés B,"DF (C), DL (C)",192 cm,83 kg,23,Derecha,,---,,6.80,MAR,Decente,Físico
- - -,Juv,Rafael,Huelva,POR,186 cm,67 kg,15,Sin datos,,---,,-,ESP,Decente,Guardameta
- - -,Ced,Manu Garrido,Vigo B,DL (C),187 cm,84 kg,23,Derecha,,---,,6.67,ESP,Decente,Inteligente
- - -,,Javi Pedrosa,Yeclano,ME/MP (D),177 cm,70 kg,26,Solo izquierda,,---,,6.71,ESP,Decente,Físico
- - -,,Carlos Badal,Terrassa,DF (C),181 cm,76 kg,25,Solo derecha,,---,,6.53,ESP,Decente,Físico
- - -,,Marc Sirera,Orihuela,DF (DC),180 cm,77 kg,32,Solo derecha,,---,,6.82,ESP,Decente,Técnico
- - -,,Toni Vicente,Sta. Eulalia,ME (C),171 cm,65 kg,25,Derecha,,---,,6.91,ESP,Decente,Inteligente
- - -,,Dani Pereiro,Coruxo,DF (C),191 cm,85 kg,23,Solo derecha,,---,,-,ESP,Decente,Físico
- - -,Les,Luis Pareja,Sanse,"DF (DC), MC",187 cm,76 kg,25,Solo derecha,,---,,6.59,ESP,Decente,Físico
- - -,,David Marín,Utebo,ME (C),177 cm,71 kg,23,Derecha,,---,,6.60,ESP,Decente,Físico
- - -,,David Momoh,Espanyol,DL (C),181 cm,73 kg,18,Sin datos,,---,,-,SLE,Decente,Físico
- - -,,Òscar Romero,Sant Andreu,DL (C),183 cm,76 kg,22,Derecha,,---,,-,ESP,Decente,Físico
- - -,,Álvaro Salinas,Ciudad Real,"ME (I), MP (IC)",183 cm,75 kg,28,Derecha,,---,,7.10,ESP,Decente,Creativo
- - -,,Abraham,Alzira,DF/CR/ME (D),176 cm,77 kg,32,Derecha,,---,,6.89,ESP,Decente,Físico
- - -,,Rubio,S.D. Logroñés,DL (C),184 cm,69 kg,29,Derecha,,---,,6.64,ESP,Decente,Creativo
- - -,,Carlos Torrado,Villalbés,DF/CR (D),175 cm,72 kg,25,Solo derecha,,---,,6.68,ESP,Decente,Técnico
- - -,,Andrés Castrín,Lugo,DF (DC),188 cm,78 kg,21,Izquierda,,---,,6.73,ESP,Decente,Físico
- - -,,Raúl Marqueta,Ourense C.F.,POR,185 cm,78 kg,29,Derecha,,---,,6.68,ESP,Decente,Guardameta
- - -,,Dani Martínez,Llerenense,"ME (IC), MP (I)",180 cm,73 kg,37,Izquierda,,---,,6.92,ESP,Decente,Técnico
- - -,Les,Mateo Gandarillas,R. Santander B,"CR (D), ME/MP (DI)",174 cm,68 kg,23,Solo izquierda,,---,,6.70,ESP,Decente,Físico
- - -,Seg,Pol Tristán,Granada B,POR,184 cm,73 kg,22,Solo derecha,,---,,6.25,ESP,Decente,Guardameta
- - -,,Luis Aguado,Navalcarnero,"DF (DC), CR (D)",187 cm,78 kg,24,Solo derecha,,---,,6.99,ESP,Decente,Físico
- - -,Ret,Lolo Guerrero,C.D. Estepona,DF (C),190 cm,75 kg,36,Derecha,,---,,6.80,ESP,Decente,Líder
- - -,Juv,Juan José Pereda,Real San Sebastián,DL (C),172 cm,59 kg,15,Sin datos,,---,,-,ESP,Decente,Técnico
- - -,,Borja Álvarez,Marino,"DF (DC), CR (D)",180 cm,71 kg,30,Solo derecha,,---,,6.74,ESP,Decente,Líder
- - -,,Joel Priego,Zamora,ME/MP (DI),170 cm,65 kg,25,Derecha,,---,,6.82,ESP,Decente,Creativo
- - -,Seg,Adri Díaz,Cerdanyola,"MC, ME/MP (C)",178 cm,69 kg,29,Derecha,,---,,6.56,ESP,Decente,Inteligente
- - -,Seg,Pesca,U. Adarve,ME/MP (DI),178 cm,68 kg,24,Derecha,,---,,6.67,ESP,Decente,Técnico
- - -,,Javi Navarro,Valencia B,"MC, ME (C)",176 cm,71 kg,20,Solo derecha,,---,,6.80,ESP,Decente,Líder
- - -,,Óscar Arroyo,Barbastro,"DF (DC), CR (D)",176 cm,70 kg,30,Solo derecha,,---,,6.94,ESP,Decente,Físico
- - -,Pet,Pablo Sáenz,Granada B,"ME (I), MP (DI), DL (C)",188 cm,76 kg,23,Izquierda,,---,,6.64,ESP,Decente,Técnico
- - -,Seg,Fran Reguera,R. Majadahonda,"MC, ME (C)",170 cm,63 kg,28,Derecha,,---,,6.63,ESP,Decente,Inteligente
- - -,,Javier Franco Santana,Cádiz B,MP (DC),177 cm,67 kg,21,Derecha,,---,,6.81,ESP,Decente,Técnico
- - -,,José Ángel Ayala,Yeclano,"MC, ME (C)",185 cm,82 kg,23,Derecha,,---,,6.80,ESP,Decente,Físico
- - -,,Garci,La Unión At.,"ME (DI), MP (D)",180 cm,69 kg,27,Derecha,,---,,7.15,ESP,Decente,Físico
- - -,,Pepo Losfablos,Brea,"MC, ME (C)",184 cm,81 kg,25,Solo derecha,,---,,6.76,ESP,Decente,Físico
- - -,,Christian Jiménez,El Palo,DF (DI),185 cm,72 kg,27,Derecha,,---,,6.65,ESP,Decente,Físico
- - -,,Dani Villa,Teruel,"MP (DIC), DL (C)",170 cm,67 kg,26,Derecha,,---,,6.70,ESP,Decente,Inteligente
- - -,Ret,Armiche,Atlético Paso,"ME (D), MP (DI)",174 cm,70 kg,36,Solo derecha,,---,,6.63,ESP,Decente,Creativo
- - -,,Mikel Carro,Coruxo,DF (C),188 cm,79 kg,25,Derecha,,---,,6.80,ESP,Decente,Inteligente
- - -,,Javi Fontán,Talavera,DF/CR (D),177 cm,71 kg,24,Solo derecha,,---,,6.77,ESP,Decente,Técnico
- - -,,Gianni Cassaro,Murcia,POR,185 cm,65 kg,32,Derecha,,---,,6.64,ESP,Decente,Distribuidor
- - -,,Gabriel,A. Getxo,"MP (DI), DL (C)",184 cm,75 kg,24,Derecha,,---,,6.74,ESP,Decente,Inteligente
- - -,,Luis Fratelli,Navalcarnero,DF (C),185 cm,78 kg,31,Derecha,,---,,6.64,ESP,Decente,Inteligente
- - -,,Rodrigo Gui,Ciudad Real,ME/MP (C),175 cm,67 kg,23,Solo izquierda,,---,,6.63,POR,Decente,Inteligente
- - -,,Álvaro Naveira,Coruxo,DF/CR (I),175 cm,68 kg,27,Solo izquierda,,---,,6.85,ESP,Decente,Inteligente
- - -,,Jagoba Zárraga,Sanse,POR,187 cm,80 kg,26,Solo derecha,,---,,6.60,ESP,Decente,Con autoridad
- - -,,Jaime Sancho,Navalcarnero,"MP (C), DL (C)",169 cm,69 kg,23,Solo derecha,,---,,6.72,ESP,Decente,Inteligente
- - -,,Pablo Bernárdez,Brea,ME (C),177 cm,70 kg,21,Izquierda,,---,,6.86,ESP,Decente,Inteligente
- - -,,Marcos Rosa,Málaga,MP (I),173 cm,63 kg,17,Sin datos,,---,,6.90,ESP,Decente,Técnico
- - -,,Samuel Casais,Terrassa,ME (DC),177 cm,70 kg,32,Derecha,,---,,6.50,ESP,Decente,Técnico
- - -,,Antonio Pelegrín,Sant Andreu,DF (C),184 cm,76 kg,29,Solo derecha,,---,,6.63,ESP,Decente,Inteligente
- - -,,Nono Gómez,Cartagena B,POR,185 cm,72 kg,19,Derecha,,---,,6.79,ESP,Decente,Guardameta
- - -,,Óscar Cantarero,Villanovense,ME/MP (I),175 cm,70 kg,21,Derecha,,---,,-,ESP,Decente,Físico
- - -,,Carlos Tobar,G. Torrelavega,DL (C),183 cm,76 kg,30,Solo derecha,,---,,6.63,ESP,Decente,Inteligente
- - -,Ced,Eliott Barrios,Mallorca,"MP (DI), DL (C)",185 cm,71 kg,19,Solo izquierda,,---,,6.68,SUI,Decente,Técnico
- - -,,Marc Bombardó,F.C. Andorra,DF (C),185 cm,77 kg,18,Derecha,,---,,-,ESP,Decente,Físico
- - -,,Xavi Espart,R. Santander B,"DF/CR (D), MC, ME (C)",170 cm,58 kg,17,Derecha,,---,,6.95,ESP,Decente,Técnico
- - -,,Javi Eslava,Europa,"MP (DI), DL (C)",179 cm,71 kg,28,Derecha,,---,,7.12,ESP,Decente,Físico
- - -,,Jon Altamira,Gernika,POR,181 cm,73 kg,34,Derecha,,---,,6.48,ESP,Decente,Distribuidor
- - -,,Quicala Bari,R. Santander B,ME/MP (I),177 cm,68 kg,22,Izquierda,,---,,6.74,GNB,Decente,Técnico
- - -,Pet,Unai Buján,Atlético Pamplona B,MP (DI),188 cm,77 kg,23,Izquierda,,---,,6.97,ESP,Decente,Técnico
- - -,,David Pons,Manresa,DF/CR (I),183 cm,74 kg,19,Izquierda,,---,,6.77,ESP,Decente,Técnico
- - -,,Rimvydas Kiriejevas,Espanyol B,POR,187 cm,77 kg,20,Derecha,,---,,-,LTU,Decente,Con autoridad
- - -,,Juan Parapar,Compostela,MP (IC),186 cm,76 kg,33,Solo izquierda,,---,,6.71,ESP,Decente,Técnico
- - -,,Samu Calera,R. Santander B,DF/CR (I),180 cm,65 kg,19,Solo izquierda,,---,,06.05,ESP,Decente,Físico
- - -,,Gabri Palmás,Ourense C.F.,ME/MP (D),178 cm,69 kg,25,Solo derecha,,---,,7.26,ESP,Decente,Técnico
- - -,,Borja Aizpun,Mutilvera,DF/CR (D),175 cm,65 kg,26,Derecha,,---,,6.68,ESP,Decente,Físico
- - -,,Steven Prieto,Langreo,"MP (C), DL (C)",182 cm,78 kg,26,Derecha,,---,,6.87,ESP,Decente,Físico
- - -,,Javier Ablanque,Guadalajara,DF (C),182 cm,76 kg,27,Izquierda,,---,,6.85,ESP,Decente,Técnico
- - -,,Adrián Escudero,Atlético Paso,DF (IC),184 cm,75 kg,25,Izquierda,,---,,6.87,ESP,Decente,Inteligente
- - -,Pet,Diego López,Granada B,DF (C),180 cm,74 kg,22,Izquierda,,---,,6.62,ESP,Decente,Físico
- - -,,Mario Ramón,Llerenense,DF (DC),191 cm,79 kg,38,Solo derecha,,---,,6.58,ESP,Decente,Físico
- - -,,Javi Varela,Villalbés,"ME (DC), MP (D)",196 cm,88 kg,30,Derecha,,---,,7.24,ESP,Decente,Físico
- - -,,Marc Trilles,Tarazona,DF (C),187 cm,81 kg,32,Derecha,,---,,6.81,ESP,Decente,Líder
- - -,,Manex Iradi,A. Getxo,ME/MP (I),179 cm,73 kg,26,Izquierda,,---,,7.00,ESP,Decente,Físico
- - -,,Pablo Monroy,Sabadell,DF/CR (D),183 cm,77 kg,25,Derecha,,---,,6.59,ESP,Decente,Físico
- - -,,Diego Moreno,Alzira,DF (I),175 cm,69 kg,22,Izquierda,,---,,-,ESP,Decente,Físico
- - -,,Genís Blasco,Sant Andreu,DF (I),190 cm,83 kg,29,Solo izquierda,,---,,6.83,ESP,Decente,Físico
- - -,,Mini,A. Madrid B,"DF (D), MC, ME (DC)",174 cm,69 kg,25,Derecha,,---,,6.78,ESP,Decente,Líder
- - -,,Nando Copete,Linense,DL (C),183 cm,76 kg,32,Derecha,,---,,6.97,ESP,Decente,Inteligente
- - -,,Sergio Montes,Guijuelo,DF (DC),187 cm,80 kg,27,Derecha,,---,,6.78,ESP,Decente,Inteligente
- - -,,Chupo,Segoviana,DF/CR (I),175 cm,59 kg,33,Derecha,,---,,6.86,ESP,Decente,Técnico
- - -,,Yeray Izquierdo,Manresa,DF (C),184 cm,79 kg,21,Derecha,,---,,6.67,ESP,Decente,Físico
- - -,,Diego Garzón,Terrassa,DF/CR (D),180 cm,75 kg,27,Solo derecha,,---,,6.90,ESP,Decente,Físico
- - -,,Willy,Guijuelo,"MC, ME (C)",181 cm,73 kg,24,Solo derecha,,---,,07.04,ESP,Decente,Inteligente
- - -,,Hugo Terés,Egüés,ME (C),186 cm,75 kg,21,Derecha,,---,,6.83,ESP,Decente,Técnico
- - -,Fic,Óscar Gil,Vigo B,"MP (C), DL (C)",184 cm,75 kg,23,Derecha,,---,,6.90,ESP,Decente,Técnico
- - -,,Manu Berrocal,Coruña B,DF/CR (I),179 cm,72 kg,19,Izquierda,,---,,7.20,ESP,Decente,Físico
- - -,,Lander Olasagasti,Real San Sebastián C,POR,190 cm,77 kg,20,Derecha,,---,,6.60,ESP,Decente,Guardameta
- - -,,Javier Borrego,Segoviana,"ME (I), MP (IC), DL (C)",177 cm,68 kg,27,Derecha,,---,,6.82,ESP,Decente,Físico
- - -,,Sergio Montero,Lleida,ME/MP (C),179 cm,70 kg,27,Derecha,,---,,6.73,ESP,Decente,Inteligente
- - -,,Vicent Abril,Valencia B,POR,188 cm,75 kg,19,Derecha,,---,,6.50,ESP,Decente,Guardameta
- - -,,Leo Vázquez,Intercity,DF/CR (I),181 cm,75 kg,20,Solo izquierda,,---,,6.48,ESP,Decente,Físico
- - -,Ret,Davo,Avilés,POR,186 cm,76 kg,38,Derecha,,---,,-,ESP,Decente,Distribuidor
- - -,,Alberto Fernández,Andratx,"MP (C), DL (C)",188 cm,77 kg,25,Derecha,,---,,6.71,ESP,Decente,Físico
- - -,Seg,Alejandro Ibarrondo,Granada B,ME/MP (D),183 cm,74 kg,23,Derecha,,---,,07.07,ESP,Decente,Técnico
- - -,,Ato,A. Sagunto,ME (C),168 cm,57 kg,25,Derecha,,---,,6.83,ESP,Decente,Inteligente
- - -,Les,Binké Diabaté,Sanse,DL (C),179 cm,70 kg,28,Derecha,,---,,6.65,MLI,Decente,Inteligente
- - -,,Gorka Marcos,Formentera,ME (C),180 cm,71 kg,28,Derecha,,---,,6.88,ESP,Decente,Técnico
- - -,,Cristian Abreu,Mensajero,"DF (C), MC, ME (C)",183 cm,75 kg,23,Solo derecha,,---,,6.78,ESP,Decente,Técnico
- - -,Ret,Asiel,Guijuelo,DF (C),181 cm,78 kg,33,Derecha,,---,,6.54,ESP,Decente,Inteligente
- - -,,Joselu Guerra,Langreo,"DF (C), MC, ME (C)",177 cm,70 kg,23,Solo derecha,,---,,6.83,ESP,Decente,Inteligente
- - -,Seg,Camilo,Utebo,ME/MP (C),180 cm,71 kg,22,Derecha,,---,,6.85,CHI,Decente,Técnico
- - -,,Dani García,Cádiz B,"MC, ME (C)",183 cm,73 kg,20,Solo derecha,,---,,6.63,ESP,Decente,Líder
- - -,,Juanmita,Alavés B,"ME (D), MP (DI)",170 cm,60 kg,21,Izquierda,,---,,6.96,ESP,Decente,Técnico
- - -,,Pol Ballesté,Torrent,POR,180 cm,65 kg,28,Solo derecha,,---,,6.41,ESP,Decente,Guardameta
- - -,,Álvaro Coque,Guijuelo,DF/CR (I),187 cm,71 kg,33,Solo izquierda,,---,,6.95,ESP,Decente,Líder
- - -,,Adri Peral,Linense,"MC, ME (C)",183 cm,73 kg,23,Derecha,,---,,6.84,ESP,Decente,Líder
- - -,,Julen Huidobro,Barakaldo,ME (C),179 cm,68 kg,29,Derecha,,---,,6.92,ESP,Decente,Físico
- - -,,Carlos Cinta,Badajoz,DL (C),182 cm,75 kg,25,Derecha,,---,,6.84,ESP,Decente,Inteligente
- - -,,Pedro Astray,Segoviana,ME (C),180 cm,70 kg,32,Solo izquierda,,---,,6.80,ESP,Decente,Físico
- - -,,Andrés Campos,R. Madrid B,MP (I),178 cm,74 kg,22,Solo izquierda,,---,,-,ESP,Decente,Técnico
- - -,Des,Óscar Vacas,Zaragoza B,"MC, ME (C)",199 cm,81 kg,22,Derecha,,---,,6.85,ESP,Decente,Físico
- - -,,Lulú,El Palo,"DF (DC), CR (D)",185 cm,69 kg,33,Derecha,,---,,6.81,ESP,Decente,Inteligente
- - -,,Fran Pérez,Ursaria,MP (D),184 cm,73 kg,26,Solo derecha,,---,,7.30,ESP,Decente,Creativo
- - -,Les,Alberto Fuentes,Villanovense,"ME/MP (C), DL (C)",170 cm,66 kg,24,Solo izquierda,,---,,-,ESP,Decente,Inteligente
- - -,,Benito Del Valle,El Palo,POR,186 cm,73 kg,27,Derecha,,---,,6.74,ESP,Decente,Con autoridad
- - -,,Claudio,Avilés,DL (C),186 cm,83 kg,30,Izquierda,,---,,6.92,ESP,Decente,Físico
- - -,Juv,Jon Beitia,A. Bilbao,MP (C),176 cm,58 kg,15,Sin datos,,---,,-,ESP,Decente,Creativo
- - -,,Kike Ríos,Cornellà,"DF (C), MC",187 cm,79 kg,24,Izquierda,,---,,6.92,ESP,Decente,Técnico
- - -,Ced,Hugo de Llanos,R. Madrid,ME/MP (C),169 cm,58 kg,19,Derecha,,---,,-,ESP,Decente,Técnico
- - -,,Javier Marcén,Brea,DF/CR (I),169 cm,68 kg,24,Izquierda,,---,,6.95,ESP,Decente,Físico
- - -,Seg,Carlos Calavia,Zaragoza,POR,185 cm,80 kg,21,Derecha,,---,,5.50,ESP,Decente,Distribuidor
- - -,,Job Nguono,Real San Sebastián B,DL (C),176 cm,72 kg,21,Derecha,,---,,-,KEN,Decente,Inteligente
- - -,,Ángel Jiménez,Ponferrada,POR,194 cm,82 kg,21,Derecha,,---,,6.50,ESP,Decente,Guardameta
- - -,,Manín Gonzaga,Guijuelo,"MP (DI), DL (C)",188 cm,78 kg,24,Derecha,,---,,6.69,ESP,Decente,Técnico
- - -,,Javier Boñar,A. Madrid B,"DF (C), MC",180 cm,71 kg,19,Solo derecha,,---,,6.15,ESP,Decente,Físico
- - -,,Kepa Vieites,Gernika,ME/MP (DI),176 cm,71 kg,24,Derecha,,---,,07.06,ESP,Decente,Creativo
- - -,,Víctor Mingo,Illescas,DL (C),182 cm,74 kg,20,Derecha,,---,,6.78,ESP,Decente,Técnico
- - -,,Dani Hernàndez,Langreo,DF (I),171 cm,66 kg,27,Izquierda,,---,,6.76,ESP,Decente,Inteligente
- - -,,David Crespo,Antequera,DF/CR (D),168 cm,61 kg,28,Solo derecha,,---,,6.47,ESP,Decente,Líder
- - -,,Asier Goñi,Mutilvera,DF/CR (I),160 cm,54 kg,31,Derecha,,---,,6.71,ESP,Decente,Técnico
- - -,,Cristian Díaz,Ursaria,MP (C),174 cm,70 kg,27,Solo izquierda,,---,,6.72,ESP,Decente,Físico
- - -,,Álvaro,Leonesa,DF/CR (I),181 cm,76 kg,22,Solo izquierda,,---,,6.85,ESP,Decente,Físico
- - -,,Álvaro Martín,Brea,"DF (IC), CR (I)",180 cm,76 kg,24,Solo izquierda,,---,,6.64,ESP,Decente,Físico
- - -,,Leo Saca,Barcelona,DF (C),187 cm,72 kg,17,Sin datos,,---,,-,MDA,Decente,Físico
- - -,,David Hernàndez,Tarazona,DF (D),181 cm,74 kg,23,Solo derecha,,---,,6.42,ESP,Decente,Técnico
- - -,,Nino,Covadonga,DF/CR/ME/MP (D),170 cm,70 kg,30,Solo derecha,,---,,6.92,ESP,Decente,Líder
- - -,,Álvaro Cortés,Alzira,POR,185 cm,78 kg,26,Solo derecha,,---,,6.52,ESP,Decente,Guardameta
- - -,,Nané García,Langreo,DL (C),186 cm,92 kg,28,Derecha,,---,,6.90,ESP,Decente,Técnico
- - -,,Kike Torrent,A. Sagunto,DF (IC),187 cm,74 kg,30,Solo izquierda,,---,,6.83,ESP,Decente,Físico
- - -,,Andriy Chekotun,Coruxo,POR,185 cm,74 kg,21,Solo derecha,,---,,-,UKR,Decente,Con autoridad
- - -,,Jano Monserrate,A. Madrid,MP (C),176 cm,65 kg,18,Sin datos,,---,,-,ESP,Decente,Creativo
- - -,,Izan Yurrieta,R. Santander B,"ME (D), MP (DC)",171 cm,69 kg,21,Derecha,,---,,7.20,ESP,Decente,Técnico
- - -,,Jon Agirrezabala,Gernika,DF (D),173 cm,72 kg,28,Derecha,,---,,6.63,ESP,Decente,Físico
- - -,,Samu Araújo,Compostela,"DF (IC), CR (I)",180 cm,67 kg,28,Izquierda,,---,,6.63,ESP,Decente,Físico
- - -,,David Ballarín,Utebo,"MP (I), DL (C)",165 cm,55 kg,26,Derecha,,---,,6.77,ESP,Decente,Inteligente
- - -,,Juanpe,Llerenense,ME/MP (I),175 cm,69 kg,28,Izquierda,,---,,6.80,ESP,Decente,Técnico
- - -,,Zorro,U. Murcia,POR,187 cm,78 kg,23,Solo izquierda,,---,,6.67,ESP,Decente,Guardameta
- - -,,Jon Vega,Cerdanyola,DF (C),179 cm,74 kg,30,Izquierda,,---,,6.61,ESP,Decente,Inteligente
- - -,,Marcos Denia,Getafe B,DL (C),186 cm,76 kg,20,Derecha,,---,,6.77,ESP,Decente,Inteligente
- - -,,Adrián Beamonte,Brea,DF (C),192 cm,84 kg,20,Derecha,,---,,6.71,ESP,Decente,Líder
- - -,,Germán,Arenteiro,DF (C),194 cm,85 kg,27,Solo derecha,,---,,6.67,ESP,Decente,Físico
- - -,,Mendi,Orihuela,"DF (C), MC",190 cm,81 kg,28,Derecha,,---,,6.91,ESP,Decente,Físico
- - -,Seg,Kako,Barakaldo,ME (C),181 cm,72 kg,31,Derecha,,---,,6.85,ESP,Decente,Inteligente
- - -,,Fer Rodríguez,R. Madrid B,"MC, ME/MP (C)",183 cm,76 kg,21,Derecha,,---,,-,ESP,Decente,Inteligente
- - -,,Dani Hernàndez,Zamora,"ME (I), MP (IC)",177 cm,69 kg,32,Izquierda,,---,,07.09,ESP,Decente,Líder
- - -,,Ignacio Tellechea,Cacereño,DL (C),178 cm,68 kg,27,Derecha,,---,,-,ESP,Decente,Inteligente
- - -,,Gaizka Argente,Gernika,DF (C),193 cm,87 kg,22,Solo izquierda,,---,,6.64,ESP,Decente,Físico
- - -,,Juan Carlos Camacho,San Roque de Lepe,ME/MP (C),166 cm,63 kg,30,Derecha,,---,,7.17,ESP,Decente,Creativo
- - -,,Kike Ferreres,Formentera,DF/CR (I),177 cm,70 kg,29,Izquierda,,---,,6.93,ESP,Decente,Técnico
- - -,Ret,Lander Yurrebaso,Logroñés,DL (C),174 cm,57 kg,34,Derecha,,---,,6.78,ESP,Decente,Inteligente
- - -,,Josu Gallastegi,Gernika,"ME (C), MP (I)",175 cm,67 kg,22,Solo izquierda,,---,,6.91,ESP,Decente,Líder
- - -,,Óscar Poveda,Sanse,ME/MP (C),173 cm,69 kg,24,Derecha,,---,,-,ESP,Decente,Líder
- - -,,Ben Hamed,Mérida,ME/MP (C),177 cm,60 kg,21,Derecha,,---,,6.68,CMR,Decente,Técnico
- - -,,Dieguito,Cacereño,MP (DC),179 cm,68 kg,29,Solo derecha,,---,,6.58,ESP,Decente,Técnico
- - -,,Toni Jou,Badajoz,ME (C),186 cm,76 kg,28,Derecha,,---,,-,ESP,Decente,Físico
- - -,,Diego De la Mata,Formentera,DF (D),180 cm,72 kg,31,Solo derecha,,---,,6.70,ESP,Decente,Técnico
- - -,,Jesús Fortes,Sta. Eulalia,DF/CR (D),179 cm,71 kg,26,Derecha,,---,,6.62,ESP,Decente,Físico
- - -,Seg,Ramón Blázquez,U. Murcia,ME/MP (D),170 cm,64 kg,27,Derecha,,---,,6.87,ESP,Decente,Físico
- - -,,Mikel Yoldi,Tudelano,"ME (I), MP (IC)",180 cm,71 kg,27,Solo izquierda,,---,,-,ESP,Decente,Físico
- - -,,Roberto Abreu,San Roque de Lepe,"MC, ME (DC)",168 cm,70 kg,24,Derecha,,---,,6.93,ESP,Decente,Líder
- - -,,Fidel Ibáñez,Badajoz,DF (D),187 cm,82 kg,23,Solo derecha,,---,,6.90,ESP,Decente,Físico
- - -,,Iván Moreno,Guadalajara,DF (I),177 cm,72 kg,27,Izquierda,,---,,6.80,ESP,Decente,Técnico
- - -,Seg,Jon Gorrotxategi,Real San Sebastián B,MC,189 cm,78 kg,22,Derecha,,---,,6.72,ESP,Decente,Técnico
- - -,,Richi,Guadalajara,"ME (C), MP (IC)",174 cm,71 kg,34,Solo derecha,,---,,6.71,ESP,Decente,Inteligente
- - -,,Diego Uzal,Villalbés,"MC, ME (C)",180 cm,74 kg,32,Derecha,,---,,6.78,ESP,Decente,Técnico
- - -,,Jorginho Soares,Terrassa,DF (C),190 cm,83 kg,24,Solo derecha,,---,,6.67,NED,Decente,Inteligente
- - -,Les,Lluís Tarrés,Córdoba,POR,189 cm,85 kg,23,Derecha,,---,,6.97,ESP,Decente,Guardameta
- - -,,Nico Arce,Arandina,"MC, ME (C)",184 cm,75 kg,23,Derecha,,---,,6.57,ESP,Decente,Líder
- - -,,Eneko Zabaleta,Pontevedra,DF/CR/ME (I),168 cm,60 kg,32,Izquierda,,---,,7.00,ESP,Decente,Técnico
- - -,,Óscar Marotías,Coruña B,DF (C),180 cm,73 kg,22,Solo izquierda,,---,,6.74,ESP,Decente,Inteligente
- - -,,Marcos Fernández,Mallorca,DF (I),181 cm,73 kg,20,Solo izquierda,,---,,-,ESP,Decente,Inteligente
- - -,,Pablo Carmona,Segoviana,POR,188 cm,83 kg,36,Derecha,,---,,6.80,ESP,Decente,Con autoridad
- - -,,Ekaitz Molina,Barakaldo,ME/MP (C),182 cm,77 kg,33,Derecha,,---,,6.70,ESP,Decente,Creativo
- - -,,Joel Jiménez,Utebo,POR,188 cm,76 kg,24,Solo derecha,,---,,6.80,ESP,Decente,Guardameta
- - -,,Diego Rodríguez,U. Adarve,"MC, ME (C)",191 cm,81 kg,19,Derecha,,---,,6.96,ESP,Decente,Físico
- - -,,Alusine Koroma,Orihuela,"MP (DI), DL (C)",169 cm,66 kg,23,Derecha,,---,,6.88,SLE,Decente,Técnico
- - -,,Javier Feria,Illescas,ME (C),179 cm,70 kg,21,Solo izquierda,,---,,-,ESP,Decente,Técnico
- - -,,Hugo Sanz,Ourense C.F.,DF/CR (I),174 cm,70 kg,22,Solo izquierda,,---,,-,ESP,Decente,Líder
- - -,,Gabi Fernández,Cayón,"DF (DC), CR (D)",182 cm,75 kg,24,Derecha,,---,,6.78,ESP,Decente,Físico
- - -,,Fer,Arandina,DF (C),184 cm,76 kg,23,Derecha,,---,,6.59,ESP,Decente,Inteligente
- - -,,Diego Royo,Numantia,DF (IC),184 cm,81 kg,32,Solo izquierda,,---,,6.57,ESP,Decente,Físico
