,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rec,Inf,Nombre,Posición,Part,Min,Pas I,Pas C,Pases prog,Pas Cl,Asis,xA,OCG,Reg,Pres Int,Pres C,Distancia,Esprints/90,FC,FR,Ama,Roj.,Rob,Pos Gan/90,Pos Perd/90,Disparos,TaP,Disparos fuera área/90,Gol,Goles fuera del área,xG,xG- SP,Cab Int,Cen.In,Cab,Cen.Com,Cen I-Ab,Cen C-Ab,Fdj,GlEq
- - -,,Julen Huidobro,ME (C),24 (8),2.140,1.096,971,82,36,5,"4,79",12,21,244,66,"289,1 km","9,13",22,9,4,0,41,"10,72","13,54",14,5,"0,25",2,0,"1,05","1,05",90,24,27,4,24,4,3,29
- - -,,Carlos Cinta,DL (C),0 (23),523,130,117,2,3,1,"0,14",0,5,30,10,"62,8 km","5,51",6,19,0,0,3,"0,17","18,41",35,21,"2,41",6,0,"3,02","3,02",64,5,10,0,5,0,1,9
- - -,,Pedro Astray,ME (C),20 (10),1.622,807,693,61,33,5,"4,84",2,15,188,46,"212,3 km","6,88",12,12,0,0,40,"15,92","15,98",10,3,"0,22",2,0,"0,86","0,86",94,30,58,3,20,1,1,24
- - -,,Andrés Campos,MP (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Des,Óscar Vacas,"MC, ME (C)",15 (2),1.180,673,601,57,14,2,"1,2",1,6,121,28,"169,1 km","10,45",13,6,2,0,17,"12,89","6,18",13,4,"0,23",1,0,"2,06","2,06",74,5,50,2,5,2,1,27
- - -,,Lulú,"DF (DC), CR (D)",34,2.858,1.566,1.376,125,13,1,"3,99",2,10,122,44,"352,2 km","5,76",28,10,7,0,44,"14,45","6,17",16,1,"0,28",0,1,"1,48","1,48",273,28,167,3,28,3,2,38
- - -,,Fran Pérez,MP (D),33,2.883,1.096,926,80,53,5,"3,35",16,97,305,88,"395,6 km","11,36",32,44,1,0,42,"4,78","19,48",68,13,"0,75",4,1,"8,24","8,24",191,194,39,31,179,27,10,33
- - -,Les,Alberto Fuentes,"ME/MP (C), DL (C)",0 (1),1,0,-,0,0,0,0,0,0,0,0,"0,0 km",-,0,0,0,0,0,-,-,0,-,-,0,0,0,0,0,0,-,0,0,0,0,0
- - -,,Benito Del Valle,POR,35,2.972,732,428,0,0,0,0,0,0,0,0,"153,0 km",0,1,6,1,0,0,"3,82","7,21",0,-,-,0,-,0,0,-,-,-,-,-,-,0,37
- - -,,Claudio,DL (C),24 (7),2.250,580,495,22,23,1,"3,91",11,16,147,47,"294,6 km","6,24",27,32,0,0,18,"2,8","16,52",63,28,"0,72",10,1,"5,6","5,6",316,15,148,3,15,3,14,37
- - -,Juv,Jon Beitia,MP (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Kike Ríos,"DF (C), MC",8 (5),810,540,479,37,5,0,"0,67",1,0,39,13,"93,5 km","4,44",8,3,1,0,7,"13,78","3,33",5,0,"0,22",0,1,"0,44","0,44",85,1,56,0,1,0,1,5
- - -,Ced,Hugo de Llanos,ME/MP (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Javier Marcén,DF/CR (I),28,2.379,1.168,974,162,49,2,"2,2",4,19,216,59,"328,5 km","11,77",14,34,0,0,55,"13,01","11,65",7,2,"0,11",0,0,"0,74","0,74",145,221,95,28,115,13,2,30
- - -,Seg,Carlos Calavia,POR,0 (1),85,25,12,0,0,0,0,0,0,0,0,"8,2 km",0,0,0,0,0,0,"1,06","14,82",0,-,-,0,-,0,0,-,-,-,-,-,-,0,0
- - -,,Job Nguono,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Ángel Jiménez,POR,3,270,59,50,0,0,0,0,0,0,0,0,"15,5 km",0,0,0,0,0,0,"1,33","8,33",0,-,-,0,-,0,0,-,-,-,-,-,-,0,1
- - -,,Manín Gonzaga,"MP (DI), DL (C)",10,636,191,163,9,7,0,"0,64",1,13,54,17,"76,6 km","6,65",13,18,1,0,8,"1,98","17,97",10,4,"0,42",1,0,"1,12","1,12",72,18,28,4,18,4,3,9
- - -,,Javier Boñar,"DF (C), MC",2 (2),203,112,95,3,0,0,"0,38",0,0,15,2,"28,2 km","8,87",0,0,0,0,4,"7,98","6,65",2,0,0,0,0,"0,15","0,15",20,0,3,0,0,0,0,2
- - -,,Kepa Vieites,ME/MP (DI),30,2.598,949,779,64,40,3,"6,7",8,94,283,71,"354,2 km","9,77",41,35,4,0,33,"5,06","20,4",32,13,"0,38",7,1,"3,69","3,69",167,171,25,27,171,27,9,30
- - -,,Víctor Mingo,DL (C),34,3.060,738,638,22,23,3,"2,43",7,40,176,42,"377,5 km","5,94",38,90,0,0,33,"1,35","22,94",82,45,"0,74",13,1,"9,1","9,1",399,15,97,0,15,0,22,33
- - -,,Dani Hernàndez,DF (I),30,2.700,1.356,1.140,154,36,1,"1,86",8,39,237,69,"376,2 km","13,83",29,27,3,0,54,"10,93","15,3",9,3,"0,07",1,0,"0,71","0,71",150,75,82,13,75,13,1,44
- - -,,David Crespo,DF/CR (D),1 (3),179,88,77,8,0,0,"0,15",0,2,12,5,"21,7 km","12,57",2,2,0,0,5,"6,03","20,11",0,-,0,0,0,0,0,10,6,5,0,6,0,0,2
- - -,,Asier Goñi,DF/CR (I),29,2.496,1.265,1.057,153,39,1,"3,24",8,28,200,67,"338,9 km","11,57",40,36,6,2,50,"9,95","15,9",2,2,"0,04",0,0,"0,22","0,22",159,227,100,29,90,8,3,29
- - -,,Cristian Díaz,MP (C),3 (18),762,283,253,19,9,2,"1,78",1,11,71,15,"110,5 km","9,69",6,8,0,0,10,"13,82","16,42",13,4,"0,35",0,0,"1,32","1,32",57,5,7,0,5,0,2,12
- - -,,Álvaro,DF/CR (I),2 (1),187,85,75,8,5,0,"0,29",0,3,14,1,"24,5 km","13,48",4,0,1,0,5,"5,78","16,36",1,0,0,0,0,"0,06","0,06",12,3,3,0,3,0,0,1
- - -,,Álvaro Martín,"DF (IC), CR (I)",30,2.593,1.496,1.205,98,14,1,"1,59",1,2,88,31,"310,4 km","5,03",17,10,10,1,34,"16,94","5,17",9,3,"0,14",2,0,"0,88","0,88",212,19,155,5,19,5,2,31
- - -,,Leo Saca,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,David Hernàndez,DF (D),2 (3),246,120,92,13,3,0,"0,4",0,4,18,3,"38,0 km","13,9",2,1,0,0,7,"14,27","10,98",1,0,0,0,0,"0,01","0,01",14,13,6,1,13,1,0,6
- - -,,Nino,DF/CR/ME/MP (D),34,3.021,1.581,1.336,205,41,3,"3,14",4,50,240,63,"413,1 km","15,07",33,43,3,0,58,"10,93","12,93",35,9,"0,36",2,1,"5,01","4,2",243,132,152,21,132,21,1,31
- - -,,Álvaro Cortés,POR,11,901,231,143,0,0,0,0,0,0,0,0,"54,5 km",0,0,5,0,0,0,"2,9","7,79",0,-,-,0,-,0,0,-,-,-,-,-,-,0,14
- - -,,Nané García,DL (C),0 (6),86,21,17,0,1,1,"0,04",0,0,6,0,"9,9 km","3,14",0,1,0,0,0,0,"19,88",5,4,"1,05",1,0,"0,41","0,41",10,1,4,0,1,0,0,2
- - -,,Kike Torrent,DF (IC),28,2.416,1.522,1.304,103,8,2,"1,98",6,5,74,25,"290,9 km","4,06",30,6,12,1,30,"16,88","3,39",15,2,"0,15",0,1,"1,65","1,65",232,9,151,1,9,1,0,50
- - -,,Andriy Chekotun,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Jano Monserrate,MP (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Izan Yurrieta,"ME (D), MP (DC)",25 (1),1.759,709,600,51,37,3,"3,94",4,54,189,46,"246,2 km","12,13",20,23,1,0,32,"3,74","17,4",38,18,"0,41",5,0,"4,38","4,38",113,80,18,18,80,18,3,24
- - -,,Jon Agirrezabala,DF (D),28,2.350,1.161,932,124,21,2,"1,9",3,34,172,48,"313,9 km","10,76",38,32,9,1,53,"9,42","12,64",12,1,"0,23",0,1,"1,18","1,18",127,103,53,17,81,15,1,26
- - -,,Samu Araújo,"DF (IC), CR (I)",5 (2),534,302,257,27,6,0,"0,27",1,0,30,5,"67,6 km","8,6",1,4,0,0,9,"6,74","12,64",0,-,0,0,0,0,0,33,14,19,3,14,3,0,8
- - -,,David Ballarín,"MP (I), DL (C)",2 (25),1.104,338,289,21,15,0,"1,84",2,19,101,31,"144,2 km","9,7",16,19,0,0,14,"1,55","18,42",41,18,"1,3",4,1,"5,21","5,21",105,34,25,9,34,9,5,9
- - -,,Juanpe,ME/MP (I),16 (8),1.589,537,464,48,27,2,"1,52",4,37,180,54,"226,6 km","11,61",25,30,1,0,17,"4,19","12,8",9,5,"0,23",2,0,"0,63","0,63",108,79,25,7,79,7,7,20
- - -,,Zorro,POR,2 (6),413,89,62,0,0,0,0,0,0,0,0,"13,5 km",0,0,1,0,0,0,"1,96","3,49",0,-,-,0,-,0,0,-,-,-,-,-,-,0,6
- - -,,Jon Vega,DF (C),30,2.443,1.407,1.206,101,8,0,"0,19",1,1,67,22,"288,8 km","4,86",15,6,3,0,39,"13,08","4,64",8,1,"0,18",1,1,"0,62","0,62",191,1,112,0,1,0,2,28
- - -,,Marcos Denia,DL (C),3 (9),589,144,120,6,6,0,"0,44",1,8,36,11,"72,4 km","5,81",6,18,0,0,5,"0,92","18,95",17,13,"0,76",3,1,"1,31","1,31",64,9,12,0,9,0,2,11
- - -,,Adrián Beamonte,DF (C),31,2.708,1.660,1.485,132,16,0,"0,18",1,0,72,26,"335,6 km","3,79",14,9,2,0,42,"13,29","3,82",11,2,"0,17",0,0,"1,22","1,22",281,3,185,1,3,1,0,32
- - -,,Germán,DF (C),29 (3),2.627,1.487,1.242,114,9,0,"0,77",1,3,101,47,"324,9 km","4,08",27,2,3,0,32,"11,92","4,21",5,0,"0,07",0,0,"1,16","1,16",245,6,149,0,6,0,2,20
- - -,,Mendi,"DF (C), MC",28 (5),2.235,1.245,1.110,98,17,7,"4,06",6,12,212,51,"282,2 km","7,93",30,6,7,0,35,"11,32","6,89",19,3,"0,28",1,0,"2,81","2,81",136,7,72,0,7,0,0,34
- - -,Seg,Kako,ME (C),27,2.296,1.115,1.002,76,32,5,"2,65",5,18,285,73,"315,3 km","10,35",25,12,4,1,35,"15,21","11,68",26,10,"0,27",2,0,"2,82","2,82",78,88,18,13,17,7,3,34
- - -,,Fer Rodríguez,"MC, ME/MP (C)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Dani Hernàndez,"ME (I), MP (IC)",34,3.049,1.094,928,79,64,3,"6,36",17,71,397,103,"416,8 km","12,69",39,34,3,0,57,"4,28","16,29",70,23,"0,74",6,1,"7,22","7,22",229,136,77,21,127,21,10,44
- - -,,Ignacio Tellechea,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Gaizka Argente,DF (C),30,2.569,1.500,1.289,106,10,1,"0,81",2,3,110,40,"314,6 km","4,2",22,9,7,0,40,"13,98","3,96",11,0,"0,07",0,0,"1,08","1,08",264,6,218,2,6,2,0,28
- - -,,Juan Carlos Camacho,ME/MP (C),28,2.346,1.116,973,88,38,7,"6,58",15,25,251,77,"294,6 km","6,79",36,31,6,0,30,"10,51","13,93",27,14,"0,23",6,0,"3,54","3,54",90,20,18,2,20,2,2,35
- - -,,Kike Ferreres,DF/CR (I),29,2.253,1.129,949,137,34,3,"2,2",6,21,183,54,"309,9 km","11,23",24,20,2,0,55,"11,7","13,74",5,0,0,0,0,"1,17","1,17",133,86,89,11,79,9,3,37
- - -,Ret,Lander Yurrebaso,DL (C),28,2.156,564,468,24,22,2,"2,11",4,21,162,43,"262,0 km","4,63",26,49,2,0,20,"1,54","20,58",65,38,"0,63",12,2,"7,8","7,8",280,16,64,3,16,3,10,33
- - -,,Josu Gallastegi,"ME (C), MP (I)",24 (2),2.071,741,626,42,27,0,"2,35",4,66,287,76,"282,7 km","11,69",36,30,0,0,25,"4,26","18,17",50,19,"0,56",5,0,"7,51","7,51",153,140,31,18,92,14,15,23
- - -,,Óscar Poveda,ME/MP (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Ben Hamed,ME/MP (C),4 (19),551,277,238,18,6,0,"0,45",1,9,61,17,"75,7 km","7,51",4,4,0,0,14,"13,72","9,31",4,1,"0,16",1,0,"0,36","0,36",27,6,6,1,6,1,0,8
- - -,,Dieguito,MP (DC),0 (9),169,52,50,3,2,0,"0,49",2,3,13,2,"23,6 km","7,46",0,1,0,0,3,"4,79","15,44",2,2,0,0,0,"0,17","0,17",12,3,2,1,3,1,0,2
- - -,,Toni Jou,ME (C),0 (1),5,3,3,0,0,0,0,0,0,0,0,"2,0 km",-,0,0,0,0,0,-,-,0,-,-,0,0,0,0,0,0,-,0,0,0,0,0
- - -,,Diego De la Mata,DF (D),31,2.790,1.448,1.242,178,22,4,"2,05",5,28,217,61,"381,8 km","15,68",32,21,11,0,69,"11,55","13,16",36,6,"0,45",1,1,"4,77","4,77",246,178,136,17,115,10,1,44
- - -,,Jesús Fortes,DF/CR (D),0 (20),311,161,138,17,2,0,"0,31",0,6,25,6,"42,6 km","11,58",3,6,1,0,5,"7,52","13,6",0,-,0,0,0,0,0,19,8,9,2,8,2,1,4
- - -,Seg,Ramón Blázquez,ME/MP (D),3,270,60,46,0,0,1,"0,25",0,0,0,0,"0,0 km",0,4,0,0,0,0,0,0,4,1,0,0,0,"0,29","0,29",0,0,-,0,0,0,0,0
- - -,,Mikel Yoldi,"ME (I), MP (IC)",0 (1),10,3,3,0,0,0,0,0,0,1,0,"1,9 km",-,0,0,0,0,0,-,-,0,-,-,0,0,0,0,1,0,0,0,0,0,0,0
- - -,,Roberto Abreu,"MC, ME (DC)",30,2.112,1.050,914,69,25,0,"2,56",0,21,246,76,"275,2 km","7,37",21,20,1,0,36,"11,25","11,46",30,11,"0,3",3,0,"2,6","2,6",84,21,27,3,15,2,1,33
- - -,,Fidel Ibáñez,DF (D),1,90,51,46,4,1,0,"0,44",1,0,8,3,"12,9 km",15,0,0,0,0,4,10,10,1,0,0,0,0,"0,04","0,04",6,13,4,2,7,0,0,3
- - -,,Iván Moreno,DF (I),18 (3),1.690,908,743,117,22,2,"1,02",3,22,149,56,"237,2 km","14,22",25,22,2,0,38,"12,78","16,93",6,1,0,0,0,"0,85","0,85",107,65,67,10,61,10,2,21
- - -,Seg,Jon Gorrotxategi,MC,16 (14),1.369,744,662,62,17,2,"3,37",2,5,139,37,"190,7 km","10,45",11,7,0,0,22,"11,18","7,36",7,4,"0,2",0,0,"0,48","0,48",49,13,15,0,5,0,1,13
- - -,,Richi,"ME (C), MP (IC)",1 (11),280,121,108,13,8,1,"0,95",1,4,32,7,"36,4 km","9,32",1,0,1,0,2,"4,5","20,25",8,1,"1,29",0,0,"0,92","0,92",20,9,4,0,9,0,1,4
- - -,,Diego Uzal,"MC, ME (C)",34,2.923,1.619,1.431,140,41,8,"5,83",10,11,309,78,"406,5 km","9,33",24,17,0,0,37,"15,24","7,2",15,1,"0,09",1,0,"1,34","1,34",121,12,66,1,12,1,1,26
- - -,,Jorginho Soares,DF (C),30,2.620,1.586,1.357,109,7,0,"1,01",2,1,95,35,"313,9 km","4,6",38,6,11,0,31,"13,88","4,16",13,2,"0,14",1,0,"1,57","1,57",262,2,177,0,2,0,1,32
- - -,Les,Lluís Tarrés,POR,2 (1),196,53,28,0,0,0,0,0,0,0,0,"8,8 km",0,0,3,0,0,0,"2,76","5,05",0,-,-,0,-,0,0,-,-,-,-,-,-,0,4
- - -,,Nico Arce,"MC, ME (C)",1 (2),85,44,34,3,1,0,"0,32",0,0,11,3,"8,9 km","7,41",0,1,0,0,1,"11,65","13,76",0,-,0,0,0,0,0,3,0,1,0,0,0,0,0
- - -,,Eneko Zabaleta,DF/CR/ME (I),31,2.754,1.413,1.189,182,47,6,"2,42",1,34,234,67,"363,5 km","10,95",32,24,4,0,80,"11,83","14,35",10,2,"0,07",0,0,"0,89","0,89",168,249,79,35,120,17,1,39
- - -,,Óscar Marotías,DF (C),22,1.732,1.044,890,75,6,0,"0,44",1,2,71,21,"210,7 km","3,9",10,6,4,0,28,16,"4,05",5,1,"0,05",1,0,"0,62","0,62",174,3,103,0,3,0,0,29
- - -,,Marcos Fernández,DF (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Pablo Carmona,POR,26,2.266,508,259,0,1,0,0,0,0,0,0,"133,0 km",0,4,6,4,0,0,"3,26","6,47",0,-,-,0,-,0,0,-,-,-,-,-,-,0,28
- - -,,Ekaitz Molina,ME/MP (C),3 (11),516,251,234,21,12,4,"1,8",3,3,55,16,"66,7 km","7,15",7,3,0,0,10,"11,16","10,64",2,0,"0,17",0,0,"0,3","0,3",25,24,9,2,8,1,0,10
- - -,,Joel Jiménez,POR,0 (1),75,16,15,0,0,0,0,0,0,0,0,"3,8 km",0,0,1,0,0,0,"2,4","7,2",0,-,-,0,-,0,0,-,-,-,-,-,-,0,0
- - -,,Diego Rodríguez,"MC, ME (C)",26 (1),1.925,960,835,100,44,2,"3,93",13,12,233,53,"252,1 km","8,6",29,19,3,0,32,"12,39","13,84",11,4,"0,19",1,1,"1,13","1,13",108,14,50,3,14,3,1,18
- - -,,Alusine Koroma,"MP (DI), DL (C)",8 (15),983,284,227,16,7,1,"0,59",1,10,64,17,"103,9 km","5,13",14,22,0,0,9,"1,83","14,19",41,26,"1,01",6,1,"4,68","4,68",80,17,16,1,17,1,5,11
- - -,,Javier Feria,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Hugo Sanz,DF/CR (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Gabi Fernández,"DF (DC), CR (D)",28 (2),2.610,1.490,1.290,121,20,1,"0,61",3,7,104,42,"316,6 km","4,21",25,11,9,0,28,"16,83","3,97",12,3,"0,1",0,0,"1,69","1,69",205,12,126,3,12,3,0,28
- - -,,Fer,DF (C),35,3.039,1.689,1.420,111,3,0,"0,16",1,5,110,39,"359,4 km","4,5",24,9,1,0,39,"16,23","4,15",14,3,"0,09",1,0,"1,34","1,34",286,3,168,0,3,0,2,40
- - -,,Diego Royo,DF (IC),35,3.135,1.848,1.588,141,13,1,"0,16",1,4,122,48,"376,0 km","4,22",25,6,1,0,38,"11,22","4,08",11,4,"0,2",0,0,"1,49","1,49",298,14,217,3,14,3,0,38
- - -,,Javi Rey,ME (C),31,2.790,1.594,1.448,158,60,3,"5,2",14,14,299,92,"379,5 km","9,13",45,18,9,0,38,"10,61","6,52",16,0,"0,16",0,0,"1,55","1,55",153,13,66,6,13,6,0,30
- - -,,Ismael Armenteros,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Les,Ale Hernàndez,ME/MP (C),7 (2),702,247,201,16,5,2,"1,77",0,4,39,9,"46,3 km","3,72",9,5,1,0,5,"5,64","6,79",14,7,"0,26",2,0,"1,73","1,73",12,4,5,1,4,1,0,8
- - -,,Víctor Fenoll,ME/MP (D),1 (21),518,193,163,18,10,2,"1,27",4,12,56,14,"67,3 km","8,86",8,8,1,0,4,"2,43","19,46",11,4,"0,69",0,0,"1,16","1,16",33,42,11,5,26,4,1,9
- - -,,José Manuel Liébanas,DF (C),10,900,485,413,32,3,2,"0,25",0,0,26,12,"94,0 km","3,9",4,2,1,0,13,"11,6","3,8",10,2,"0,5",1,0,"0,66","0,66",76,2,55,0,2,0,0,11
- - -,,João Mendes,"MP (DC), DL (C)",2 (7),257,78,65,5,7,0,"0,55",0,4,20,6,"36,7 km","7,7",3,3,0,0,4,"1,4","19,96",14,6,"1,4",1,0,"1,95","1,95",25,9,7,0,9,0,1,2
- - -,,Julio Cabrera,DF (I),32,2.731,1.409,1.196,175,36,2,"5,49",9,38,236,61,"373,2 km","13,68",54,38,6,0,64,"13,51","13,05",17,7,"0,07",1,0,"2,4","2,4",161,95,83,14,88,14,4,34
- - -,,Víctor Morillo,CR/ME/MP (I),0 (1),55,24,19,2,2,0,"0,11",0,1,6,1,"6,9 km",-,0,2,0,0,1,-,-,1,1,-,0,1,"0,1","0,1",4,1,0,0,1,0,0,0
- - -,,Ricky Castro,MP (I),12 (20),1.584,651,548,68,23,2,"0,98",2,27,152,38,"204,1 km","9,66",23,22,0,0,31,"5,11","13,07",13,5,"0,34",2,0,"1,22","1,22",116,63,39,10,56,8,5,15
- - -,Seg,Iñaki Kortina,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Les,David Añón,ME/MP (D),0 (17),483,177,158,5,5,3,"0,77",2,8,55,6,"64,6 km","11,55",8,6,1,0,7,"2,42","18,26",22,9,"1,12",4,1,"2,53","2,53",48,19,12,1,19,1,2,8
- - -,,Carles Guzmán,"MC, ME (C)",34,2.788,1.560,1.387,129,32,9,"3,84",7,16,269,84,"379,2 km","8,81",31,10,1,1,44,"9,97","7,94",13,0,"0,19",0,0,"1,14","1,14",115,12,47,3,12,3,1,44
- - -,,Cheki,MC,31,2.096,1.221,1.095,95,39,4,"2,95",6,16,213,55,"283,4 km","8,76",29,8,4,0,30,"11,29","7,86",10,0,"0,09",0,0,"1,45","1,45",122,11,52,3,11,3,0,29
- - -,,Rubén del Valle,DF (IC),31,2.790,1.408,1.210,151,27,0,"2,34",1,34,223,63,"374,1 km","11,16",31,23,7,0,47,"10,39",17,1,0,"0,03",0,0,"0,11","0,11",167,78,82,13,78,13,1,40
- - -,,Lalo Aguilar,DF (C),0 (2),37,21,20,3,0,0,0,0,0,2,1,"3,5 km",-,0,0,0,0,0,-,-,0,-,-,0,0,0,0,3,0,2,0,0,0,0,0
- - -,,Aythami Betancor,ME/MP (C),34,2.744,1.348,1.200,108,41,5,"5,53",8,21,294,84,"363,4 km","7,45",30,29,11,0,52,"12,89","12,53",23,6,"0,16",2,1,"1,84","1,84",107,32,26,2,24,2,3,25
- - -,,Ander Iriguibel,DL (C),12 (21),1.674,474,410,18,21,0,"1,1",1,27,127,26,"207,3 km","6,02",34,45,2,0,18,"3,39","16,24",40,17,"0,54",7,0,"6,18","5,37",176,22,63,1,22,1,9,21
- - -,,Jacobo Alcalde,DL (C),34,3.090,766,661,10,10,1,"2,5",5,21,183,48,"380,1 km","5,83",42,88,1,0,23,"0,96","17,21",67,36,"0,76",14,2,"7,69","6,88",398,22,128,1,22,1,25,35
- - -,,Samu,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Seg,Jeisson,"ME/MP (DI), DL (C)",1 (11),263,68,53,2,1,0,"0,51",2,6,27,8,"35,7 km","8,9",3,7,0,0,0,"1,37","18,48",10,5,"1,71",1,0,"1,29","1,29",22,2,3,0,2,0,1,2
- - -,,Carlos Parra,DF (D),11 (15),1.275,655,546,54,15,2,"1,94",2,11,113,30,"175,5 km","15,18",7,7,1,0,27,"10,09","18,92",7,2,"0,21",1,0,"1,11","1,11",81,49,29,10,49,10,0,17
- - -,,Jon Cabo,"ME (I), MP (IC)",24 (6),2.177,754,655,33,16,1,"1,95",5,45,209,52,"309,3 km","10,79",10,17,0,0,32,"5,75","18,77",41,12,"0,54",3,0,"4,66","4,66",154,31,40,1,31,1,5,21
- - -,,Topo,ME/MP (C),0 (15),223,90,79,4,1,0,"0,22",0,3,20,6,"30,5 km","9,28",1,3,0,0,1,"5,25","29,87",6,3,"0,4",0,0,"0,55","0,55",11,3,1,0,3,0,0,0
- - -,Ced,Jorge Delgado,DL (C),0 (2),40,10,10,0,0,0,"0,14",0,0,3,2,"6,0 km",-,0,1,0,0,0,-,-,1,1,-,0,0,"0,01","0,01",6,0,1,0,0,0,0,1
- - -,,Juan Silva,DF (D),32,2.714,1.408,1.172,116,29,4,"1,89",5,37,180,51,"374,4 km","11,31",37,28,6,1,53,"10,98","18,8",46,9,"0,43",2,0,"6,18","6,18",174,109,97,19,109,19,5,31
- - -,,Nico Rodríguez,POR,11 (2),1.156,291,165,0,0,0,0,0,0,0,0,"70,2 km",0,0,1,0,0,0,"1,48","6,31",0,-,-,0,-,0,0,-,-,-,-,-,-,0,20
- - -,,Lautaro Spatz,DF (C),7 (14),1.121,747,653,64,6,0,"0,19",1,2,34,15,"131,7 km","4,74",14,3,1,0,15,"12,6","4,98",5,2,"0,24",1,0,"0,23","0,23",109,2,75,0,2,0,0,10
- - -,Seg,Rafa Núñez,ME/MP (D),0 (11),321,119,104,15,10,0,"0,38",0,5,43,9,"53,3 km","14,02",1,1,0,0,5,"1,96","17,66",1,0,0,0,0,"0,25","0,25",18,19,8,3,19,3,0,5
- - -,,Omar Álvarez,ME/MP (C),0 (22),626,223,194,14,6,0,"1,83",2,7,71,15,"89,8 km","10,21",1,4,0,0,12,"11,65","17,25",15,6,"0,86",0,2,"1,45","1,45",46,5,11,2,5,2,1,1
- - -,,Álvaro Mateo,DF (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Ced,Álex Fernández,DF/CR/ME (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Seg,Alejandro Pavón,DF (DC),3 (7),517,285,221,23,2,0,"0,18",0,2,23,6,"66,5 km","6,96",4,2,0,0,15,"8,7","12,36",0,-,0,0,0,0,0,46,8,32,1,8,1,0,6
- - -,,Iván Bustamante,"MP (DI), DL (C)",0 (15),279,96,86,8,5,0,"0,3",2,7,39,8,"33,5 km","10,65",1,2,0,0,6,"1,61","23,23",9,2,"0,65",0,0,"1,7","1,7",21,13,7,0,13,0,0,0
- - -,,Rubén Sanchidrián,"MP (DC), DL (C)",1 (18),521,154,132,4,2,1,"0,56",1,1,48,11,"68,4 km","7,95",2,5,0,0,4,"4,32","17,97",20,9,"1,38",4,0,"1,71","1,71",57,4,14,0,4,0,0,8
- - -,,Cristian,"MC, ME (C)",0 (6),206,105,95,11,5,0,0,0,0,20,8,"26,9 km","7,86",3,0,2,0,1,"5,24","14,85",0,-,0,0,0,0,0,10,3,1,0,3,0,0,0
