Nombre,Posición,Part,Min,Enc,xGE,BAt,BDs,Rp %,BRe,Pas I,Pas C,Portería imbatida,Pep %,Paradas/90,Pen. parados,Prop. penaltis parados,Gl Err,Pos Gan/90,Pos Perd/90
player_2846,MP (DC),0 (9),169,-,-,-,-,-,-,52,50,-,-,-,-,-,0,"4,79","15,44"
player_2847,ME (C),0 (1),5,-,-,-,-,-,-,3,3,-,-,-,-,-,0,-,-
player_2848,DF (D),31,2.790,-,-,-,-,-,-,1.448,1.242,-,-,-,-,-,0,"11,55","13,16"
player_2849,DF/CR (D),0 (20),311,-,-,-,-,-,-,161,138,-,-,-,-,-,0,"7,52","13,6"
player_2850,ME/MP (D),3,270,-,-,-,-,-,-,60,46,-,-,-,-,-,0,0,0
player_2851,"ME (I), MP (IC)",0 (1),10,-,-,-,-,-,-,3,3,-,-,-,-,-,0,-,-
player_2852,"MC, ME (DC)",30,2.112,-,-,-,-,-,-,1.050,914,-,-,-,-,-,0,"11,25","11,46"
player_2853,DF (D),1,90,-,-,-,-,-,-,51,46,-,-,-,-,-,0,10,10
player_2854,DF (I),18 (3),1.690,-,-,-,-,-,-,908,743,-,-,-,-,-,0,"12,78","16,93"
player_2855,MC,16 (14),1.369,-,-,-,-,-,-,744,662,-,-,-,-,-,0,"11,18","7,36"
player_2856,"ME (C), MP (IC)",1 (11),280,-,-,-,-,-,-,121,108,-,-,-,-,-,0,"4,5","20,25"
player_2857,"MC, ME (C)",34,2.923,-,-,-,-,-,-,1.619,1.431,-,-,-,-,-,0,"15,24","7,2"
player_2858,DF (C),30,2.620,-,-,-,-,-,-,1.586,1.357,-,-,-,-,-,0,"13,88","4,16"
player_2859,POR,2 (1),196,1,"1,4",2,1,100%,2,53,28,2,91%,2,1,100%,0,"2,76","5,05"
player_2860,"MC, ME (C)",1 (2),85,-,-,-,-,-,-,44,34,-,-,-,-,-,0,"11,65","13,76"
player_2861,DF/CR/ME (I),31,2.754,-,-,-,-,-,-,1.413,1.189,-,-,-,-,-,0,"11,83","14,35"
player_2862,DF (C),22,1.732,-,-,-,-,-,-,1.044,890,-,-,-,-,-,0,16,"4,05"
player_2863,DF (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_2864,POR,26,2.266,31,"-4,28",14,17,67%,34,508,259,5,88%,2,0,0%,0,"3,26","6,47"
player_2865,ME/MP (C),3 (11),516,-,-,-,-,-,-,251,234,-,-,-,-,-,0,"11,16","10,64"
player_2866,POR,0 (1),75,1,"-0,61",1,2,75%,0,16,15,0,94%,3,0,-,0,"2,4","7,2"
player_2867,"MC, ME (C)",26 (1),1.925,-,-,-,-,-,-,960,835,-,-,-,-,-,0,"12,39","13,84"
player_2868,"MP (DI), DL (C)",8 (15),983,-,-,-,-,-,-,284,227,-,-,-,-,-,0,"1,83","14,19"
player_2869,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_2870,DF/CR (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_2871,"DF (DC), CR (D)",28 (2),2.610,-,-,-,-,-,-,1.490,1.290,-,-,-,-,-,0,"16,83","3,97"
player_2872,DF (C),35,3.039,-,-,-,-,-,-,1.689,1.420,-,-,-,-,-,0,"16,23","4,15"
player_2873,DF (IC),35,3.135,-,-,-,-,-,-,1.848,1.588,-,-,-,-,-,0,"11,22","4,08"
player_2874,ME (C),31,2.790,-,-,-,-,-,-,1.594,1.448,-,-,-,-,-,0,"10,61","6,52"
player_2875,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_2876,ME/MP (C),7 (2),702,-,-,-,-,-,-,247,201,-,-,-,-,-,0,"5,64","6,79"
player_2877,ME/MP (D),1 (21),518,-,-,-,-,-,-,193,163,-,-,-,-,-,0,"2,43","19,46"
player_2878,DF (C),10,900,-,-,-,-,-,-,485,413,-,-,-,-,-,0,"11,6","3,8"
player_2879,"MP (DC), DL (C)",2 (7),257,-,-,-,-,-,-,78,65,-,-,-,-,-,0,"1,4","19,96"
player_2880,DF (I),32,2.731,-,-,-,-,-,-,1.409,1.196,-,-,-,-,-,0,"13,51","13,05"
player_2881,CR/ME/MP (I),0 (1),55,-,-,-,-,-,-,24,19,-,-,-,-,-,0,-,-
player_2882,MP (I),12 (20),1.584,-,-,-,-,-,-,651,548,-,-,-,-,-,0,"5,11","13,07"
player_2883,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_2884,ME/MP (D),0 (17),483,-,-,-,-,-,-,177,158,-,-,-,-,-,0,"2,42","18,26"
player_2885,"MC, ME (C)",34,2.788,-,-,-,-,-,-,1.560,1.387,-,-,-,-,-,0,"9,97","7,94"
player_2886,MC,31,2.096,-,-,-,-,-,-,1.221,1.095,-,-,-,-,-,0,"11,29","7,86"
player_2887,DF (IC),31,2.790,-,-,-,-,-,-,1.408,1.210,-,-,-,-,-,0,"10,39",17
player_2888,DF (C),0 (2),37,-,-,-,-,-,-,21,20,-,-,-,-,-,0,-,-
player_2889,ME/MP (C),34,2.744,-,-,-,-,-,-,1.348,1.200,-,-,-,-,-,0,"12,89","12,53"
player_2890,DL (C),12 (21),1.674,-,-,-,-,-,-,474,410,-,-,-,-,-,0,"3,39","16,24"
player_2891,DL (C),34,3.090,-,-,-,-,-,-,766,661,-,-,-,-,-,0,"0,96","17,21"
player_2892,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_2893,"ME/MP (DI), DL (C)",1 (11),263,-,-,-,-,-,-,68,53,-,-,-,-,-,0,"1,37","18,48"
player_2894,DF (D),11 (15),1.275,-,-,-,-,-,-,655,546,-,-,-,-,-,0,"10,09","18,92"
player_2895,"ME (I), MP (IC)",24 (6),2.177,-,-,-,-,-,-,754,655,-,-,-,-,-,0,"5,75","18,77"
player_2896,ME/MP (C),0 (15),223,-,-,-,-,-,-,90,79,-,-,-,-,-,0,"5,25","29,87"
player_2897,DL (C),0 (2),40,-,-,-,-,-,-,10,10,-,-,-,-,-,0,-,-
player_2898,DF (D),32,2.714,-,-,-,-,-,-,1.408,1.172,-,-,-,-,-,0,"10,98","18,8"
player_2899,POR,11 (2),1.156,12,"6,56",10,10,81%,27,291,165,4,89%,3,1,50%,0,"1,48","6,31"
player_2900,DF (C),7 (14),1.121,-,-,-,-,-,-,747,653,-,-,-,-,-,0,"12,6","4,98"
player_2901,ME/MP (D),0 (11),321,-,-,-,-,-,-,119,104,-,-,-,-,-,0,"1,96","17,66"
player_2902,ME/MP (C),0 (22),626,-,-,-,-,-,-,223,194,-,-,-,-,-,0,"11,65","17,25"
player_2903,DF (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_2904,DF/CR/ME (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_2905,DF (DC),3 (7),517,-,-,-,-,-,-,285,221,-,-,-,-,-,0,"8,7","12,36"
player_2906,"MP (DI), DL (C)",0 (15),279,-,-,-,-,-,-,96,86,-,-,-,-,-,0,"1,61","23,23"
player_2907,"MP (DC), DL (C)",1 (18),521,-,-,-,-,-,-,154,132,-,-,-,-,-,0,"4,32","17,97"
player_2908,"MC, ME (C)",0 (6),206,-,-,-,-,-,-,105,95,-,-,-,-,-,0,"5,24","14,85"
player_2909,"MP (D), DL (C)",32,2.796,-,-,-,-,-,-,685,577,-,-,-,-,-,0,"1,71","16,67"
player_2910,DF (DC),7 (4),817,-,-,-,-,-,-,444,381,-,-,-,-,-,0,"8,26","16,08"
player_2911,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_2912,DF (C),34,2.827,-,-,-,-,-,-,1.566,1.333,-,-,-,-,-,0,"15,47","7,58"
player_2913,"ME/MP (I), DL (C)",2 (17),461,-,-,-,-,-,-,163,140,-,-,-,-,-,0,"1,95","22,26"
player_2914,"MP (D), DL (C)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_2915,DL (C),4 (27),1.105,-,-,-,-,-,-,289,251,-,-,-,-,-,0,"0,65","18,16"
player_2916,DF/CR/ME/MP (D),31 (1),2.728,-,-,-,-,-,-,1.360,1.123,-,-,-,-,-,0,"8,71","12,83"
player_2917,ME/MP (C),0 (26),525,-,-,-,-,-,-,259,225,-,-,-,-,-,0,"9,6","12,17"
player_2918,POR,34,2.922,39,"1,74",34,20,73%,47,708,340,7,89%,3,2,100%,1,"3,73","7,24"
player_2919,POR,3 (5),524,8,"-2,24",4,5,73%,13,127,60,2,91%,3,0,-,0,"2,06","10,48"
player_2920,ME (C),0 (31),575,-,-,-,-,-,-,287,253,-,-,-,-,-,0,"7,2","10,64"
player_2921,MP (D),3 (10),498,-,-,-,-,-,-,140,116,-,-,-,-,-,0,"0,9","7,95"
player_2922,DF (C),34,3.029,-,-,-,-,-,-,1.600,1.331,-,-,-,-,-,0,"12,06","14,41"
player_2923,"MP (DIC), DL (C)",7 (8),921,-,-,-,-,-,-,276,238,-,-,-,-,-,0,"1,56","16,42"
player_2924,DF/CR (I),2 (1),184,-,-,-,-,-,-,90,72,-,-,-,-,-,0,"6,85","17,61"
player_2925,POR,1 (5),377,3,"0,59",3,1,72%,4,90,48,3,90%,1,0,-,1,"2,63","5,97"
player_2926,DF (C),35,3.122,-,-,-,-,-,-,1.807,1.600,-,-,-,-,-,0,"14,07","3,08"
player_2927,"DF (C), MC, ME (C)",32,2.339,-,-,-,-,-,-,1.360,1.222,-,-,-,-,-,0,"14,58","5,46"
player_2928,"MP (D), DL (C)",9 (22),1.263,-,-,-,-,-,-,395,342,-,-,-,-,-,0,"1,43","19,52"
player_2929,ME/MP (C),2 (6),200,-,-,-,-,-,-,98,89,-,-,-,-,-,0,"16,65","11,25"
player_2930,ME/MP (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_2931,"DF (I), ME (C)",1 (6),209,-,-,-,-,-,-,107,95,-,-,-,-,-,0,"9,9","13,35"
player_2932,POR,27,2.216,32,"-4,13",20,12,67%,32,589,369,6,89%,2,1,25%,0,"2,52","8,08"
player_2933,DF (C),25,2.218,-,-,-,-,-,-,1.259,1.061,-,-,-,-,-,1,"11,4","5,44"
player_2934,"MC, ME (C)",7 (22),1.269,-,-,-,-,-,-,438,367,-,-,-,-,-,0,"4,33","22,77"
player_2935,"DF (IC), CR (I)",0 (14),622,-,-,-,-,-,-,342,293,-,-,-,-,-,0,"10,71","6,51"
player_2936,"ME (I), MP (DI)",0 (1),10,-,-,-,-,-,-,4,3,-,-,-,-,-,0,-,-
player_2937,DF/CR (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_2938,ME (C),6 (9),840,-,-,-,-,-,-,391,339,-,-,-,-,-,0,"11,89","9,32"
player_2939,DF (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_2940,"ME (D), MP (DI)",29,2.216,-,-,-,-,-,-,834,724,-,-,-,-,-,0,"4,02","27,05"
player_2941,"DF (C), MC",13 (2),1.188,-,-,-,-,-,-,752,673,-,-,-,-,-,0,"19,24","3,03"
player_2942,POR,3,270,3,"0,68",3,1,81%,9,67,55,1,88%,4,0,0%,0,3,"8,33"
player_2943,DF (C),31,2.743,-,-,-,-,-,-,1.651,1.387,-,-,-,-,-,0,"14,11","3,64"
player_2944,"ME (C), MP (DC)",24 (6),1.998,-,-,-,-,-,-,743,637,-,-,-,-,-,0,"14,1","18,42"
player_2945,DF (C),3,181,-,-,-,-,-,-,105,92,-,-,-,-,-,0,"11,93","3,98"
player_2946,ME (C),28 (3),2.456,-,-,-,-,-,-,1.222,1.095,-,-,-,-,-,0,"10,85","14,99"
player_2947,ME (C),2 (5),387,-,-,-,-,-,-,145,111,-,-,-,-,-,0,"5,35","5,81"
player_2948,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_2949,"MP (D), DL (C)",0 (1),45,-,-,-,-,-,-,12,10,-,-,-,-,-,0,-,-
player_2950,DF/CR (I),1 (1),105,-,-,-,-,-,-,48,42,-,-,-,-,-,0,12,12
player_2951,"MP (I), DL (C)",0 (7),87,-,-,-,-,-,-,22,19,-,-,-,-,-,0,0,"25,86"
player_2952,DF (DC),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_2953,"MP (DI), DL (C)",1 (28),1.050,-,-,-,-,-,-,286,241,-,-,-,-,-,0,"0,86","22,11"
player_2954,DF/CR (I),1 (22),685,-,-,-,-,-,-,371,315,-,-,-,-,-,0,"15,11","11,04"
player_2955,"DF (C), MC",5 (3),477,-,-,-,-,-,-,257,215,-,-,-,-,-,0,"15,85","3,21"
player_2956,"DF (C), MC, ME (C)",5 (28),989,-,-,-,-,-,-,565,505,-,-,-,-,-,0,"9,1","7,55"
player_2957,"MP (C), DL (C)",7 (12),865,-,-,-,-,-,-,253,211,-,-,-,-,-,0,"2,18","17,27"
player_2958,DF (DIC),2 (1),139,-,-,-,-,-,-,68,51,-,-,-,-,-,0,"10,36","12,95"
player_2959,ME/MP (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_2960,"MP (D), DL (C)",19 (8),1.898,-,-,-,-,-,-,524,446,-,-,-,-,-,0,"1,8","20,86"
player_2961,MP (DIC),28,2.259,-,-,-,-,-,-,821,709,-,-,-,-,-,0,"8,13","18,92"
player_2962,DF/CR/ME/MP (D),6 (12),780,-,-,-,-,-,-,403,351,-,-,-,-,-,0,"8,88","17,08"
player_2963,DF (C),2 (4),277,-,-,-,-,-,-,184,138,-,-,-,-,-,0,"11,37","3,25"
player_2964,DL (C),8 (17),1.351,-,-,-,-,-,-,319,273,-,-,-,-,-,0,"0,87","18,59"
player_2965,DL (C),1 (1),61,-,-,-,-,-,-,15,13,-,-,-,-,-,0,-,-
player_2966,ME (DC),0 (8),541,-,-,-,-,-,-,269,243,-,-,-,-,-,0,"10,31","12,64"
player_2967,DF (C),29,2.232,-,-,-,-,-,-,1.293,1.096,-,-,-,-,-,0,"17,74","3,35"
player_2968,DF (C),14 (2),1.371,-,-,-,-,-,-,833,713,-,-,-,-,-,0,"14,44","3,35"
player_2969,"MP (D), DL (C)",0 (4),53,-,-,-,-,-,-,15,13,-,-,-,-,-,0,-,-
player_2970,"MP (C), DL (C)",6 (28),1.373,-,-,-,-,-,-,363,314,-,-,-,-,-,0,"1,31","22,81"
player_2971,"ME (D), MP (DI)",37,3.122,-,-,-,-,-,-,1.107,924,-,-,-,-,-,0,"4,38","13,12"
player_2972,DL (C),17 (16),1.843,-,-,-,-,-,-,445,381,-,-,-,-,-,0,"0,78","16,26"
player_2973,POR,1 (1),162,3,"-1,21",1,1,70%,5,33,20,1,89%,3,0,-,0,"2,78","10,56"
player_2974,MP (C),31,2.211,-,-,-,-,-,-,793,673,-,-,-,-,-,0,"7,86","23,61"
player_2975,DF (I),32,2.821,-,-,-,-,-,-,1.449,1.207,-,-,-,-,-,0,"11,07","19,46"
player_2976,POR,36,3.055,48,"5,17",19,26,69%,64,715,414,6,88%,3,0,0%,0,"3,12","7,45"
player_2977,DF (C),32,2.676,-,-,-,-,-,-,1.508,1.293,-,-,-,-,-,1,"11,54","4,04"
player_2978,DF (I),35,3.063,-,-,-,-,-,-,1.507,1.293,-,-,-,-,-,0,"12,08","16,1"
player_2979,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_2980,DF (C),17 (8),1.667,-,-,-,-,-,-,948,798,-,-,-,-,-,0,"10,2","3,51"
player_2981,DL (C),1 (6),192,-,-,-,-,-,-,47,43,-,-,-,-,-,0,0,"15,94"
player_2982,DL (C),34,2.143,-,-,-,-,-,-,549,458,-,-,-,-,-,0,"1,47","17,47"
player_2983,ME/MP (C),9 (17),984,-,-,-,-,-,-,444,367,-,-,-,-,-,0,"8,96","19,12"
player_2984,"DF (C), MC",3 (5),397,-,-,-,-,-,-,239,196,-,-,-,-,-,0,"19,5","4,76"
player_2985,DF (C),34,2.886,-,-,-,-,-,-,1.646,1.348,-,-,-,-,-,0,"11,76","4,43"
player_2986,"MP (I), DL (C)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_2987,ME (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_2988,"DF (C), MC, ME (C)",34,2.872,-,-,-,-,-,-,1.625,1.427,-,-,-,-,-,0,"14,79","6,46"
player_2989,POR,5 (4),573,10,"-2,09",10,3,64%,5,132,82,4,89%,2,0,0%,0,"1,88","8,64"
player_2990,POR,2 (3),315,2,"1,38",1,1,83%,3,72,39,3,83%,1,0,-,0,"1,71","2,57"
player_2991,"MC, ME (C)",16,945,-,-,-,-,-,-,448,391,-,-,-,-,-,0,"9,24","18,57"
player_2992,MP (D),17,1.422,-,-,-,-,-,-,544,461,-,-,-,-,-,0,"3,8","17,66"
player_2993,"MP (D), DL (C)",0 (2),76,-,-,-,-,-,-,27,22,-,-,-,-,-,0,"1,18","27,24"
player_2994,"MC, ME (C)",2 (14),444,-,-,-,-,-,-,252,223,-,-,-,-,-,0,"9,32","12,77"
player_2995,ME/MP (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_2996,MP (DIC),12 (23),1.366,-,-,-,-,-,-,519,437,-,-,-,-,-,0,"3,03","21,54"
player_2997,"MP (I), DL (C)",4 (12),539,-,-,-,-,-,-,212,186,-,-,-,-,-,0,"3,51","15,7"
player_2998,"MC, ME (C)",32,2.655,-,-,-,-,-,-,1.444,1.270,-,-,-,-,-,0,"12,78","11,12"
player_2999,MP (DIC),26 (5),2.162,-,-,-,-,-,-,763,644,-,-,-,-,-,0,"4,54","18,77"
player_3000,DF/CR/ME (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_3001,POR,31,2.502,30,"5,09",23,8,68%,35,575,332,9,87%,2,0,0%,1,"2,27","8,06"
player_3002,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_3003,ME/MP (C),0 (18),493,-,-,-,-,-,-,241,210,-,-,-,-,-,0,"8,76","12,96"
player_3004,ME/MP (C),0 (20),669,-,-,-,-,-,-,326,274,-,-,-,-,-,0,"8,74","15,2"
player_3005,ME/MP (C),19 (3),1.468,-,-,-,-,-,-,731,644,-,-,-,-,-,0,"13,12","15,27"
player_3006,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_3007,DF (C),0 (4),182,-,-,-,-,-,-,104,85,-,-,-,-,-,0,"6,92","4,95"
player_3008,ME/MP (C),0 (1),30,-,-,-,-,-,-,10,8,-,-,-,-,-,0,-,-
player_3009,ME (C),0 (12),237,-,-,-,-,-,-,114,98,-,-,-,-,-,0,"13,67","11,01"
player_3010,MP (C),8 (17),1.104,-,-,-,-,-,-,372,313,-,-,-,-,-,0,"7,34","16,3"
player_3011,"MP (DIC), DL (C)",0 (1),7,-,-,-,-,-,-,2,2,-,-,-,-,-,0,-,-
player_3012,POR,0 (1),25,0,"0,69",0,1,100%,0,4,3,1,87%,-,0,-,0,-,-
player_3013,MP (D),3 (1),274,-,-,-,-,-,-,73,64,-,-,-,-,-,0,"1,64","17,74"
player_3014,MP (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_3015,DF/CR/ME/MP (D),5,450,-,-,-,-,-,-,233,204,-,-,-,-,-,0,"7,8","16,6"
player_3016,DL (C),0 (2),11,-,-,-,-,-,-,3,3,-,-,-,-,-,0,-,-
player_3017,"DF/CR (DI), ME/MP (D)",4,291,-,-,-,-,-,-,150,133,-,-,-,-,-,0,"8,97","10,52"
player_3018,MP (DIC),17 (1),1.175,-,-,-,-,-,-,421,354,-,-,-,-,-,0,"7,89","23,97"
player_3019,MP (DI),0 (5),92,-,-,-,-,-,-,36,31,-,-,-,-,-,0,"3,91","15,65"
player_3020,DL (C),0 (5),61,-,-,-,-,-,-,14,12,-,-,-,-,-,0,-,-
player_3021,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_3022,DF (C),16,1.352,-,-,-,-,-,-,492,420,-,-,-,-,-,0,"7,66","23,3"
player_3023,POR,31 (1),2.747,47,"-3,53",17,20,66%,54,618,317,5,89%,2,2,40%,1,"2,75","7,47"
player_3024,POR,2 (2),252,4,"0,23",0,2,73%,9,64,36,2,92%,3,0,-,0,"1,79","8,57"
player_3025,DF (IC),0 (2),90,-,-,-,-,-,-,52,41,-,-,-,-,-,0,3,6
player_3026,POR,37,3.228,35,"9,59",22,28,76%,61,762,459,15,88%,3,0,0%,0,"3,23","6,36"
player_3027,MP (I),29,1.880,-,-,-,-,-,-,669,576,-,-,-,-,-,0,"3,45","18,29"
player_3028,DF/CR (I),13 (10),1.247,-,-,-,-,-,-,615,510,-,-,-,-,-,0,"9,17","16,6"
player_3029,"MC, ME (C)",32,2.880,-,-,-,-,-,-,1.602,1.373,-,-,-,-,-,0,"13,41","7,22"
player_3030,DF (C),0 (12),221,-,-,-,-,-,-,119,102,-,-,-,-,-,0,"3,67","19,14"
player_3031,DF/CR (D),31,2.584,-,-,-,-,-,-,1.308,1.155,-,-,-,-,-,0,"10,14","13,62"
player_3032,POR,3 (3),357,0,"1,85",3,0,100%,6,74,54,6,93%,2,0,-,0,"3,53","5,55"
player_3033,DF (C),1 (4),206,-,-,-,-,-,-,116,99,-,-,-,-,-,0,"13,98","2,62"
player_3034,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_3035,ME/MP (D),9 (7),918,-,-,-,-,-,-,326,268,-,-,-,-,-,0,"2,55","16,37"
player_3036,"ME (C), MP (I)",5 (29),1.066,-,-,-,-,-,-,525,441,-,-,-,-,-,0,"9,88","12,24"
player_3037,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_3038,MP (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_3039,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_3040,DF (C),34,2.876,-,-,-,-,-,-,1.640,1.433,-,-,-,-,-,1,"15,99","3,91"
player_3041,MP (D),0 (1),70,-,-,-,-,-,-,26,26,-,-,-,-,-,0,-,-
player_3042,DF (C),39 (1),3.576,-,-,-,-,-,-,2.252,1.979,-,-,-,-,-,0,"13,21","3,25"
player_3043,ME/MP (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_3044,DF (C),2 (3),290,-,-,-,-,-,-,172,162,-,-,-,-,-,0,"10,24","4,66"
player_3045,DF (C),34,2.929,-,-,-,-,-,-,1.649,1.452,-,-,-,-,-,0,"12,66","4,46"
player_3046,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_3047,DF (C),34,2.911,-,-,-,-,-,-,1.623,1.386,-,-,-,-,-,0,"13,85","3,8"
player_3048,DF/CR (I),0 (1),46,-,-,-,-,-,-,23,17,-,-,-,-,-,0,-,-
player_3049,ME/MP (I),0 (25),804,-,-,-,-,-,-,289,248,-,-,-,-,-,0,"3,81","25,41"
player_3050,MP (DI),1 (2),105,-,-,-,-,-,-,42,39,-,-,-,-,-,0,"2,57","13,71"
player_3051,ME/MP (C),0 (3),116,-,-,-,-,-,-,58,51,-,-,-,-,-,0,"3,88","27,93"
player_3052,"DF (C), MC, ME (C)",1 (12),449,-,-,-,-,-,-,283,258,-,-,-,-,-,0,"16,84","4,81"
player_3053,DF (DC),31,2.644,-,-,-,-,-,-,1.512,1.281,-,-,-,-,-,1,"13,38","4,19"
player_3054,DL (C),0 (15),333,-,-,-,-,-,-,80,72,-,-,-,-,-,0,0,"31,35"
player_3055,ME (C),34 (1),2.989,-,-,-,-,-,-,1.521,1.308,-,-,-,-,-,0,"10,75","13,97"
player_3056,MP (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_3057,MP (DC),0 (4),92,-,-,-,-,-,-,34,28,-,-,-,-,-,0,"2,93","22,5"
player_3058,DL (C),19 (5),1.370,-,-,-,-,-,-,375,322,-,-,-,-,-,0,"1,38","25,29"
player_3059,DL (C),21 (11),1.923,-,-,-,-,-,-,508,424,-,-,-,-,-,0,"1,68","17,5"
player_3060,DL (C),34,2.919,-,-,-,-,-,-,705,632,-,-,-,-,-,0,"2,62","16,77"
player_3061,MP (D),34,2.806,-,-,-,-,-,-,1.010,855,-,-,-,-,-,0,"4,14","20,91"
player_3062,DF (C),31,2.655,-,-,-,-,-,-,1.579,1.334,-,-,-,-,-,0,"15,66","2,78"
player_3063,"ME (I), MP (DIC)",3 (16),568,-,-,-,-,-,-,216,184,-,-,-,-,-,0,"3,17","25,51"
player_3064,"MC, ME (C), MP (I)",8 (13),777,-,-,-,-,-,-,372,313,-,-,-,-,-,0,"4,52","17,26"
player_3065,"MC, ME (C)",1,90,-,-,-,-,-,-,20,15,-,-,-,-,-,0,0,0
player_3066,"ME/MP (I), DL (C)",0 (36),1.012,-,-,-,-,-,-,336,293,-,-,-,-,-,0,"0,89","16,81"
player_3067,DF (C),36,3.022,-,-,-,-,-,-,1.651,1.411,-,-,-,-,-,0,"13,46","4,02"
player_3068,DF/CR/ME/MP (I),30,2.619,-,-,-,-,-,-,902,753,-,-,-,-,-,0,"5,91","13,37"
player_3069,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_3070,ME (C),0 (21),685,-,-,-,-,-,-,325,288,-,-,-,-,-,0,"7,75","15,11"
player_3071,ME/MP (DI),0 (28),590,-,-,-,-,-,-,232,203,-,-,-,-,-,0,"2,59","18,15"
player_3072,DF/CR/ME/MP (D),15 (1),1.272,-,-,-,-,-,-,455,377,-,-,-,-,-,0,"5,24","18,54"
player_3073,DF (D),16 (3),1.272,-,-,-,-,-,-,667,571,-,-,-,-,-,0,"9,69","17,97"
player_3074,"MP (C), DL (C)",0 (1),1,-,-,-,-,-,-,0,-,-,-,-,-,-,0,-,-
player_3075,ME (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_3076,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_3077,DF (D),35,3.007,-,-,-,-,-,-,1.529,1.292,-,-,-,-,-,0,"14,22","14,31"
player_3078,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_3079,DL (C),4 (28),1.379,-,-,-,-,-,-,362,325,-,-,-,-,-,0,"0,65","23,95"
player_3080,ME/MP (C),33,2.657,-,-,-,-,-,-,1.291,1.122,-,-,-,-,-,0,"15,11","15,01"
player_3081,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_3082,DF/CR (D),0 (2),59,-,-,-,-,-,-,26,21,-,-,-,-,-,0,-,-
player_3083,MP (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_3084,"MC, ME/MP (C)",33,2.034,-,-,-,-,-,-,1.035,895,-,-,-,-,-,0,"11,33","16,95"
player_3085,"MC, ME/MP (C)",31,2.645,-,-,-,-,-,-,1.518,1.339,-,-,-,-,-,0,"9,19","8,2"
player_3086,DF (C),31,2.707,-,-,-,-,-,-,1.493,1.338,-,-,-,-,-,0,"13,07","3,96"
player_3087,DF/CR (I),33,2.925,-,-,-,-,-,-,1.358,1.135,-,-,-,-,-,0,"10,86","14,83"
player_3088,DF (C),0 (1),78,-,-,-,-,-,-,52,48,-,-,-,-,-,0,"11,54","4,62"
player_3089,DF (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_3090,DF/CR (D),31,2.716,-,-,-,-,-,-,1.280,1.115,-,-,-,-,-,1,"12,43","13,88"
