Nombre,Final,Sueldo,Sueldo máx.,Mín PS,Representante,Valor de traspaso,Precio Mín,Precio Máx,Cláus. Resc.
player_2818,30/6/2025,4.400 EUR p/m,N/D,N/D,-,5m EUR - 50m EUR,-,-,145m EUR
player_2819,30/6/2025,6.000 EUR p/m,N/D,N/D,-,70m EUR - 220m EUR,-,-,205m EUR
player_2820,30/6/2025,1.400 EUR p/m,N/D,N/D,-,30m EUR - 95m EUR,-,-,55m EUR
player_2821,30/6/2026,6.250 EUR p/m,N/D,N/D,Aina Andreu,24m EUR - 240m EUR,-,-,190m EUR
player_2822,30/6/2024,1.200 EUR p/m,N/D,N/D,-,"1,5m EUR - 4m EUR",-,-,-
player_2823,30/6/2027,1.300 EUR p/m,N/D,N/D,Juan Antonio Yubero,Sin datos,-,-,750m EUR
player_2824,30/6/2024,1.300 EUR p/m,N/D,N/D,-,"1,5m EUR - 5m EUR",-,-,140m EUR
player_2825,30/6/2024,1.300 EUR p/m,N/D,N/D,-,22m EUR - 70m EUR,-,-,190m EUR
player_2826,30/6/2025,1.300 EUR p/m,N/D,N/D,David Hervas,22m EUR - 220m EUR,-,-,130m EUR
player_2827,30/6/2024,1.200 EUR p/m,N/D,N/D,-,0 EUR - 2m EUR,-,-,-
player_2828,30/6/2024,1.200 EUR p/m,N/D,N/D,-,0 EUR - 5m EUR,-,-,-
player_2829,30/6/2025,7.250 EUR p/m,N/D,N/D,-,7m EUR - 65m EUR,-,-,185m EUR
player_2830,30/6/2024,1.300 EUR p/m,N/D,N/D,-,0 EUR - 5m EUR,-,-,145m EUR
player_2831,30/6/2026,1.500 EUR p/m,N/D,N/D,-,7m EUR - 65m EUR,-,-,245m EUR
player_2832,30/6/2025,1.300 EUR p/m,N/D,N/D,-,7m EUR - 65m EUR,-,-,205m EUR
player_2833,30/6/2026,4.600 EUR p/m,N/D,N/D,-,22m EUR - 220m EUR,-,-,-
player_2834,30/6/2024,1.100 EUR p/m,N/D,N/D,-,0 EUR - 4m EUR,-,-,-
player_2835,30/6/2024,8.500 EUR p/m,N/D,N/D,Marcos Arino,0 EUR - 24m EUR,-,-,550m EUR
player_2836,30/6/2024,1.300 EUR p/m,N/D,N/D,-,0 EUR - 4m EUR,-,-,155m EUR
player_2837,30/6/2026,11.500 EUR p/m,N/D,N/D,-,22m EUR - 230m EUR,-,-,165m EUR
player_2838,30/6/2024,1.300 EUR p/m,N/D,N/D,Julian Guillen,20m EUR - 210m EUR,-,-,300m EUR
player_2839,30/6/2024,1.400 EUR p/m,N/D,N/D,Aina Andreu,0EUR,-,-,165m EUR
player_2840,30/6/2026,4.800 EUR p/m,N/D,N/D,Xavi Aguirre,180m EUR - 600m EUR,-,-,210m EUR
player_2841,30/6/2024,1.500 EUR p/m,N/D,N/D,Antonio Jose Albarran,0 EUR - 2m EUR,-,-,165m EUR
player_2842,30/6/2024,1.600 EUR p/m,N/D,N/D,-,0EUR,-,-,95m EUR
player_2843,30/6/2025,8.250 EUR p/m,N/D,N/D,-,5m EUR - 50m EUR,-,-,170m EUR
player_2844,30/6/2025,5.000 EUR p/m,N/D,N/D,Jose Andres Dominguez,10m EUR - 100m EUR,-,-,175m EUR
player_2845,30/6/2024,1.500 EUR p/m,N/D,N/D,-,"2,5m EUR - 8m EUR",-,-,-
player_2846,30/6/2024,1.500 EUR p/m,N/D,N/D,-,"1,5m EUR - 4m EUR",-,-,155m EUR
player_2847,30/6/2024,1.500 EUR p/m,N/D,N/D,Aina Andreu,2m EUR - 6m EUR,-,-,165m EUR
player_2848,30/6/2024,1.300 EUR p/m,N/D,N/D,-,18m EUR - 60m EUR,-,-,225m EUR
player_2849,30/6/2024,1.500 EUR p/m,N/D,N/D,-,0EUR,-,-,165m EUR
player_2850,30/6/2025,1.300 EUR p/m,N/D,N/D,-,6m EUR - 60m EUR,-,-,105m EUR
player_2851,30/6/2024,1.500 EUR p/m,N/D,N/D,-,0 EUR - 5m EUR,-,-,165m EUR
player_2852,30/6/2024,1.400 EUR p/m,N/D,N/D,David Hervas,0 EUR - 6m EUR,-,-,140m EUR
player_2853,30/6/2026,4.900 EUR p/m,N/D,N/D,-,12m EUR - 110m EUR,-,-,145m EUR
player_2854,30/6/2024,1.300 EUR p/m,N/D,N/D,-,"0 EUR - 4,5m EUR",-,-,130m EUR
player_2855,30/6/2024,1.300 EUR p/m,N/D,N/D,-,0EUR,-,-,"36,5m EUR"
player_2856,30/6/2026,19.250 EUR p/m,N/D,N/D,Antonio Jose Albarran,0 EUR - 95m EUR,-,-,"3,3M EUR"
player_2857,30/6/2026,2.400 EUR p/m,N/D,N/D,-,No a la venta,-,-,-
player_2858,30/6/2024,1.500 EUR p/m,N/D,N/D,-,0EUR,-,-,125m EUR
player_2859,30/6/2025,3.400 EUR p/m,N/D,N/D,-,75m EUR - 240m EUR,-,-,-
player_2860,30/6/2026,4.700 EUR p/m,N/D,N/D,Jose Antonio Corbacho,70m EUR - 230m EUR,-,-,250m EUR
player_2861,30/6/2025,1.300 EUR p/m,N/D,N/D,-,95m EUR - 300m EUR,-,-,115m EUR
player_2862,30/6/2024,1.300 EUR p/m,N/D,N/D,-,0EUR,-,-,76m EUR
player_2863,30/6/2025,1.300 EUR p/m,N/D,N/D,Jose Antonio Corbacho,9m EUR - 28m EUR,-,-,125m EUR
player_2864,30/6/2026,14.750 EUR p/m,N/D,N/D,-,"140m EUR - 1,4M EUR",-,-,"1,8M EUR"
player_2865,30/6/2024,1.500 EUR p/m,N/D,N/D,Aina Andreu,0EUR,-,-,105m EUR
player_2866,30/6/2026,1.700 EUR p/m,N/D,N/D,-,55m EUR - 180m EUR,-,-,-
player_2867,30/6/2025,4.700 EUR p/m,N/D,N/D,-,10m EUR - 100m EUR,-,-,180m EUR
player_2868,30/6/2024,1.100 EUR p/m,N/D,N/D,-,2m EUR - 6m EUR,-,-,-
player_2869,30/6/2026,3.300 EUR p/m,N/D,N/D,-,18m EUR - 190m EUR,-,-,-
player_2870,30/6/2026,5.500 EUR p/m,N/D,N/D,-,35m EUR - 350m EUR,-,-,185m EUR
player_2871,30/6/2025,2.800 EUR p/m,N/D,N/D,-,10m EUR - 100m EUR,-,-,230m EUR
player_2872,30/6/2024,1.100 EUR p/m,N/D,N/D,-,0 EUR - 2m EUR,-,-,-
player_2873,30/6/2024,1.500 EUR p/m,N/D,N/D,-,0EUR,-,-,115m EUR
player_2874,30/6/2024,1.400 EUR p/m,N/D,N/D,-,0 EUR - 70m EUR,-,-,185m EUR
player_2875,30/6/2024,1.500 EUR p/m,N/D,N/D,-,0EUR,-,-,130m EUR
player_2876,30/6/2024,1.500 EUR p/m,N/D,N/D,-,0EUR,-,-,165m EUR
player_2877,30/6/2024,3.700 EUR p/m,N/D,N/D,-,0EUR,-,-,155m EUR
player_2878,30/6/2026,1.300 EUR p/m,N/D,N/D,-,50m EUR - 500m EUR,-,-,195m EUR
player_2879,30/6/2026,13.000 EUR p/m,N/D,N/D,-,12m EUR - 120m EUR,-,-,425m EUR
player_2880,30/6/2024,950 EUR p/m,N/D,N/D,-,0 EUR - 5m EUR,-,-,-
player_2881,30/6/2024,1.700 EUR p/m,N/D,N/D,-,0EUR,-,-,165m EUR
player_2882,30/6/2027,27.000 EUR p/m,N/D,N/D,Dolors Acevedo,Sin datos,-,-,"1,3M EUR"
player_2883,30/6/2024,1.100 EUR p/m,N/D,N/D,-,0 EUR - 7m EUR,-,-,-
player_2884,30/6/2024,1.300 EUR p/m,N/D,N/D,-,0EUR,-,-,-
player_2885,30/6/2026,4.100 EUR p/m,N/D,N/D,Ramon Siles,6m EUR - 20m EUR,-,-,"18,25m EUR"
player_2886,30/6/2024,1.300 EUR p/m,N/D,N/D,-,0 EUR - 6m EUR,-,-,145m EUR
player_2887,30/6/2024,1.300 EUR p/m,N/D,N/D,Ernesto Cabrera,0 EUR - 2m EUR,-,-,100m EUR
player_2888,30/6/2024,1.200 EUR p/m,N/D,N/D,-,0EUR,-,-,-
player_2889,30/6/2025,1.300 EUR p/m,N/D,N/D,-,6m EUR - 18m EUR,-,-,105m EUR
player_2890,30/6/2026,8.000 EUR p/m,N/D,N/D,-,8m EUR - 80m EUR,-,-,175m EUR
player_2891,30/6/2025,2.100 EUR p/m,N/D,N/D,-,6m EUR - 60m EUR,-,-,-
player_2892,30/6/2024,7.000 EUR p/m,N/D,N/D,Javier Llaneza,500 EUR - 6m EUR,-,-,600m EUR
player_2893,30/6/2024,1.700 EUR p/m,N/D,N/D,-,0 EUR - 4m EUR,-,-,130m EUR
player_2894,30/6/2024,1.300 EUR p/m,N/D,N/D,-,0 EUR - 5m EUR,-,-,145m EUR
player_2895,30/6/2024,1.700 EUR p/m,N/D,N/D,-,"1,5m EUR - 6m EUR",-,-,-
player_2896,30/6/2025,6.500 EUR p/m,N/D,N/D,-,210m EUR - 650m EUR,-,-,375m EUR
player_2897,30/6/2026,2.700 EUR p/m,N/D,N/D,-,40m EUR - 130m EUR,-,-,-
player_2898,30/6/2025,2.000 EUR p/m,N/D,N/D,-,5m EUR - 50m EUR,-,-,220m EUR
player_2899,30/6/2024,1.300 EUR p/m,N/D,N/D,-,"0 EUR - 4,5m EUR",-,-,120m EUR
player_2900,30/6/2026,2.200 EUR p/m,N/D,N/D,Santiago Berrocal,"700m EUR - 1,6M EUR",-,-,"1,9M EUR"
player_2901,30/6/2024,1.200 EUR p/m,N/D,N/D,-,0EUR,-,-,-
player_2902,30/6/2025,6.500 EUR p/m,N/D,N/D,-,0EUR,-,-,525m EUR
player_2903,30/6/2026,2.700 EUR p/m,N/D,N/D,-,45m EUR - 450m EUR,-,-,325m EUR
player_2904,30/6/2024,1.700 EUR p/m,N/D,N/D,-,0EUR,-,-,-
player_2905,-,N/D,N/D,N/D,-,0EUR,-,-,-
player_2906,30/6/2025,2.200 EUR p/m,N/D,N/D,-,35m EUR - 325m EUR,-,-,180m EUR
player_2907,30/6/2026,4.900 EUR p/m,N/D,N/D,Antonio Valiente,30m EUR - 300m EUR,-,-,180m EUR
player_2908,30/6/2026,18.750 EUR p/m,N/D,N/D,Daniel Abal,35m EUR - 375m EUR,-,-,230m EUR
player_2909,30/6/2024,1.300 EUR p/m,N/D,N/D,-,0 EUR - 50m EUR,-,-,140m EUR
player_2910,30/6/2024,1.300 EUR p/m,N/D,N/D,Aina Andreu,"1,5m EUR - 5m EUR",-,-,145m EUR
player_2911,30/6/2025,1.300 EUR p/m,N/D,N/D,-,"1,5m EUR - 12m EUR",-,-,235m EUR
player_2912,30/6/2027,18.500 EUR p/m,N/D,N/D,-,Sin datos,-,-,"5,75M EUR"
player_2913,30/6/2024,1.100 EUR p/m,N/D,N/D,-,"1,5m EUR - 5m EUR",-,-,-
player_2914,30/6/2024,1.300 EUR p/m,N/D,N/D,Ramon Siles,0EUR,-,-,245m EUR
player_2915,30/6/2024,1.400 EUR p/m,N/D,N/D,-,0EUR,-,-,92m EUR
player_2916,30/6/2024,1.100 EUR p/m,N/D,N/D,-,1m EUR - 4m EUR,-,-,-
player_2917,30/6/2024,1.300 EUR p/m,N/D,N/D,-,"1,5m EUR - 18m EUR",-,-,210m EUR
player_2918,30/6/2024,1.300 EUR p/m,N/D,N/D,-,0 EUR - 6m EUR,-,-,105m EUR
player_2919,30/6/2025,2.700 EUR p/m,N/D,N/D,Javi Barbero,14m EUR - 140m EUR,-,-,150m EUR
player_2920,30/6/2025,2.800 EUR p/m,N/D,N/D,-,75m EUR - 250m EUR,-,-,225m EUR
player_2921,30/6/2024,1.100 EUR p/m,N/D,N/D,-,0 EUR - 4m EUR,-,-,-
player_2922,30/6/2024,850 EUR p/m,N/D,N/D,-,"1,5m EUR - 5m EUR",-,-,-
player_2923,30/6/2025,1.100 EUR p/m,N/D,N/D,-,45m EUR - 150m EUR,-,-,-
player_2924,30/6/2024,1.500 EUR p/m,N/D,N/D,-,0EUR,-,-,145m EUR
player_2925,30/6/2024,1.300 EUR p/m,N/D,N/D,-,0EUR,-,-,78m EUR
player_2926,30/6/2025,1.300 EUR p/m,N/D,N/D,-,100m EUR - 325m EUR,-,-,105m EUR
player_2927,30/6/2024,1.400 EUR p/m,N/D,N/D,Aina Andreu,0 EUR - 5m EUR,-,-,120m EUR
player_2928,30/6/2027,1.400 EUR p/m,N/D,N/D,Jose Luis Ramos,35m EUR - 325m EUR,-,-,400m EUR
player_2929,30/6/2026,500 EUR p/m,N/D,N/D,-,140m EUR - 450m EUR,-,-,500m EUR
player_2930,30/6/2025,3.000 EUR p/m,N/D,N/D,-,70m EUR,-,-,220m EUR
player_2931,30/6/2025,1.300 EUR p/m,N/D,N/D,-,35m EUR,-,-,325m EUR
player_2932,30/6/2026,1.300 EUR p/m,N/D,N/D,-,No a la venta,-,-,91m EUR
player_2933,30/6/2024,1.300 EUR p/m,N/D,N/D,-,0 EUR - 50m EUR,-,-,250m EUR
player_2934,30/6/2025,1.300 EUR p/m,N/D,N/D,-,7m EUR - 65m EUR,-,-,89m EUR
player_2935,30/6/2024,1.200 EUR p/m,N/D,N/D,-,0EUR,-,-,-
player_2936,30/6/2024,1.400 EUR p/m,N/D,N/D,David Hervas,"0 EUR - 1,5m EUR",-,-,140m EUR
player_2937,30/6/2025,8.750 EUR p/m,N/D,N/D,Jose Luis Ramos,"4,5m EUR - 45m EUR",-,-,145m EUR
player_2938,30/6/2024,1.300 EUR p/m,N/D,N/D,-,22m EUR - 70m EUR,-,-,190m EUR
player_2939,30/6/2024,1.300 EUR p/m,N/D,N/D,-,0 EUR - 120m EUR,-,-,105m EUR
player_2940,30/6/2024,1.100 EUR p/m,N/D,N/D,-,"0 EUR - 4,5m EUR",-,-,-
player_2941,30/6/2025,2.600 EUR p/m,N/D,N/D,-,0 EUR - 85m EUR,-,-,-
player_2942,30/6/2026,1.600 EUR p/m,N/D,N/D,-,80m EUR - 800m EUR,-,-,425m EUR
player_2943,30/6/2024,1.300 EUR p/m,N/D,N/D,David Hervas,2m EUR - 6m EUR,-,-,130m EUR
player_2944,30/6/2026,1.300 EUR p/m,N/D,N/D,-,95m EUR - 300m EUR,-,-,20M EUR
player_2945,30/6/2024,1.300 EUR p/m,N/D,N/D,-,"0 EUR - 1,5m EUR",-,-,170m EUR
player_2946,30/6/2024,1.300 EUR p/m,N/D,N/D,-,0 EUR - 7m EUR,-,-,130m EUR
player_2947,30/6/2027,3.000 EUR p/m,N/D,N/D,-,8m EUR - 80m EUR,-,-,-
player_2948,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_2949,30/6/2025,1.300 EUR p/m,N/D,N/D,-,16m EUR - 170m EUR,-,-,150m EUR
player_2950,30/6/2025,1.300 EUR p/m,N/D,N/D,Antonio Valiente,6m EUR - 65m EUR,-,-,150m EUR
player_2951,30/6/2025,2.700 EUR p/m,N/D,N/D,Julian Guillen,60m EUR - 600m EUR,-,-,350m EUR
player_2952,30/6/2024,1.300 EUR p/m,N/D,N/D,-,0EUR,-,-,23m EUR
player_2953,30/6/2026,1.900 EUR p/m,N/D,N/D,-,5m EUR - 50m EUR,-,-,-
player_2954,30/6/2024,1.300 EUR p/m,N/D,N/D,Ernesto Cabrera,0 EUR - 70m EUR,-,-,230m EUR
player_2955,30/6/2024,1.300 EUR p/m,N/D,N/D,-,0EUR,-,-,115m EUR
player_2956,30/6/2026,2.600 EUR p/m,N/D,N/D,-,60m EUR,-,-,-
player_2957,30/6/2026,4.500 EUR p/m,N/D,N/D,-,80m EUR - 250m EUR,-,-,-
player_2958,30/6/2024,1.400 EUR p/m,N/D,N/D,Aina Andreu,"0 EUR - 1,5m EUR",-,-,140m EUR
player_2959,30/6/2026,1.300 EUR p/m,N/D,N/D,Julio Cesar Rodriguez,240m EUR - 750m EUR,-,-,240m EUR
player_2960,30/6/2026,1.300 EUR p/m,N/D,N/D,Julio Cesar Rodriguez,65m EUR - 650m EUR,-,-,230m EUR
player_2961,30/6/2025,3.000 EUR p/m,N/D,N/D,-,40m EUR - 425m EUR,-,-,200m EUR
player_2962,30/6/2025,1.300 EUR p/m,N/D,N/D,-,20m EUR - 190m EUR,-,-,225m EUR
player_2963,30/6/2026,1.300 EUR p/m,N/D,N/D,-,35m EUR - 350m EUR,-,-,130m EUR
player_2964,30/6/2024,1.400 EUR p/m,N/D,N/D,Aina Andreu,0EUR,-,-,88m EUR
player_2965,30/6/2024,1.300 EUR p/m,N/D,N/D,Antonio Jose Albarran,0EUR,-,-,175m EUR
player_2966,30/6/2025,12.000 EUR p/m,N/D,N/D,-,16m EUR - 150m EUR,-,-,120m EUR
player_2967,30/6/2026,2.100 EUR p/m,N/D,N/D,-,22m EUR - 220m EUR,-,-,-
player_2968,30/6/2024,650 EUR p/m,N/D,N/D,-,0EUR,-,-,-
player_2969,30/6/2026,1.300 EUR p/m,N/D,N/D,-,75m EUR - 230m EUR,-,-,165m EUR
player_2970,30/6/2025,5.250 EUR p/m,N/D,N/D,Jose Luis Ramos,26m EUR - 250m EUR,-,-,245m EUR
player_2971,30/6/2026,2.000 EUR p/m,N/D,N/D,-,7m EUR - 70m EUR,-,-,-
player_2972,30/6/2026,5.750 EUR p/m,N/D,N/D,Santiago Berrocal,8m EUR - 85m EUR,-,-,130m EUR
player_2973,30/6/2026,2.600 EUR p/m,N/D,N/D,-,20m EUR - 200m EUR,-,-,190m EUR
player_2974,30/6/2026,5.750 EUR p/m,N/D,N/D,David Hervas,35m EUR - 350m EUR,-,-,175m EUR
player_2975,30/6/2024,1.100 EUR p/m,N/D,N/D,-,"0 EUR - 1,5m EUR",-,-,-
player_2976,30/6/2024,950 EUR p/m,N/D,N/D,-,"1,5m EUR - 4m EUR",-,-,-
player_2977,30/6/2024,1.100 EUR p/m,N/D,N/D,-,"0 EUR - 1,5m EUR",-,-,-
player_2978,30/6/2024,900 EUR p/m,N/D,N/D,-,0 EUR - 7m EUR,-,-,-
player_2979,30/6/2025,1.400 EUR p/m,N/D,N/D,-,"2,5m EUR - 26m EUR",-,-,130m EUR
player_2980,30/6/2026,12.000 EUR p/m,N/D,N/D,-,50m EUR - 500m EUR,-,-,275m EUR
player_2981,30/6/2024,1.300 EUR p/m,N/D,N/D,-,0 EUR - 110m EUR,-,-,115m EUR
player_2982,30/6/2025,1.000 EUR p/m,N/D,N/D,-,18m EUR - 180m EUR,-,-,-
player_2983,30/6/2026,1.500 EUR p/m,N/D,N/D,-,130m EUR - 425m EUR,-,-,220m EUR
player_2984,30/6/2025,1.500 EUR p/m,N/D,N/D,-,30m EUR - 300m EUR,-,-,24M EUR
player_2985,30/6/2024,1.100 EUR p/m,N/D,N/D,-,0 EUR - 7m EUR,-,-,-
player_2986,30/6/2026,3.100 EUR p/m,N/D,N/D,Rodrigo Casanova,"210m EUR - 2,1M EUR",-,-,975m EUR
player_2987,30/6/2025,3.500 EUR p/m,N/D,N/D,-,7m EUR - 70m EUR,-,-,185m EUR
player_2988,30/6/2024,1.300 EUR p/m,N/D,N/D,-,"1,5m EUR - 5m EUR",-,-,130m EUR
player_2989,30/6/2025,3.600 EUR p/m,N/D,N/D,-,0EUR,-,-,7m EUR
player_2990,30/6/2024,1.100 EUR p/m,N/D,N/D,-,0 EUR - 5m EUR,-,-,-
player_2991,30/6/2024,1.300 EUR p/m,N/D,N/D,-,0EUR,-,-,130m EUR
player_2992,30/6/2024,1.300 EUR p/m,N/D,N/D,-,0 EUR - 26m EUR,-,-,150m EUR
player_2993,30/6/2025,6.500 EUR p/m,N/D,N/D,Antonio Jose Albarran,"425m EUR - 1,4M EUR",-,-,575m EUR
player_2994,30/6/2024,1.300 EUR p/m,N/D,N/D,-,"4,5m EUR - 45m EUR",-,-,110m EUR
player_2995,30/6/2024,1.100 EUR p/m,N/D,N/D,-,4m EUR - 40m EUR,-,-,500m EUR
player_2996,30/6/2024,1.700 EUR p/m,N/D,N/D,-,0 EUR - 3m EUR,-,-,-
player_2997,30/6/2024,1.500 EUR p/m,N/D,N/D,Aina Andreu,0EUR,-,-,"15,5m EUR"
player_2998,30/6/2024,1.300 EUR p/m,N/D,N/D,-,0EUR,-,-,"16,25m EUR"
player_2999,30/6/2025,4.400 EUR p/m,N/D,N/D,Ignacio Tinoco,45m EUR - 150m EUR,-,-,100m EUR
player_3000,30/6/2024,1.300 EUR p/m,N/D,N/D,-,90m EUR - 275m EUR,-,-,170m EUR
player_3001,30/6/2024,1.300 EUR p/m,N/D,N/D,-,0EUR,-,-,275m EUR
player_3002,30/6/2027,18.500 EUR p/m,N/D,N/D,Juan Antonio Yubero,Sin datos,-,-,"5,75M EUR"
player_3003,30/6/2024,1.300 EUR p/m,N/D,N/D,Aina Andreu,"1,5m EUR - 5m EUR",-,-,115m EUR
player_3004,30/6/2026,2.000 EUR p/m,N/D,N/D,-,22m EUR - 230m EUR,-,-,-
player_3005,30/6/2026,5.500 EUR p/m,N/D,N/D,-,18m EUR - 190m EUR,-,-,165m EUR
player_3006,30/6/2024,1.300 EUR p/m,N/D,N/D,Edu Dieste,5m EUR - 50m EUR,-,-,100m EUR
player_3007,30/6/2025,3.200 EUR p/m,N/D,N/D,-,0 EUR - 130m EUR,-,-,210m EUR
player_3008,30/6/2025,6.500 EUR p/m,N/D,N/D,-,8m EUR,-,-,245m EUR
player_3009,30/6/2025,1.100 EUR p/m,N/D,N/D,-,16m EUR - 160m EUR,-,-,-
player_3010,30/6/2024,1.100 EUR p/m,N/D,N/D,-,"1,5m EUR - 5m EUR",-,-,-
player_3011,30/6/2026,2.300 EUR p/m,N/D,N/D,-,40m EUR - 400m EUR,-,-,195m EUR
player_3012,30/6/2024,2.700 EUR p/m,N/D,N/D,-,10m EUR - 110m EUR,-,-,10M EUR
player_3013,30/6/2028,275 EUR p/m,N/D,N/D,Juan Cano,Sin datos,-,-,-
player_3014,30/6/2024,1.300 EUR p/m,N/D,N/D,Abdoulaye Seck,0 EUR - 5m EUR,-,-,140m EUR
player_3015,30/6/2024,1.300 EUR p/m,N/D,N/D,-,35m EUR - 350m EUR,-,-,215m EUR
player_3016,30/6/2025,1.300 EUR p/m,N/D,N/D,-,6m EUR - 60m EUR,-,-,250m EUR
player_3017,30/6/2024,1.100 EUR p/m,N/D,N/D,-,0 EUR - 2m EUR,-,-,-
player_3018,30/6/2024,1.300 EUR p/m,N/D,N/D,-,14m EUR - 140m EUR,-,-,95m EUR
player_3019,30/6/2026,6.500 EUR p/m,N/D,N/D,-,16m EUR - 170m EUR,-,-,275m EUR
player_3020,30/6/2024,1.300 EUR p/m,N/D,N/D,Ramon Siles,20m EUR - 65m EUR,-,-,325m EUR
player_3021,30/6/2024,900 EUR p/m,N/D,N/D,-,"0 EUR - 1,5m EUR",-,-,-
player_3022,30/6/2026,1.300 EUR p/m,N/D,N/D,-,50m EUR - 475m EUR,-,-,180m EUR
player_3023,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_3024,30/6/2024,2.300 EUR p/m,N/D,N/D,Gabri Villar,0EUR,-,-,-
player_3025,30/6/2025,13.000 EUR p/m,N/D,N/D,-,45m EUR - 140m EUR,-,-,190m EUR
player_3026,30/6/2027,5.750 EUR p/m,N/D,N/D,Aina Andreu,35m EUR - 350m EUR,-,-,195m EUR
player_3027,30/6/2024,1.000 EUR p/m,N/D,N/D,-,"1,5m EUR - 6m EUR",-,-,-
player_3028,30/6/2025,1.200 EUR p/m,N/D,N/D,-,14m EUR - 140m EUR,-,-,130m EUR
player_3029,30/6/2026,1.400 EUR p/m,N/D,N/D,-,22m EUR - 210m EUR,-,-,20M EUR
player_3030,30/6/2024,1.300 EUR p/m,N/D,N/D,Aina Andreu,"0 EUR - 1,5m EUR",-,-,140m EUR
player_3031,30/6/2024,1.300 EUR p/m,N/D,N/D,-,0 EUR - 40m EUR,-,-,195m EUR
player_3032,30/6/2025,1.300 EUR p/m,N/D,N/D,-,22m EUR - 220m EUR,-,-,20M EUR
player_3033,30/6/2027,3.200 EUR p/m,N/D,N/D,-,7m EUR - 65m EUR,-,-,-
player_3034,30/6/2024,1.300 EUR p/m,N/D,N/D,-,"0 EUR - 4,5m EUR",-,-,120m EUR
player_3035,30/6/2024,1.200 EUR p/m,N/D,N/D,-,0EUR,-,-,-
player_3036,30/6/2026,5.750 EUR p/m,N/D,N/D,Santiago Berrocal,22m EUR - 220m EUR,-,-,215m EUR
player_3037,30/6/2026,5.000 EUR p/m,N/D,N/D,Jose Antonio Corbacho,26m EUR - 275m EUR,-,-,190m EUR
player_3038,30/6/2026,3.500 EUR p/m,N/D,N/D,Juan Antonio Yubero,Sin datos,-,-,50M EUR
player_3039,30/6/2026,13.250 EUR p/m,N/D,N/D,-,40m EUR - 400m EUR,-,-,975m EUR
player_3040,30/6/2026,2.000 EUR p/m,N/D,N/D,Juan Antonio Yubero,Sin datos,-,-,10M EUR
player_3041,30/6/2024,1.100 EUR p/m,N/D,N/D,-,0EUR,-,-,-
player_3042,30/6/2024,850 EUR p/m,N/D,N/D,-,0 EUR - 6m EUR,-,-,-
player_3043,30/6/2024,600 EUR p/m,N/D,N/D,-,0EUR,-,-,-
player_3044,-,N/D,N/D,N/D,-,0EUR,-,-,-
player_3045,30/6/2024,1.100 EUR p/m,N/D,N/D,-,"1,5m EUR - 4,5m EUR",-,-,-
player_3046,30/6/2024,1.100 EUR p/m,N/D,N/D,-,0EUR,-,-,-
player_3047,30/6/2024,1.300 EUR p/m,N/D,N/D,-,50m EUR - 160m EUR,-,-,120m EUR
player_3048,30/6/2024,1.300 EUR p/m,N/D,N/D,-,0 EUR - 45m EUR,-,-,150m EUR
player_3049,30/6/2024,1.300 EUR p/m,N/D,N/D,David Hervas,0EUR,-,-,120m EUR
player_3050,30/6/2025,1.300 EUR p/m,N/D,N/D,-,16m EUR - 170m EUR,-,-,225m EUR
player_3051,30/6/2025,1.300 EUR p/m,N/D,N/D,Xavi Aguirre,12m EUR - 130m EUR,-,-,115m EUR
player_3052,30/6/2024,1.100 EUR p/m,N/D,N/D,-,0EUR,-,-,-
player_3053,30/6/2025,13.000 EUR p/m,N/D,N/D,-,7m EUR - 75m EUR,-,-,235m EUR
player_3054,30/6/2028,275 EUR p/m,N/D,N/D,Julio Cesar Rodriguez,Sin datos,-,-,-
player_3055,30/6/2024,1.000 EUR p/m,N/D,N/D,-,0EUR,-,-,-
player_3056,30/6/2025,1.300 EUR p/m,N/D,N/D,Antonio Vargas,24m EUR - 230m EUR,-,-,20M EUR
player_3057,30/6/2024,1.500 EUR p/m,N/D,N/D,-,10m EUR - 35m EUR,-,-,245m EUR
player_3058,30/6/2024,1.300 EUR p/m,N/D,N/D,Aina Andreu,0EUR,-,-,53m EUR
player_3059,30/6/2024,1.000 EUR p/m,N/D,N/D,-,"0 EUR - 3,5m EUR",-,-,-
player_3060,30/6/2027,5.750 EUR p/m,N/D,N/D,-,28m EUR - 275m EUR,-,-,-
player_3061,30/6/2025,2.300 EUR p/m,N/D,N/D,Marc Montalban,"150m EUR - 1,5M EUR",-,-,-
player_3062,30/6/2024,1.300 EUR p/m,N/D,N/D,-,0EUR,-,-,125m EUR
player_3063,30/6/2026,2.600 EUR p/m,N/D,N/D,-,45m EUR,-,-,-
player_3064,30/6/2025,1.300 EUR p/m,N/D,N/D,-,16m EUR - 150m EUR,-,-,120m EUR
player_3065,30/6/2026,13.000 EUR p/m,N/D,N/D,-,50m EUR - 500m EUR,-,-,525m EUR
player_3066,30/6/2024,1.300 EUR p/m,N/D,N/D,-,0 EUR - 1m EUR,-,-,115m EUR
player_3067,30/6/2024,1.300 EUR p/m,N/D,N/D,Rodrigo Casanova,"1,5m EUR - 4,5m EUR",-,-,120m EUR
player_3068,30/6/2026,8.500 EUR p/m,N/D,N/D,-,90m EUR - 275m EUR,-,-,120m EUR
